Wavelength,Amber 595-600nm,Blue 460-470nm,"Cool White 10,000-15,000K",Cyan 490nm,Deep Red 660nm,Far Red 730nm,Full Spectrum 380-840nm,Green 520-525nm,Infrared 850nm,Infrared 940nm,Natural White 4000 - 4500K,Orange 600-605nm,Red 620-625nm,Royal Blue 440nm,UV 365nm,UV 370nm,UV 375nm,UV 380nm,UV 385nm,UV 395nm,UV 400nm,UV 405nm,UV 410nm,UV 425nm,Warm White 3000 - 3500K,White 6000 - 6500K,Yellow 590-595nm
328,0.0012,0.0033,0.0036,0.0048,0.0007,0.0031,0.0088,0.0021,0.0013,0,0.004,0.0045,0.0018,0.0043,0.0016,0.0026,0.001,0.0022,0.001,-0.0016,0.0017,0.0018,0.0031,0.0035,0.001,0.0027,0.0039
328,-0.0016,0.0016,0.0005,-0.0006,-0.0016,0.001,0.0025,0.0007,-0.0001,0,-0.0015,0,0.0011,-0.0002,-0.0009,0.0022,0.0008,-0.0036,-0.0008,-0.0015,-0.0042,-0.0006,-0.0003,0.0029,0.0008,-0.001,0.0017
328,0.0004,0.001,0.0025,0.0004,0.0013,0.0008,-0.0006,0.0011,-0.001,-0.0004,0.0021,0.0014,0.0006,0.0017,-0.0023,-0.0012,0.001,0.001,0.0034,0.0017,0.0002,0.0026,-0.0007,0.001,0.002,0.002,0.0025
328,-0.0031,0.001,0,-0.0002,-0.0001,-0.0005,0.0007,0.0007,0.0004,0.0015,-0.0004,0.0011,0.0004,-0.0007,0.0003,-0.0005,-0.0018,0.0002,-0.0011,0.0003,0.0008,0.0022,0.0026,-0.0014,0.0009,0.0002,0.0015
329,-0.0026,0.0007,0.0022,0.0019,0.0006,0.0008,0.0003,0.0018,-0.0008,0.0006,0.0012,0.0032,0.0017,0.0011,0.001,0.0012,-0.0009,0.0028,0.0039,-0.0022,0.0002,-0.0003,0.0013,0.0008,0.0005,-0.0007,0
329,-0.0003,-0.0012,-0.0006,0.0004,0.0011,0.0018,0.0019,-0.001,-0.0004,-0.0028,-0.001,-0.0005,-0.0019,0.0006,-0.0006,-0.0025,-0.0013,0.0021,0.0024,0.0008,-0.0015,-0.0031,-0.0011,-0.0025,-0.0005,0.0009,-0.0006
329,-0.0007,0.0028,0.0015,0.0003,0.0004,0.003,0.0009,0.0013,0.0014,-0.0001,-0.0004,-0.0013,-0.0007,0.0021,-0.0018,-0.0003,0.0003,0.0011,0.003,0.0009,0.0003,-0.0008,0.0053,-0.0011,0.0033,0.0038,0.0022
329,-0.0019,0.0007,0.0025,-0.0013,0.0004,0.0023,-0.0023,-0.0017,-0.0003,0.0023,-0.0014,0.0011,-0.0011,-0.001,0.0007,0.0011,-0.0021,0.0008,0.0007,-0.0009,-0.0012,-0.0009,-0.0003,-0.0009,-0.0008,-0.0003,0.0002
329,0.0016,-0.0006,0.0008,0.0007,-0.0007,-0.0005,0.0009,0.0026,-0.001,0.0019,0.0026,0.0038,-0.0008,0.0014,0.0007,0.001,-0.0006,0.0008,0.0012,-0.002,0.0044,-0.0018,0.001,0.0018,0.0007,0.001,0.0003
330,-0.0005,0.0019,-0.0014,-0.0008,0.0004,-0.0008,0.0018,-0.0009,-0.0019,0.0017,0.0034,0.0006,-0.0002,0.0004,-0.0015,-0.0025,-0.0006,0.0008,-0.0008,-0.0022,-0.0008,-0.0005,-0.0003,0.0004,0.0007,0.0014,0.001
330,0,0.0028,0,0.0014,0.0001,0.0019,0.0024,0.0038,0.0018,-0.0009,0.0015,0.0007,0.0013,-0.0002,0.0004,0.0022,-0.0008,0.0027,0.0012,0.0003,0.0013,0.0021,-0.0009,0.0013,0.0021,0.0011,0.0015
330,-0.0009,0.0011,0.002,-0.0015,-0.0011,0.0006,0.0014,0.0004,0.0002,0.0006,-0.0024,-0.0006,-0.0011,0.0009,0.0006,-0.0006,-0.0004,-0.0001,-0.0007,0.0024,0.0001,-0.0002,-0.0011,0.0023,-0.0009,-0.0003,0.0001
330,-0.0015,0.0028,0.002,-0.0002,-0.0005,0.0011,0.003,0.0004,-0.0002,0.0008,0.0018,0.0023,-0.0008,0.0021,-0.0003,-0.0001,-0.001,0.0017,0.0012,-0.0002,0.0019,0.0018,0.0007,-0.0017,0.0007,0.0019,0.0003
331,0.0007,0.0006,0.0007,0.0005,0.0009,0.0002,0.004,-0.0017,-0.0029,-0.0005,0.0005,0.0029,0.0009,0.0009,0.0017,0.0011,-0.0018,0.002,0.0003,0.0003,-0.001,-0.0011,-0.0006,-0.0007,0.0003,-0.0011,0.0005
331,-0.0015,0.002,0.0017,0.0009,0.0007,-0.0003,0.0021,0.0018,0.0009,0.0003,0.002,0.002,0.0005,0,-0.0009,0.0012,0.0012,0.0022,0.0004,0.0027,-0.0017,-0.001,0.0021,0.0007,0.0012,0.0039,-0.0012
331,-0.0002,-0.0022,0.0016,0.0014,0.0011,0.0018,-0.0002,0.001,-0.0003,-0.0015,-0.0004,-0.0006,-0.0015,-0.0003,-0.0012,0.0014,-0.0014,0.0022,0.0018,0.0006,-0.0008,0.0014,0.0009,-0.0019,0.0004,-0.0002,0.0013
331,0.0002,0.0002,-0.0007,0.0016,0.0013,0.0009,0.0016,0.0006,0,0.0015,-0.0001,0.0001,0.0014,-0.0016,0.0007,0.0004,0.0016,0.0042,-0.0004,0.0027,0.0008,-0.0003,0.0017,0.0005,0.0006,0.0022,0.0024
331,-0.0038,0.0001,0.0017,-0.0006,0.0001,0.0006,0.0009,0.0011,0.0001,0.0021,0,-0.0004,-0.0016,-0.0005,-0.0011,0.0009,0.0011,0.0012,0.0003,-0.0019,-0.0001,-0.0006,0.0019,-0.0013,-0.0038,-0.0011,-0.0009
332,-0.0009,-0.0017,0.0022,0.0022,0.0004,0.001,0.0026,0.002,-0.0021,0.0027,0,0.0014,0.0015,0,0.001,0,0.0002,0.0011,0.0018,-0.0022,0.0037,0.0028,0.0006,0.0006,0.0007,0.0014,0.0025
332,-0.0007,0.0008,0.0007,0.0032,0.0007,-0.0014,0.0017,-0.0006,0.0015,-0.0003,0.0002,0.0013,-0.0007,-0.0027,0.0006,-0.0034,0.0013,-0.0009,-0.0031,-0.0007,-0.0014,-0.0012,0.0009,0,0.0043,0.0008,0
332,0.0002,0.0011,0.0025,0.0017,0.0025,0.002,0.0007,0.0016,0.0021,0.0021,0.001,0.001,0.0016,0.0015,-0.0003,0.0007,0.001,0.0016,0.0002,-0.0009,-0.0004,0.0009,-0.0008,0.0001,0.0003,0.0025,0
332,-0.0007,0.0003,0.0002,0.0012,0.0014,-0.0001,0.0005,0.0017,0.0011,0.0003,-0.0004,0,-0.001,0.0011,-0.0016,0.0019,0.0004,0.0014,-0.0002,0.0002,-0.0014,-0.0003,-0.0001,-0.001,-0.0003,0.004,-0.0004
332,0.0014,0.0029,0.0018,0.0016,-0.0011,0.0029,0.0025,0.0012,0.0001,0.0026,0.0017,0.0004,-0.0005,-0.0005,0.0014,-0.0011,-0.0026,0.0019,-0.0009,0.0018,0.0011,0.0008,-0.0016,0.0022,-0.0006,0.0011,0.0003
333,-0.0012,-0.0004,-0.001,0.0014,0.0001,0.0033,0.0034,0.0005,0.0007,-0.0018,0,-0.0015,-0.002,0.0011,0.0002,0.002,-0.0017,-0.0013,-0.0016,-0.0005,-0.0003,0.0008,-0.0012,-0.0002,-0.0007,0.0005,0.0017
333,0.0025,0.0036,0.0002,-0.0006,0,0.002,0.0031,-0.0001,0.0008,0.001,0.0023,0.0021,0.0015,-0.0006,0,-0.0011,0.0011,0.0027,-0.0005,-0.0001,0.0005,0.0025,0.0022,0.0018,0.0022,0.0003,0.0032
333,0.0022,0.0008,0.0001,-0.0008,0.0008,-0.0005,0.0004,0.0002,0.001,0.0014,-0.0011,0.0013,0.0003,-0.0016,0.0016,-0.0019,-0.0015,0.0005,0.0005,-0.0001,-0.0027,-0.001,-0.0006,0.0005,-0.0018,0.0005,-0.0003
333,0.0015,0.001,0.0012,0.0023,0.0017,0.0009,0.0016,0.0002,-0.0016,0.0021,0.0042,0.0019,-0.0002,0.0015,0.0013,0.0027,0.0004,0.0013,-0.0011,-0.0009,0.0013,0.001,0.0029,0.0016,0.003,0.0017,0.0019
333,-0.0016,0.0013,0.0011,0.001,0.0028,0.0011,0.0003,-0.0024,-0.0011,-0.0006,-0.0009,-0.0018,0.0003,-0.0003,-0.0023,-0.0018,0.0007,-0.0013,0.0001,-0.0009,-0.0007,0.0009,0.0014,-0.0034,0.0019,0.0032,-0.0017
334,-0.0004,-0.0005,0.0012,0.0004,0.0019,-0.0001,0.0035,0.0001,-0.001,-0.0007,0.0035,0.0022,0.0021,0.0021,0.0006,0.0011,-0.0021,0.0021,-0.0008,0.0003,-0.0005,-0.0012,-0.0013,0.0012,-0.0002,0.0013,0
334,-0.0023,-0.0011,-0.0001,0.0007,-0.0002,0.0011,0.0026,0.0003,-0.0016,0.0016,0.0005,0.0007,-0.0005,-0.0011,0.0008,0.0003,0.001,0.0013,0.0018,-0.0004,-0.0002,0.0005,-0.0001,-0.0027,0.0031,0.0007,0.0001
334,-0.0024,0.0006,0.0024,0.0027,0.0011,0.0008,0.001,-0.0003,0.001,0.0003,0.0019,0.0001,0.0009,0.0014,0.0014,-0.0017,-0.0015,0,0.0018,0.0005,0.0013,0.0005,-0.001,0.0018,0.0006,0.0035,0.003
334,-0.0009,0.0019,-0.0018,0.001,0.0009,0.0006,-0.001,-0.0015,-0.0024,0.0006,0.0016,0.0006,-0.0009,0.0009,-0.0007,0.0013,0.0014,-0.0021,-0.0006,-0.0019,-0.0013,-0.0015,-0.0015,-0.0002,-0.0005,0.0001,0.0008
335,0.003,-0.0004,0.0032,0.0012,0.0001,0.0037,0.0001,0.0017,0.0001,0.0025,0.0032,-0.001,0.0029,0.0033,0.0006,-0.0004,0.0017,-0.0004,0.0025,-0.0016,0.0026,0.0024,0.0013,-0.0003,-0.0015,0.0047,0.0013
335,-0.0022,0.0027,0.0033,0.0008,-0.0014,-0.0003,0.0004,0.0019,0.0011,-0.0013,-0.0003,-0.0005,-0.0024,0.0006,-0.0018,-0.0014,0.0015,-0.0004,0.0021,0.0002,0.0005,-0.0023,-0.0028,-0.0011,-0.0027,0.0004,0.0035
335,0.0008,0.0021,0.0015,0.0038,0.0019,0.003,0.0021,0.0016,0.0029,0.0012,0.0018,0.0025,0.0006,0.0022,0.0015,-0.0017,-0.0016,0.0024,-0.0002,-0.0004,0.0019,0.0014,0.002,-0.0003,0.0035,0,-0.0022
335,-0.0012,-0.0002,0,-0.002,-0.0008,-0.0007,-0.0002,-0.0005,0.0011,0.0009,0.0027,0.0014,-0.0005,0.0021,0.0013,0,0.0013,0.0001,0.0003,-0.0008,-0.0011,0.0012,0.0011,-0.0014,-0.0004,0.0013,0.0016
335,0.0006,0.0014,0.0017,0.0009,0.0002,0.005,0,0.0003,-0.0001,-0.001,0.0012,0.0008,0.0018,0.0018,0.001,0,0.0002,0.003,0.0021,0.0012,0.0022,0.0002,0.0031,-0.0002,-0.0007,0.002,0.0009
336,0.0008,0.0013,-0.0011,0.0008,0.002,0.0013,0.002,-0.0002,-0.0009,0.0015,0.0003,-0.0018,0.0009,-0.0011,-0.0011,0,-0.0002,0.0016,0.0035,-0.0001,-0.0002,-0.0009,0.0013,-0.0014,-0.0014,0.0019,0.0006
336,-0.0018,0.0022,0.0015,0.0028,0.0004,0.0014,-0.0003,0.0004,0.0002,0.0013,0.0013,0.0023,-0.0003,0.0021,0.0002,0.0021,0.0007,0.0036,0.0004,-0.0008,-0.0012,0.0001,0.0013,0.0017,0.0038,-0.0016,0.0017
336,-0.0023,0.0006,-0.0001,0.0043,0.0012,0.0013,0.0007,0.0008,0.0003,0.0012,0.0032,0.0015,-0.0007,-0.0003,-0.0001,0.0006,0.0008,-0.0007,-0.0018,0,0.0004,0.0011,-0.0011,0.0024,0.001,-0.0005,0.0005
336,0.0003,-0.0002,0.0045,0.0007,0.0013,0.0044,0.0022,0,-0.0004,-0.0003,0.0011,0.0032,0.0023,0.0022,0.0013,0.0015,-0.0002,0.0013,-0.0005,-0.0005,0.0028,0.0024,0.001,0.0024,0.0019,0.003,0.0004
336,-0.0011,-0.0013,0.0002,0.0001,0.0012,-0.0002,0.0001,0.0022,0.0005,-0.0016,-0.0004,0.0012,-0.0016,0.0018,-0.0014,-0.0009,-0.0019,0.0009,-0.0021,-0.0011,0.0006,0.0006,-0.0012,0.0007,0.0005,0.0022,0.0004
337,-0.0005,0.0022,0.0033,0.0008,0.0004,0.0023,0.0046,0.0025,0.0013,0.0006,0.0011,0.0006,-0.0021,0.0002,0.0017,0.0027,0.0005,0.0011,0.0011,-0.0004,0.0027,0,-0.001,0.0016,0.0011,0.0014,0.0025
337,0.0028,0.0008,-0.0005,0.0005,0.0006,0.0001,0.0014,-0.0015,0.0001,0.0018,0.0002,0.0032,0.0005,0.0015,0.0004,-0.0014,-0.0009,-0.0009,0.0014,0.0007,-0.0002,0.0017,0.0007,0.0009,0.0009,0.0011,0.0003
337,-0.0007,0.0035,0.0026,0.001,0.0034,-0.0006,0.0021,0.003,0.001,0.0022,0.0029,0.0013,0.0003,0.0022,0.0016,0.0028,0.0028,0.0021,0.0016,0.0016,0.0007,0.0003,0.0019,0.0007,0.0028,0.002,0.0029
337,-0.0029,0.0015,-0.0024,0.0003,0.0005,0.0013,0.001,-0.0012,0.0005,0.0005,0.0003,-0.0003,-0.001,-0.0003,-0.0013,0.0002,-0.0018,0.0012,0.002,0.002,-0.0005,-0.0026,0.0011,-0.0003,0.0003,0.0015,0.0003
338,0.0019,0.0033,0.0006,0.0002,0.0005,-0.0012,0.0014,0.0019,0.0023,0.0006,-0.0001,0,0.0017,-0.0017,0.001,0.0019,-0.0015,-0.0001,0.0029,0.001,0.0009,-0.0012,0.0019,0.0001,0.0004,-0.0007,-0.0009
338,-0.0008,-0.0003,-0.0008,0.0023,-0.0017,-0.0004,0.0017,-0.0009,0.0009,-0.0005,-0.0009,0.0006,-0.0007,-0.001,-0.0025,-0.0019,-0.0018,-0.0037,0.0005,-0.0002,0,-0.0006,-0.001,-0.0005,0.0021,-0.0001,-0.0019
338,0,0.0013,-0.0001,0.0001,0.0004,-0.0003,0.0015,0.0013,-0.0012,0.0026,0.0026,-0.0003,0.0003,0.0009,0.0011,0.0026,-0.0011,-0.0007,0.001,-0.0018,0.0015,0.0008,-0.0001,0.0014,0.0014,0.003,-0.0015
338,-0.0012,0.0013,0,-0.0013,-0.0004,0.0014,0.0027,0.0034,-0.0003,-0.0028,0,0,0.0001,-0.0016,0.0003,-0.0022,0.0004,-0.0006,0.0008,0.0009,0.003,0.0004,-0.0021,-0.0021,0.0014,0.0002,0
338,0.001,0.0023,0.0032,-0.0002,0.003,0.0011,0.0037,0.004,-0.0015,0.0021,0.0035,-0.0012,0.0009,-0.0004,0.0026,0.0016,-0.0006,0,0.0002,0.0013,0.0019,-0.0015,-0.0008,-0.0008,0.0021,-0.0004,0.0017
339,0.0003,0.0003,-0.0006,0.0025,-0.0022,0.0026,-0.0027,0.0014,-0.0011,-0.0022,-0.0001,0.0019,-0.0001,-0.001,-0.0009,-0.0004,-0.0015,-0.0001,-0.0022,0.0009,-0.0015,-0.0002,0.0011,0.0027,0.0014,-0.0004,0.003
339,0.0017,0.0023,0.0023,0.0003,0.0027,-0.0009,0.0028,0.002,0.0033,-0.0009,-0.0007,0.0015,0.0006,0.0026,0.0026,-0.0012,-0.0021,-0.0006,-0.0005,-0.0011,-0.002,0.0013,0.0023,0.0018,0.003,0.0035,0.0017
339,0.0005,0.0011,-0.0004,-0.0011,0.0004,0.0023,0.0001,0.0034,-0.0009,0.001,0.0003,-0.0003,-0.001,-0.0012,-0.0016,0.0002,0.0012,-0.0007,0.0012,0,-0.002,-0.0001,0.0015,-0.0001,0.0004,0.0034,0.0003
339,-0.0015,-0.0018,0.0007,0.0011,0.0021,0.0033,0.0009,0.0016,0.0001,-0.0003,0.0016,-0.0001,0.0003,-0.0017,-0.0014,-0.0001,0.0008,0.0032,0.0001,-0.001,0.0016,0.0019,0.0007,0.0007,0.0005,-0.0016,0.0007
339,0.001,0.0006,-0.0003,0.0002,0.0007,0,0.0003,-0.0011,-0.0021,-0.0006,0.002,-0.0015,0.0019,-0.001,0.0001,0.001,0.0003,0.0015,-0.0032,0.0004,-0.0016,-0.0011,-0.0001,-0.0022,0.0015,0.0001,0.0027
340,0.0015,-0.0005,0.0042,0.0004,0.0032,0.0013,0.0002,0.001,-0.0003,0.0012,0.0025,0.001,0.0002,0.0024,-0.0009,0.0016,-0.0003,-0.0006,0.0018,0.0002,-0.0011,-0.0001,0.0006,0,-0.0002,0.0027,0.0024
340,0,-0.0003,0.0007,0.0011,0,-0.0008,-0.0034,0.0025,0.0004,0,0.0015,0.0001,0.0002,-0.0008,0.0022,-0.0008,-0.0012,0.0002,-0.0008,-0.0006,-0.0005,0.0008,-0.0001,-0.0005,-0.0014,0.0023,0.0007
340,-0.0004,0.0022,0.0021,0.0016,-0.0014,0.0019,0.0007,0,-0.0015,0.0006,0.0016,0.0013,-0.001,-0.0017,-0.0002,-0.0014,0.0022,0.0022,0.0005,0.0021,0.003,0.0004,-0.0017,0.0004,-0.0009,0.0017,-0.0006
340,0.0012,0.0022,-0.002,-0.0002,-0.0001,0.0006,0.0015,-0.0011,-0.0004,0.0004,-0.0018,-0.0018,-0.0009,0.0004,0.001,-0.0007,-0.0025,0.0029,0.0006,-0.0011,0.0009,-0.0023,-0.0009,0.0013,-0.0012,0.0004,0.002
341,-0.0003,0.0001,0.0003,-0.0012,0.0032,0.001,-0.0001,-0.0014,0.0001,-0.0013,0.0002,-0.0006,0,0.0002,0.0017,-0.0017,-0.0002,0.0003,0.0001,-0.0008,0.0041,-0.0002,0.0031,0.001,-0.0006,0.0008,0.0012
341,-0.0032,0.0016,-0.0012,-0.0018,-0.0021,0.0007,-0.001,-0.0027,-0.0017,-0.0009,0.0004,-0.0006,-0.0007,0.0014,-0.0003,0.0018,-0.002,0.0004,-0.003,-0.0008,-0.001,-0.0005,0.001,0.0002,-0.0009,0.0002,0.0048
341,0.0031,0.0008,-0.0005,0.0008,-0.0006,0.0022,0.0015,0.0024,-0.0004,-0.0014,0.0007,0.0023,0.0013,0.0018,0.0006,0.0012,0.0017,0.0002,0.0012,0.0021,0.0023,0.0014,0.0019,0.001,-0.0015,0.0008,0.0011
341,-0.0007,-0.0008,0.0024,0.0006,0.0012,-0.0004,0.0012,-0.0003,0.0012,0.0015,-0.0009,0.0029,-0.0007,-0.0027,-0.0004,-0.0016,-0.0005,0.0019,0.0011,-0.0009,-0.0014,-0.0012,-0.0006,-0.0022,0.0012,0.0002,-0.0003
341,0.0011,0.0019,0.0016,0.0023,0.0014,0.0017,0.0028,-0.0003,0.0019,-0.0001,0.0027,0.0028,-0.0009,-0.0002,0.0016,0.0039,0.0006,-0.0022,-0.0002,0.0021,-0.0002,-0.0005,0.0016,0.0009,0.0001,0.0029,0.0018
342,-0.0019,-0.0007,0.0011,0.0008,0.0006,0.0025,0.0002,-0.0012,0.0012,-0.0026,0.0014,-0.002,-0.0005,0.0012,-0.0013,0.0006,0.0008,-0.0015,-0.0008,-0.0014,-0.0008,0.0011,0.0006,0,0.0005,0.0019,0.0015
342,-0.0009,0.0012,-0.0016,0.0022,0.0015,0.0016,0.0002,0.0013,-0.0022,0.0006,0.0006,0.0016,0,-0.0016,-0.0012,0.0023,-0.0024,0,0.0019,0.0014,0.0007,0.0006,0.0006,0.0004,-0.001,-0.0004,0.0019
342,-0.0001,0.0016,0.0014,0.0007,0.0017,-0.0026,-0.0017,0.0005,-0.0004,0.0006,0.0014,0.0007,-0.0007,-0.0018,0.003,-0.0011,-0.0005,0.0006,-0.0006,-0.0027,-0.0011,0,-0.0031,0.0001,-0.0011,0.0024,0.0014
342,-0.0007,0.0028,0.0023,0.0009,-0.0008,0.0029,0.004,0.0012,0.0008,0.0018,0.002,0.0011,0.0011,-0.0004,0.0012,-0.0004,0.0001,0.0009,0.0021,0.0015,0.0004,-0.0015,0.0013,-0.0005,0.0009,0.002,0.0016
342,-0.0017,0,-0.0009,0.002,0.0016,0.0013,0.0013,0.0006,0,-0.0016,-0.0004,0.0018,0.002,-0.001,0.0011,0.0002,-0.0016,0.0023,0.0016,0,0.0012,0.0002,-0.0001,-0.0002,-0.0006,0.0008,0.0034
343,-0.0002,-0.0039,0.0014,0.0011,-0.0002,0.0028,0.0017,0.0013,0.0011,-0.0003,0.0024,0.0008,-0.0008,0.0012,-0.0008,0.0008,0.0039,0.0011,0.0009,-0.0002,-0.0013,0.0003,0.0022,-0.0021,0.002,-0.0009,0.0022
343,-0.0004,0.0025,0.0008,-0.0018,0.0008,0.0036,0.0019,-0.0026,-0.0028,0.0005,0.0004,0.0008,-0.0008,-0.002,-0.0022,0.0004,-0.0009,0,0.0004,-0.0004,0.0015,0.0029,0.0008,0,-0.0011,0.0011,-0.0011
343,0.0016,0.0018,-0.0015,-0.0006,0.0028,0.0008,0.0017,0,-0.0009,0.0008,0.0015,0.0016,0.0003,0.0037,0.0002,0.003,-0.0008,0.0025,0.0016,-0.0007,0.0015,-0.0007,0.0011,0.0005,0.0005,0.0013,0.002
343,-0.0018,0.0005,0.0022,0.0035,0.0001,0.0014,0.0019,0.0017,0.0011,0.0015,0.0005,-0.0007,-0.0012,-0.0007,-0.0003,0.0008,-0.0021,0.0012,0.0006,-0.0015,-0.0002,-0.0012,-0.0015,-0.0003,-0.0031,0.0017,0.0008
344,0.0003,0.0013,0.0009,0.0003,0.0006,0.0019,0.0033,0.0023,0.0009,0.0002,0.0022,0.0026,-0.001,-0.0004,-0.0007,0.0017,0.0031,0.0025,-0.001,0.0004,0.0017,0.0004,0.0021,0.0001,-0.0008,0.0011,0
344,-0.0014,-0.0008,-0.0005,-0.0003,0.0008,-0.0031,0.001,0.0012,-0.0024,-0.0009,0.002,0,-0.0002,-0.0002,0.0002,-0.0026,-0.0001,0.0012,-0.0015,0.0003,0.0017,-0.0007,-0.0012,-0.003,-0.003,0.0002,0.0003
344,0.0013,0.0031,-0.0016,0.001,-0.0003,0.0009,0.0004,-0.0015,-0.0022,0.0002,0.0036,0.0017,0.0037,0.0031,0.0008,0.0025,0.0009,0.0009,0.0026,0.0009,-0.0011,0.0007,0.0019,0.0022,-0.0013,0.0036,0.0002
344,-0.0025,0.0023,-0.0025,0.0013,-0.0005,0.0025,0.0001,-0.0003,0.0007,0.0025,0.0003,0.0002,-0.0004,0.001,-0.0002,-0.0025,0.0019,-0.0017,-0.001,0.001,-0.0026,-0.0004,-0.0025,-0.0012,-0.0011,0.0008,0.0041
344,-0.0006,0.0001,-0.001,0.0029,0.0008,0.0033,0.0008,-0.0008,-0.0012,-0.0013,-0.0007,-0.0008,0.0002,0.0012,0.0004,0.0002,0.0031,-0.001,0.0005,0,0.0016,-0.0003,0.0022,-0.0004,0.001,0,0.0007
345,-0.0026,0.0025,0.0024,-0.0018,0.0008,0.0033,-0.0004,-0.0008,-0.0007,0.0018,-0.0012,0.0027,-0.0008,-0.0002,-0.0009,-0.0014,-0.0003,-0.0018,0.0006,0.0009,-0.0009,0.0011,-0.0022,0.0015,0.0006,0.0011,-0.0006
345,0.0002,0.0003,0.0019,0.001,0.0019,0.0003,0.0028,0.0018,-0.0006,0.0016,0.0003,-0.0004,0.0012,-0.0008,0.0004,0.0002,0.0009,0.0026,0.0006,0.0003,-0.0011,-0.0001,0.0007,0.0019,0.0015,0.0039,0.0045
345,-0.0019,0.0016,0.0018,-0.0014,0.0007,0.0008,0.0016,0,-0.0004,-0.0015,-0.002,-0.0009,0.0008,-0.0007,-0.0015,-0.0001,-0.0022,0.0025,0.0015,-0.0019,-0.0018,-0.0015,-0.0009,0.0031,-0.0003,-0.0008,0.0021
345,-0.002,0.0003,0.0023,0.0001,0.0024,-0.0001,0.0024,0.0017,-0.0014,0.0011,0.0007,0.0003,-0.0007,0.001,-0.0001,0.0026,0.0006,0.0014,0.0017,0.0009,0.0017,0.0008,0.0001,0.0018,0.0015,0.0017,0.0019
345,0.0013,0.0001,-0.0002,-0.0014,-0.0009,-0.001,0.0009,-0.0009,-0.0003,-0.0001,-0.0003,-0.0014,-0.0003,0.0002,0.0002,-0.0011,-0.0017,0.0011,0.0011,-0.0013,-0.0018,-0.0016,-0.0008,-0.0009,-0.0006,0.0025,-0.0022
346,0.0029,0,0.0002,0.0004,0.0028,0.0032,-0.0001,0.0003,0.0016,0.0028,-0.0008,0.0029,0.0006,0.0007,0.0006,0.0001,-0.0026,-0.0003,0.0033,0.0006,0.0024,0.001,-0.0005,0.0003,0.0001,0.0007,-0.001
346,-0.0006,0.0032,0.0002,-0.0007,0.0001,0.0008,0.001,0.0002,0.0003,0.0011,-0.0003,0.0008,-0.001,0.0004,0.0002,0.001,-0.0006,0.0022,-0.0013,-0.0001,0.0011,-0.0011,0.0015,-0.0002,-0.0002,0.0018,0.0016
346,0.0005,0.0045,0.0014,0.001,-0.001,0.0031,0.0007,0.0007,0.0015,0.0022,0.0014,0.0011,0.001,-0.001,-0.0007,0.0025,0.0005,0.0031,0.0042,-0.001,0.0026,-0.0007,0.0031,0.0011,0.0025,0.0032,0.0035
346,0.0021,-0.0017,0,0.0012,-0.0011,-0.0005,0.0016,0.0017,-0.0036,0.0004,0.0004,0.001,0.0018,0.0007,0.0012,-0.0003,0.0012,-0.0008,0.0012,-0.0012,-0.0012,-0.0008,-0.0002,0.0004,0.0012,0.0016,0.0003
347,-0.001,-0.0008,0.0034,0.0018,0.0007,0.0002,0.0026,0.0025,-0.0012,-0.0002,-0.001,0.0031,0.0011,-0.0004,0.0015,0.0011,-0.0007,0.0012,0.0008,-0.0001,0.0011,0.0022,-0.0009,-0.0006,0.0003,0.0028,0.0013
347,-0.0005,0,0.0009,-0.0005,-0.0008,-0.0006,0.0015,0.0001,-0.0017,0.0009,0.0006,0.0023,0.0012,0.0012,-0.0016,-0.002,-0.0011,-0.0048,-0.0014,-0.0012,-0.0026,-0.0014,0.0019,-0.0013,-0.0006,0.0017,0.0008
347,0.0011,0.0013,0.0022,0.0014,-0.0008,0.0023,0.0046,-0.0003,0.001,-0.0031,-0.0018,0.0019,0.001,0.0012,-0.0003,-0.0003,0.0007,0,0.0013,-0.0007,0.001,0.001,-0.0031,-0.0003,-0.0003,0.0016,0.0011
347,-0.0024,0.0002,0.0019,0,0.002,0.0001,0.0006,-0.0007,-0.0009,-0.0003,-0.0015,-0.0014,-0.0006,0.0011,0.0001,-0.0015,-0.0004,-0.0024,0.0005,-0.0002,-0.0007,-0.0003,0.0014,0.0004,-0.0016,0.0022,-0.0003
347,-0.0006,-0.0003,0.0023,-0.0007,0.0027,0.002,0.002,0.0021,0.0005,0.0014,-0.0009,0.0014,0.0017,0.001,-0.0008,0.0012,0.0022,-0.001,0.0005,-0.0001,-0.0007,0.0022,-0.001,-0.0005,0.0006,0.0015,0.0007
348,-0.0049,0.0014,0.0005,0.0015,0.0016,0.0015,-0.0009,-0.0004,-0.0014,0.0023,0.0007,0.0015,0.0013,0.0016,-0.0013,-0.0001,-0.0022,0.0001,0.0025,-0.0001,0.0024,-0.0013,0.0011,0.0003,-0.0009,0.0005,0.0022
348,0.0008,0.0007,0.0024,0.0022,0.0003,0,0.0019,0.002,-0.0006,0.0008,0.0026,0.0008,-0.001,0.0015,0.0023,-0.0001,-0.0014,0.0014,-0.0008,-0.0011,0.0016,0.0046,0.001,0.0018,0.0025,0.0025,0.0009
348,0.0003,-0.0017,0.0003,0.001,-0.0023,-0.0005,0.0021,0.001,0.0005,-0.0002,-0.0003,0,0.0018,-0.0001,0.0014,0.0001,-0.0008,-0.001,0.0004,-0.002,-0.0001,0.001,-0.0015,0.0003,-0.0003,-0.0005,0.0006
