Wavelength,Amber 595-600nm,Blue 460-470nm,"Cool White 10,000-15,000K",Cyan 490nm,Deep Red 660nm,Far Red 730nm,Full Spectrum 380-840nm,Green 520-525nm,Infrared 850nm,Infrared 940nm,Natural White 4000 - 4500K,Orange 600-605nm,Red 620-625nm,Royal Blue 440nm,UV 365nm,UV 370nm,UV 375nm,UV 380nm,UV 385nm,UV 395nm,UV 400nm,UV 405nm,UV 410nm,UV 425nm,Warm White 3000 - 3500K,White 6000 - 6500K,Yellow 590-595nm
849,0.0022,0.0008,0.001,0.0014,0.002,0.0001,0.004,0.0019,0.1736,-0.0004,0.0011,0.0032,-0.0001,0.001,0.0013,0.0022,-0.0005,-0.0003,0.0013,0.0015,0,-0.0005,0.0006,0.0031,0.0009,0.0033,0.0008
850,-0.0001,-0.0004,0.0026,-0.002,0.0002,0.0006,0.0027,-0.0005,0.1701,-0.0006,0.0006,-0.0003,-0.0011,0.0006,0.0003,-0.0019,0.0019,-0.0026,-0.0003,-0.0016,0.0005,-0.001,-0.0022,0.0006,-0.0027,-0.0011,-0.0003
850,-0.0019,0.0006,0.0026,-0.0028,0.0006,0.0029,0.0051,-0.0004,0.1698,0.0034,-0.0016,0.0026,0.0014,0.0019,0.0017,-0.0003,0.0016,0.0011,0.0021,0.0006,-0.0008,-0.0003,0.0014,-0.0007,-0.0002,0.0021,0.0014
850,-0.0004,-0.0013,-0.0017,-0.0004,-0.0008,0.0037,0.0018,-0.0004,0.1738,0.0002,-0.0016,-0.001,-0.0039,-0.0012,0.0009,-0.0004,0.0001,0.0004,-0.0027,-0.0031,-0.0003,-0.0025,-0.0004,-0.0018,-0.0012,0.0008,0
850,-0.0005,0.0019,-0.0012,-0.0002,-0.0025,0.0037,0.0043,0.0004,0.1751,0.0018,0.0005,0.0039,0.0016,0.0027,-0.0019,-0.0011,-0.0012,0.0006,0.0012,-0.0013,0.0002,-0.0005,0.0014,0.0004,0.0013,-0.0003,0.0014
851,-0.0033,-0.0008,0.001,-0.0006,0.0026,0.0023,0.0031,0.0004,0.1792,0.0014,0.0007,0.0003,-0.0005,-0.002,-0.0015,-0.002,0.0005,-0.0033,0.0006,0.0001,-0.0002,0.0014,-0.0006,0.001,0.0012,0.0022,0.0014
851,0.0014,-0.0003,0.0008,0.0016,0.0047,0.0029,0.0037,0.0006,0.1772,0.0001,0.0021,0.0007,-0.003,-0.0019,0.0008,0.0001,0.002,0.0019,-0.0006,0,0.0021,-0.0013,-0.0004,-0.0002,-0.0002,-0.0015,0.0011
851,-0.0014,0.0016,-0.0002,0.0006,-0.0007,-0.0003,0.0031,0.0017,0.1875,-0.002,0.0013,-0.0012,-0.0011,0.0005,0.0014,0.0007,-0.0002,0.0012,-0.0022,-0.0005,-0.0015,-0.0023,-0.0007,-0.0028,0.0013,0.0001,0.0015
851,-0.0029,0.001,0.0019,-0.0016,0.0019,0.0023,0.0058,0.001,0.1836,0.0007,0.0025,0.0026,0.0002,0.0005,0.001,0.0002,0.0014,0.0015,0.0004,-0.0007,0.0011,0.0016,-0.0009,0.0003,0.001,0.0014,0.0024
852,-0.0033,-0.0027,-0.0006,-0.0012,0.0013,0.0023,0.0042,-0.0002,0.1885,-0.0009,-0.002,-0.0003,0.0017,0.0027,-0.0018,0.0009,-0.0004,-0.0004,-0.0006,-0.0021,0.0008,0.001,-0.0018,-0.0018,0.002,0.0017,0.0006
852,0.0023,-0.0025,0.0013,0.0007,-0.0005,0.0025,0.0046,0.0007,0.1896,0.0037,-0.0005,-0.0006,0.0036,-0.0002,-0.0006,0.0023,0.002,-0.0012,0.0031,0.0016,-0.0018,0.0008,0.0002,0.0003,-0.0005,0.0027,0.002
852,0.0007,-0.0008,0.0006,0,-0.0017,0.001,0.0055,0.0013,0.1893,0.0008,0.0001,-0.0002,-0.0017,-0.0001,-0.0025,-0.0008,-0.0019,-0.0016,-0.0003,-0.0046,-0.0017,0.0016,0.0016,-0.0043,-0.0014,-0.0009,0.0006
852,-0.001,-0.0002,0.0017,0.0007,0.0026,0.0013,0.0051,0,0.1911,0.0002,0.0038,0.002,-0.0004,0.0007,-0.0006,0.0004,0.0006,-0.0009,0.0017,0.0003,-0.0011,0.0012,-0.0034,-0.0001,0.0013,0.0016,0.0037
853,-0.0005,-0.0022,0.0006,-0.0006,-0.0014,0.0002,0.0018,0.0001,0.1991,0,0.0011,-0.0013,-0.0005,-0.0024,-0.0009,-0.0025,0.0007,-0.0011,-0.0011,0.0003,-0.0003,-0.0008,0.0009,0,-0.0019,0.0021,0.0002
853,0.0005,0.0003,0.0045,0.0031,0.0012,0.0003,0.0072,0.0031,0.196,0.0033,0.001,0.0011,0.0008,0.0019,-0.0008,0.0004,-0.0004,-0.0015,0.0044,-0.002,-0.0011,0.0002,0.0007,-0.0002,0.0009,0.001,0.0006
853,0.0001,0,-0.0001,0.0013,0.0002,0.0035,0.001,0,0.2013,0.0006,-0.0008,-0.0008,0,-0.0011,-0.0015,-0.0012,-0.0005,0.0008,0.0011,-0.0009,-0.0013,0.0013,0.0005,-0.0017,-0.0008,0.003,0.0006
853,0.0014,0.0001,0.0018,0.0002,0.0009,0.0004,0.0079,0.0026,0.2048,0.0018,0.0015,0.0017,0.0003,-0.0001,0.0002,0.002,0.001,-0.0016,0.0019,0.0017,-0.0002,0.0006,-0.0002,0.0019,0.0009,0.0018,0.0016
854,-0.0004,-0.0005,0.0006,0.0011,0.0006,0.0008,0.0016,-0.001,0.2031,0,0.0004,0.0001,-0.0055,-0.0014,-0.0005,0.0013,0.0019,0.0011,-0.0019,-0.0005,-0.0031,-0.0003,-0.0006,0.0005,0.0024,-0.0002,0.0044
854,0.0037,0.001,0.002,0.0002,0.0027,-0.0008,0.0065,0.0018,0.2034,0.0012,0.0026,0.0029,0,-0.0003,-0.0003,0.0014,-0.0006,-0.0003,-0.0014,0.0003,0,-0.001,0.0025,0.0004,0.0008,0.0026,0.0033
854,0.0008,0.0013,0.0026,-0.0002,0.0007,0.0017,0.002,0.0011,0.2123,0.0005,0.0026,0.0013,0.0011,0,-0.0014,-0.0028,-0.0005,0.0009,-0.0014,0.0003,-0.001,0.0015,0,-0.0014,0,0.0026,0.001
854,-0.0029,0.0001,-0.0013,-0.0012,0.0026,0.0005,0.0026,-0.0005,0.207,0.0012,0.0017,0.0025,-0.0005,0.0002,0.0003,-0.0017,-0.0011,0.0011,0,-0.0012,0.0007,-0.001,-0.0016,-0.0008,0.0031,-0.0002,0.0029
854,-0.0013,-0.001,0.0009,-0.0016,0.0008,0,0.0019,0.0002,0.2127,0.0008,0.0028,0.0001,0.0002,-0.0028,-0.0002,-0.0031,-0.0037,0.0019,0.0007,-0.0013,0.0003,0.0001,0.0001,0.0004,0.0006,-0.0014,-0.0013
855,0.002,0.0005,0.0025,0.0012,0.002,0.0022,0.0048,0,0.2149,0.0022,0.001,0.0007,0.0024,0.0016,0.001,0.0003,0.0005,0.0006,0.0016,0.0013,0.0017,0.0005,0.0007,0.0001,0.0012,0.0035,0.0016
855,-0.0015,0.0006,-0.0033,0.0019,0.0023,0.001,0.0035,-0.0003,0.2205,0.0013,-0.0011,0.001,0.0007,-0.0007,0.0014,-0.0032,-0.0006,-0.001,-0.0015,0.0004,-0.0008,-0.0015,-0.0014,-0.0023,0.0001,-0.0004,0.0026
855,-0.0006,-0.0002,0.0025,0.0053,0.0007,0.0017,0.0046,0.0018,0.22,0.0024,0.0002,0.0011,-0.0001,0.0013,-0.0006,-0.0014,-0.0018,0,-0.0002,-0.0005,0.0001,-0.0004,0.0019,-0.0006,0,0.0004,0.0003
855,-0.0007,-0.0001,0,-0.0007,-0.0016,0.0022,0.0024,0.0014,0.2279,-0.0004,-0.0007,-0.0004,-0.0004,0.0011,-0.0004,0.0005,-0.0006,-0.0004,-0.0002,-0.0009,-0.001,0.0024,-0.0022,0.0004,0.0031,0.003,-0.0004
856,-0.0006,0.0006,0.001,0.0035,0.0024,0.0031,0.0041,0.002,0.2287,0.0002,-0.0012,0.0038,0.0016,0.0024,0.0002,0.0014,-0.0008,0.0008,0.0012,-0.0018,0.0005,-0.0001,0.0009,0.0006,0.0028,0.0011,0
856,0.0025,-0.0001,-0.0002,-0.0008,-0.0001,0.0009,0.0037,-0.0008,0.2276,0.001,0.0001,0.001,0.0008,-0.0031,-0.0015,-0.0014,-0.0003,0.0016,0.001,-0.0004,-0.0005,0,0.0032,-0.0011,0.0008,0.0007,0.0027
856,-0.0015,-0.0004,0.0043,0.002,-0.0002,0.0011,0.0043,-0.0001,0.2289,0.0028,-0.0009,0.0002,0.0021,-0.0002,0,0.001,0.0011,0.0005,0.0013,-0.002,0,-0.0006,0.0015,-0.0009,0.0025,0.0007,0.0003
856,0.0004,0.0004,-0.0007,0.0014,0.0012,0.001,0.0027,-0.0031,0.2292,0.0024,0.001,0.0032,-0.0019,-0.0003,-0.0008,-0.0015,-0.0014,-0.0012,0.0007,0.0006,0.0007,0.0005,-0.0016,-0.0012,0.0024,0.0005,-0.0012
857,-0.0001,0,0,0.0005,0.0023,0.0017,0.004,0.002,0.2312,0.0014,0.0012,0.0013,0.0012,-0.0011,0.0004,0.0018,0.0007,0.0006,0.0017,0.0004,0.0037,0.0012,-0.0001,0.0001,0.0009,-0.0012,0.0022
857,-0.0007,-0.0005,0.0013,0.0005,0.0038,-0.0002,0.0052,-0.0001,0.2396,0.0019,0.0002,0.0005,-0.0009,0.0028,0,0.0011,-0.0012,0.0019,-0.0014,-0.0014,0,-0.0025,-0.0002,-0.0014,0.0002,0.004,0.0009
857,0.0008,0.0001,0.0035,-0.0006,0.0019,0.0055,0.0038,0.0022,0.2325,0.0007,0.0034,-0.002,-0.001,0.0012,-0.0011,0.0003,0.0003,0.0003,0.0045,-0.0001,0.0007,0.0006,0,-0.0002,0.0028,0.0026,0.0049
857,-0.0005,0.0013,-0.0012,-0.0003,0.0002,0.0028,0.0028,0.0006,0.2402,0.0025,0.0029,0.0019,-0.0009,-0.0029,0.0018,0.0002,-0.0002,0.0002,-0.0027,-0.0003,0,-0.0006,-0.0016,0.0021,0.0012,0.0007,-0.0002
858,-0.0009,0.0018,0.0027,0.0007,0.0037,0.0024,0.0021,0.0013,0.2417,0.0029,0.0004,0.0004,0.0021,0.0005,0.0002,0.0006,-0.0024,0.0018,0.0007,-0.0001,0.0008,0.0002,0,0.0007,0.0029,0.0025,0
858,-0.0002,-0.0017,0.0012,-0.0005,0.001,-0.0008,0.0031,-0.0015,0.2495,0.0006,0.002,0,0.0009,-0.002,-0.0009,-0.0004,-0.0019,0.0015,-0.0004,-0.0017,0.0008,-0.0012,-0.0011,-0.0005,0.0012,0.0011,0
858,-0.0018,0.0011,0.0015,0.0014,0.0013,0.0026,0.0032,0.0012,0.2435,0.0026,-0.0013,0.0029,0.0018,0.0001,0.0003,0.0028,-0.0012,-0.0009,0.0038,-0.0011,0.0011,0.0014,-0.0021,0.0003,0.0005,0.0023,0.002
858,0.0027,-0.0005,0.0003,-0.0004,-0.0018,0.0031,0.0018,-0.0006,0.2498,0.0038,0.0004,0.0003,-0.0014,-0.0003,-0.001,-0.0009,-0.0007,-0.0024,0.0016,-0.0007,0.0012,-0.0006,-0.0028,0.0001,-0.0002,0.0008,0.0033
859,-0.0012,0.0014,-0.0003,-0.0005,0.0032,0.0013,0.0021,0.0013,0.2515,0.001,0.0015,0.002,-0.0004,-0.0041,0.0007,-0.002,0.0024,-0.0019,0.0002,0.0004,0,0.0013,-0.0004,-0.0003,0.0035,0.0007,0.0019
859,-0.0007,-0.0003,-0.0026,-0.0005,0.0004,0.0018,0.002,-0.0004,0.2528,0.0009,-0.0005,-0.0013,-0.0019,-0.0001,0.0002,0.0002,-0.0003,0.0012,-0.0007,-0.003,-0.0003,0.0015,-0.0007,0.0005,-0.0018,-0.0018,0
859,-0.0015,0.0014,0.0009,0.0002,0.001,0.0006,0.0029,0.0004,0.2559,0.0025,0.0015,0.0007,0.0012,0.001,0.0003,0.0008,0.0015,0.0003,0.0006,-0.0004,0.0018,-0.0015,0.0011,-0.0001,0.0003,0.002,0
859,0.0002,-0.0025,-0.0006,0.0011,-0.0004,0.0022,-0.0002,-0.0017,0.2566,0.0021,0.0013,0.0015,0.0005,-0.0023,0.0001,0.0001,-0.0015,-0.0002,-0.0025,-0.0001,-0.0005,-0.0008,-0.0002,-0.0022,0.0011,0.0004,-0.0012
860,-0.0001,0.0023,0.0028,0.0011,0.0019,0.0025,0.0023,-0.0017,0.259,0.0018,-0.0014,0.0017,0.0016,0.0013,0.0001,-0.0007,0.0015,0.0015,0.0008,0.001,-0.0017,0.0002,-0.0008,-0.0005,0.0014,0.0002,0.0027
860,0.0006,-0.0005,-0.0006,0.0011,0.0011,0.0008,0.0012,0.0003,0.2614,0.0024,-0.0005,-0.0004,0.0001,-0.0011,-0.0023,-0.0001,-0.0007,-0.0006,-0.0008,0.0021,-0.0017,-0.0005,-0.0026,-0.0013,0.0009,-0.0013,0.001
860,-0.0009,0.0014,0.0025,0.0018,0.0014,0.0013,0.0027,-0.0002,0.2571,0.0033,0.0017,0.0022,0.0008,-0.0017,0.0017,-0.0002,-0.0023,-0.0001,0.0003,0.0004,0.0003,0.0007,0.0029,0.0008,0.0003,-0.0014,0.0006
860,-0.0014,-0.0003,0.0001,0.003,-0.0005,0.0002,0.0019,-0.0007,0.263,0.0024,-0.0016,0.0004,-0.0009,-0.0011,0.0001,-0.0003,0.0002,-0.0003,0.0007,-0.0017,0,0.0003,-0.001,0.0013,-0.0013,0.0015,-0.0013
860,0.0009,0.0008,0.0005,0.0016,0.0032,0.0017,0.0037,0.0012,0.2589,0.0017,0.0015,0.0003,0,0.0024,0.0008,-0.0014,0.0007,0.0012,0.0002,-0.0006,0.0008,-0.0012,0.0025,0.0008,0.001,0.0004,0.0033
861,-0.0019,-0.0006,0.0005,-0.0001,-0.0004,0.0006,0.0018,0.0012,0.2612,-0.0024,-0.002,0.0009,0,0.0005,0.0007,-0.0005,-0.0018,-0.0007,-0.0009,-0.0013,0.0001,-0.0001,-0.0027,-0.0011,-0.0022,0.0013,-0.0008
861,0.0003,0.0018,0.0011,0.0008,0.0033,0.0019,0.0025,-0.0005,0.2618,0.0011,0.0033,0.0003,0.0003,0.0011,-0.0005,0.0022,-0.0008,-0.0029,-0.0001,-0.0006,-0.0014,0.0017,0.0007,-0.0008,-0.001,0.0022,0.0015
861,0.0005,-0.0022,-0.0013,0.0002,-0.0002,0,0.0018,0.0015,0.2629,0.0016,-0.0008,-0.0008,0.0011,-0.0018,-0.0005,0.0007,-0.0014,0.0005,0.0007,0.0002,-0.0006,-0.0004,-0.0012,-0.0017,0.0022,0.0006,0.0014
861,-0.0014,-0.0005,-0.0006,0.0006,0,-0.0002,0.0025,0.0027,0.2595,0.0023,0.0027,0.0014,0.0008,-0.0006,0.0016,-0.0025,0.0007,0.0006,0.0007,0.0015,-0.0001,-0.0007,0.0002,0.0028,0.0001,0.0006,0.0006
862,-0.0025,0.0013,0.002,0.0008,-0.0003,0.0007,0.0024,-0.0011,0.2613,0.0011,0.001,0.0008,-0.0005,-0.0008,0.0001,-0.0026,-0.0025,-0.0003,-0.002,-0.0015,-0.0007,0.0013,0.0012,-0.001,0.0001,0.0006,0.002
862,0.0024,-0.0028,0.0017,0.0005,0.0001,0.0004,0.0028,-0.0016,0.26,0.0031,-0.0007,-0.0014,0.002,0.0018,-0.0004,-0.0008,0.0005,0.0018,0.0002,0.0012,0.0006,0.0001,0,-0.0003,0.0016,0.0036,-0.0001
862,-0.001,-0.0025,-0.0003,0.0006,0.0003,0.001,0.0019,-0.0003,0.2599,0.0024,0.001,-0.0006,0.0002,-0.002,-0.0011,-0.0008,-0.002,-0.0006,-0.0002,-0.0018,0.0002,-0.0019,-0.0002,-0.0012,-0.0012,0.0018,0.0006
862,-0.0016,-0.0009,0.002,0.0014,0.0023,0.0028,0.0031,0.0001,0.2616,0.0042,0.0006,0.0028,-0.0002,0,0.0006,-0.0011,0.001,0.0006,0.0014,0.0007,0.0002,-0.0016,-0.0004,0.0004,0.003,0.0023,0.0017
863,-0.0025,0.0009,-0.0007,-0.0022,0.0008,0.0006,0.0019,-0.0012,0.2593,0.0008,0.0012,-0.0007,-0.0005,-0.0005,-0.0002,0.0009,-0.0018,-0.0012,0.0015,-0.0017,-0.0017,-0.0018,0.0004,-0.0027,0.0009,0.0005,0.0029
863,0,0.0014,0.0005,0.0004,-0.0002,0.0035,0.0032,0.0017,0.2623,0.0026,0.0014,0.0003,0.0023,0.0005,0.0005,0.002,-0.002,0.0007,0,0.0024,0.0007,-0.0004,-0.0014,-0.0019,-0.0016,-0.0002,0.0001
863,0.0006,0.0017,-0.0011,0.002,0.0016,0.001,0.0011,-0.0011,0.2581,0.002,-0.0006,0.0003,0.0003,0.0009,0.0011,-0.0023,-0.0027,0.0008,-0.0015,0.0021,-0.0022,-0.0005,-0.0014,0.0024,0.0012,0.0025,-0.0015
863,0.0017,0,0.0014,-0.0002,0.0004,0.0019,0.0021,0.0031,0.2576,0.0044,0.0012,0.0025,-0.0006,-0.0023,0.0029,0.0011,0.0007,0.0003,0.0001,0.0007,0.0012,-0.0007,-0.0002,0.0012,0.0002,0.0011,0.0044
864,-0.0019,-0.0027,0.0012,-0.0012,0,0.0006,0,-0.0029,0.26,0.0034,-0.0026,-0.0016,0.001,0.0015,-0.0009,-0.0006,-0.0003,0.0005,-0.0015,0,0.0006,-0.0014,0.0004,-0.0038,-0.0021,-0.0005,0.0029
864,-0.0012,0.0016,0.0021,-0.0006,0.0023,0.0016,0.0042,-0.0009,0.2598,0.0015,0.0023,0.0011,0.0011,0,-0.0007,-0.0007,-0.0002,0.0018,0,0.0009,-0.0007,-0.0005,0.0002,0.0015,-0.0001,0.0026,0.0011
864,-0.0018,0.0014,0.0015,0.0001,0.001,0.0022,0.0025,0.0031,0.254,0.0027,-0.0002,0.0007,0.0003,-0.0009,-0.0002,-0.0048,-0.0011,-0.0015,0.0018,0.0001,-0.0011,-0.0018,-0.0031,-0.0004,-0.0001,0.0008,0.0006
864,0.0005,0.0001,-0.0001,0.001,0.0012,0.0046,0.0037,0.0001,0.2537,0.0023,0.0004,0.0035,-0.0003,0.0018,-0.0015,-0.0002,0.0017,0.0006,0.0027,0.003,-0.0006,-0.0017,0.001,0.0003,0.0024,0.0002,0.0009
865,0.0002,0.0005,0.0005,0.0017,0.0008,0.001,0.0023,-0.0002,0.2506,0.0005,-0.0003,0.0003,-0.0005,-0.0016,-0.0023,0.0021,-0.0002,-0.0008,-0.0015,-0.0001,-0.0001,-0.0005,0.0002,-0.0014,-0.0016,0.0016,0.0015
865,0.0013,0.0017,0.0017,0.0007,0.0033,0.0019,0.0027,-0.0002,0.2474,0.0048,0.0014,-0.0002,0.0005,0.0012,0.0003,0.0012,0.0001,0.0018,0,0.0001,0.001,0.0002,0.0004,0.0013,0.0003,0.0012,0.0002
865,-0.0007,0.0017,0.002,0.0018,-0.0007,-0.0001,0.0025,-0.0009,0.251,0.0029,0.0008,0.0014,-0.0001,-0.0012,-0.0033,-0.0014,0.0016,-0.0005,-0.0001,0.0002,0,0.0009,-0.0037,-0.0024,-0.0027,0.0023,0.0003
865,-0.0005,0.0015,0.0007,-0.0013,0.0016,0.001,0.0016,-0.0007,0.2462,0.0038,-0.0004,-0.0002,0.0001,0.0005,-0.0009,-0.0009,-0.0003,0.0009,0.0024,0.0014,0.0007,-0.0001,-0.0013,0.0012,0.0023,0.0008,0.0025
866,-0.0008,0.0001,-0.0007,-0.0009,0.0003,0.0036,0.0027,0.0018,0.2361,0.0022,-0.0007,-0.0018,-0.0014,0.0011,-0.0008,0.0003,-0.0011,-0.0004,-0.0021,-0.0023,0.0001,-0.0015,-0.0013,0.0009,-0.0015,0.0001,-0.0006
866,-0.0015,0.0017,0.0028,0.0028,0.0041,0.0011,0.0015,-0.0004,0.2347,0.0008,-0.0011,-0.0004,0.0007,-0.0026,0.001,0.0015,0.0012,0.0023,-0.0005,-0.0007,0.0011,0.0018,-0.0012,0.0002,0.0015,0.0016,-0.0017
866,0.0016,-0.0006,0.004,0.001,-0.0014,0.0004,0.0025,-0.0003,0.2399,0.0021,-0.0001,-0.0009,-0.0001,-0.0012,0.0006,0.0013,-0.0013,0,-0.0027,-0.0006,0.0006,-0.001,0.0003,-0.0019,-0.0021,0,-0.0005
866,0.0022,0.0007,0.0034,0.0025,0.0025,0.003,0.004,0.0008,0.24,0.0043,0.0014,0.0008,0.0002,-0.0019,0.0009,0.0005,0.0016,-0.0009,-0.0007,0.0021,-0.0011,-0.0021,0.0016,0.0001,-0.0005,0.0036,0.0048
866,-0.0015,0.0008,0.0017,0.0013,0.0029,0.0003,0.002,0.0012,0.2346,0.0033,-0.0033,-0.0021,0,-0.0026,-0.0006,-0.0006,0.0003,0.0031,-0.0006,-0.0007,-0.0026,-0.0019,-0.0004,-0.0015,-0.0008,0.001,-0.0003
867,-0.0003,0.0007,0.0033,0.0008,0.0006,0.0014,0.0048,0.0025,0.226,0.0028,-0.0003,0.0023,-0.0001,-0.001,0.0018,-0.0007,0.0001,-0.0001,-0.0001,0.0012,0.0001,0.0034,-0.0011,-0.0012,0,0.001,0.0027
867,-0.001,0,-0.0012,0.0005,0.0024,0.0006,0.0035,-0.0026,0.2259,0.002,0.0014,-0.0005,-0.0001,-0.0013,0.0014,-0.0026,-0.0003,-0.002,-0.001,0.0001,-0.0022,-0.0018,0,-0.0005,0.0005,0.0006,0.0023
867,0.0008,0.0025,0.0032,0,0.0023,-0.0017,0.0034,0.0017,0.2164,0.0039,0.0037,-0.0003,0.0009,-0.0016,-0.0004,0.002,0.0009,0.0018,-0.0014,-0.0038,-0.0003,0.0017,0.0012,0.0006,-0.0002,0.002,-0.0015
867,-0.0046,0.0006,0.0006,-0.0005,-0.0017,0.0004,0.0009,-0.0017,0.2145,0.0019,0.0004,0.0013,0.0011,-0.0016,-0.0015,0.0005,0,-0.0023,-0.0024,-0.0015,-0.0008,-0.0037,-0.0024,-0.0024,0.0009,0.0015,-0.0004
868,0.0001,0.0012,0.0021,0.0014,0.002,-0.0008,0.0031,0,0.216,0.0065,-0.0004,0.0024,0.0015,-0.0005,0.0004,0.0011,0.0005,0.0025,0.0013,0.0004,-0.001,0.0012,0.0013,0.0018,0.0012,0.0017,0.0023
868,-0.0019,0.0022,0.0011,0.0001,0.0017,0.0045,0.0034,0.0015,0.211,0.002,0.0029,0.0009,-0.0017,-0.0024,0.0001,0.0017,0.0011,0.0012,0.0016,0.0006,-0.0014,-0.0003,-0.0003,-0.0011,0.0005,0.003,0.0014
868,0.0002,0.0006,0.0031,-0.0022,0.003,0.0025,0.0033,-0.0002,0.2094,0.0041,0.0024,0.0014,-0.0007,0.0003,-0.0003,0.0001,-0.0006,0.0016,0.0001,0.0022,0.0023,-0.0018,-0.0005,-0.0014,-0.0021,-0.0013,0.0032
868,0.0002,0,0.0003,-0.0024,-0.0005,0.0009,0.0018,0,0.2037,0.0018,0.0017,-0.0007,-0.0022,-0.0005,-0.0014,-0.0009,-0.0011,0.0013,-0.0018,-0.0011,-0.0021,-0.0015,-0.001,-0.0016,-0.0002,0.0009,0
869,-0.0001,0.0016,0.0015,0.002,0.0012,0.0042,0.0031,-0.0013,0.1975,0.0034,0,0.0035,-0.0005,0.0001,0.0011,-0.0004,0.0036,-0.0004,0.0008,0.0023,0,0.0001,0.0005,-0.0005,0.0013,0.0053,-0.0007
869,-0.0017,0.0002,0.0017,0.0013,0.0014,0.0022,0.0016,-0.0005,0.193,0.001,-0.001,-0.0031,0.0003,-0.0002,0.0001,0.0004,-0.0002,-0.0004,0.0012,-0.0005,-0.0014,-0.0012,-0.0004,-0.0012,0.0007,-0.0003,0.0014
869,0.0006,-0.0008,0.0004,0.0008,0.0014,-0.0013,0.0044,-0.0018,0.1917,0.0064,0.0018,0.0028,0.0013,-0.0017,-0.0005,0.0025,-0.0001,0.0016,-0.0008,-0.0008,0.0011,-0.001,-0.0026,0.0002,-0.0004,0,0.0047
869,-0.0013,-0.0017,0.0005,0.0001,0.0027,-0.0004,0.0006,-0.0004,0.1831,0.0014,0.0001,0.0024,0.0003,-0.0011,0.0008,-0.0013,-0.0017,-0.0003,0.0006,-0.0012,-0.0014,-0.0018,-0.002,-0.0015,-0.0004,-0.0018,-0.003
870,0.0007,0.0013,0,-0.0016,0.0004,0.0027,0.0024,-0.0007,0.1832,0.0043,0.0013,0.001,0.0018,-0.0009,-0.0016,0.0009,0.0006,0.0001,0.0004,-0.0001,-0.0004,-0.0007,0.0007,0.0016,-0.0014,0.0016,0.003
870,-0.0005,-0.0007,-0.0001,0.002,0.0021,0.0004,0.0014,0.0001,0.1791,0.0003,0.0008,0.0013,-0.0009,0.0005,-0.0021,-0.0017,0.0011,0.0006,-0.0016,-0.0018,-0.0019,0.0008,-0.0005,0.0021,0.0009,0.0027,-0.0019
870,-0.0002,0.0009,0.0012,0.0035,0.0014,0.0011,0.0029,0.0019,0.1733,0.0033,0,0.0017,0.0012,0.0011,0.002,0.0001,0.0008,0.0018,0.0025,0.0018,0.001,0.0005,0.0007,0.0018,0.0009,0.0011,-0.0001
870,-0.0007,-0.0021,0.0022,0.0008,0.002,0,0.0024,-0.0005,0.1628,0.0018,0.0014,0,-0.0022,-0.0013,0.0013,0.0007,0.0006,-0.0009,0.0009,0.0016,-0.0016,-0.001,0.0018,0.0006,0.0012,-0.0011,0.0025
871,-0.0024,-0.0009,0.0002,0.0001,0.0021,0.0013,0.0033,0.001,0.16,0.0038,0.0018,-0.0008,-0.0019,-0.0011,0.0028,-0.0005,-0.0002,0.0001,0.001,0.0012,0.003,0.0003,-0.0014,-0.0006,-0.0005,-0.0014,0.0026
871,-0.0006,0.0006,0.0014,-0.0018,0,0.0021,0.0028,-0.0001,0.1616,0.0041,0.002,0.0008,-0.0033,0.0007,0.0004,0.0004,-0.001,-0.0016,-0.0011,-0.0022,-0.0015,-0.0016,-0.0017,-0.0012,-0.0002,0.0024,-0.0012
871,0,-0.0008,0.0012,0.0008,0.0025,0.0029,0.0034,0.0013,0.1613,0.005,-0.0001,0.003,0.002,0.0002,0.0006,-0.0023,0.0003,-0.0013,-0.0002,-0.0001,0.0014,0.0011,0,-0.0006,-0.0012,0.001,0.0019
871,-0.0025,-0.0009,-0.0021,0.0001,-0.0007,0.0006,0.0007,0.0006,0.1538,0.0046,0.0007,0.0028,0.0011,-0.0028,0.0003,-0.0027,-0.001,-0.0004,-0.0024,-0.0013,-0.0008,0.0014,-0.0001,-0.0009,0.0002,0.0017,0.0005
872,-0.001,0.0021,0,-0.0005,0.0021,0.0027,0.0015,-0.0002,0.1508,0.0054,0.0019,0.0007,-0.0004,0.0009,0.0013,-0.0003,-0.0003,0.0021,0.0017,0.0009,-0.0015,0.0002,-0.0006,-0.0013,0.0039,0.002,0.0014
872,0.0001,-0.0011,0.0015,0.0003,0.0016,0.0004,0.0025,0.0004,0.1444,0,0.0018,0.001,-0.0009,-0.0001,-0.0018,0.0005,0,-0.0005,-0.0012,0.0008,-0.0003,-0.0004,0,0,-0.0019,0.0025,-0.0018
872,-0.0009,0.0007,0.0017,0.0008,0.0028,0.0019,0.0024,0.0007,0.1413,0.0052,-0.0001,0.0024,0.0026,0.0027,0.0011,-0.0002,-0.0018,0.0017,-0.0032,0,0.0014,0.0019,-0.001,0.0011,0.0009,0.0022,0.0013
872,0.0004,-0.0022,0.0011,0.0026,0.001,0.003,0.0025,0.0004,0.132,0.0051,0,0.0014,-0.0027,-0.0014,-0.0001,-0.0011,0.0005,-0.0001,0.0009,-0.0003,-0.0006,-0.0008,-0.0018,-0.0012,0.0029,-0.0002,0.0019
