Wavelength,Tungsten Bulb Raw,Tungsten Bulb Covered
704,0.8555,0.8358
704,0.8520,0.8282
705,0.8622,0.8315
705,0.8523,0.8188
705,0.8482,0.8340
705,0.8612,0.8296
706,0.8671,0.8325
706,0.8592,0.8415
706,0.8508,0.8312
706,0.8590,0.8325
707,0.8588,0.8349
707,0.8485,0.8384
707,0.8569,0.8423
707,0.8633,0.8334
707,0.8687,0.8412
708,0.8692,0.8298
708,0.8622,0.8444
708,0.8683,0.8347
708,0.8680,0.8429
709,0.8649,0.8408
709,0.8713,0.8529
709,0.8723,0.8432
709,0.8636,0.8535
710,0.8742,0.8481
710,0.8784,0.8479
710,0.8746,0.8542
710,0.8820,0.8526
711,0.8658,0.8521
711,0.8698,0.8579
711,0.8704,0.8460
711,0.8763,0.8570
711,0.8787,0.8533
712,0.8756,0.8575
712,0.8739,0.8590
712,0.8904,0.8594
712,0.8803,0.8547
713,0.8852,0.8677
713,0.8838,0.8701
713,0.8806,0.8601
713,0.8841,0.8610
714,0.8907,0.8599
714,0.8873,0.8624
714,0.8756,0.8502
714,0.8800,0.8527
715,0.8940,0.8746
715,0.8861,0.8570
715,0.8879,0.8625
715,0.8841,0.8582
715,0.8861,0.8623
716,0.8757,0.8530
716,0.8915,0.8635
716,0.8895,0.8667
716,0.8875,0.8667
717,0.8764,0.8722
717,0.8914,0.8646
717,0.8851,0.8515
717,0.8815,0.8682
718,0.8814,0.8582
718,0.8833,0.8552
718,0.8811,0.8641
718,0.8742,0.8633
718,0.8871,0.8566
719,0.8833,0.8701
719,0.8806,0.8592
719,0.8862,0.8613
719,0.8865,0.8584
720,0.8809,0.8567
720,0.8796,0.8596
720,0.8965,0.8672
720,0.8802,0.8596
721,0.8776,0.8619
721,0.8924,0.8588
721,0.8791,0.8623
721,0.8898,0.8654
722,0.8861,0.8484
722,0.8764,0.8607
722,0.8835,0.8640
722,0.8790,0.8494
722,0.8810,0.8549
723,0.8788,0.8479
723,0.8707,0.8524
723,0.8709,0.8488
723,0.8800,0.8598
724,0.8759,0.8492
724,0.8859,0.8610
724,0.8731,0.8563
724,0.8724,0.8555
725,0.8756,0.8474
725,0.8809,0.8657
725,0.8750,0.8625
725,0.8645,0.8501
726,0.8740,0.8553
726,0.8674,0.8564
726,0.8671,0.8515
726,0.8710,0.8648
726,0.8780,0.8559
727,0.8649,0.8587
727,0.8808,0.8423
727,0.8716,0.8583
727,0.8885,0.8610
728,0.8876,0.8549
728,0.8777,0.8569
728,0.8835,0.8514
728,0.8806,0.8541
729,0.8979,0.8549
729,0.8728,0.8561
729,0.8744,0.8667
729,0.8730,0.8520
730,0.8784,0.8683
730,0.8715,0.8609
730,0.8831,0.8687
730,0.8773,0.8610
730,0.8890,0.8731
731,0.8806,0.8640
731,0.8759,0.8675
731,0.8726,0.8654
731,0.8808,0.8682
732,0.8940,0.8629
732,0.8931,0.8749
732,0.8853,0.8553
732,0.8943,0.8772
733,0.8952,0.8590
733,0.8924,0.8718
733,0.8857,0.8744
733,0.8922,0.8731
734,0.8776,0.8671
734,0.8867,0.8742
734,0.8889,0.8684
734,0.8979,0.8686
734,0.8792,0.8696
735,0.8921,0.8685
735,0.8880,0.8733
735,0.9089,0.8704
735,0.8894,0.8731
736,0.8936,0.8732
736,0.8845,0.8775
736,0.9042,0.8826
736,0.8934,0.8679
737,0.9005,0.8736
737,0.8946,0.8797
737,0.9004,0.8761
737,0.8954,0.8771
738,0.9033,0.8815
738,0.9030,0.8837
738,0.8992,0.8960
738,0.9048,0.8776
738,0.9127,0.8859
739,0.9092,0.8869
739,0.9041,0.8779
739,0.9029,0.8755
739,0.9198,0.8939
740,0.8925,0.8874
740,0.9078,0.8850
740,0.9014,0.8774
740,0.8989,0.8782
741,0.9018,0.8897
741,0.9100,0.8958
741,0.9025,0.8861
741,0.9181,0.8838
742,0.9121,0.8889
742,0.9028,0.8861
742,0.9029,0.8937
742,0.8919,0.9007
742,0.8961,0.8829
743,0.9094,0.8985
743,0.9011,0.8951
743,0.9129,0.8880
743,0.9003,0.8865
744,0.9107,0.8924
744,0.9218,0.8856
744,0.9125,0.8756
744,0.9015,0.8780
745,0.9069,0.8940
745,0.8946,0.8819
745,0.9167,0.8866
745,0.9055,0.8777
746,0.9081,0.8959
746,0.9063,0.8802
746,0.9092,0.8942
746,0.8892,0.8820
746,0.9113,0.8825
747,0.8983,0.8890
747,0.9024,0.8730
747,0.8908,0.8754
747,0.8968,0.8885
748,0.9032,0.8835
748,0.9012,0.8865
748,0.8940,0.8856
748,0.9015,0.8826
749,0.8985,0.8821
749,0.9016,0.8827
749,0.8922,0.8563
749,0.9027,0.8755
750,0.8911,0.8819
750,0.8912,0.8843
750,0.8820,0.8795
750,0.8976,0.8790
750,0.8956,0.8835
751,0.8926,0.8670
751,0.8888,0.8665
751,0.8886,0.8862
751,0.9011,0.8785
752,0.8901,0.8785
752,0.8887,0.8758
752,0.8833,0.8706
752,0.8909,0.8701
753,0.8947,0.8759
753,0.8883,0.8809
753,0.8891,0.8904
753,0.9010,0.8744
754,0.8945,0.8825
754,0.8938,0.8739
754,0.9006,0.8739
754,0.8803,0.8809
755,0.8899,0.8763
755,0.8863,0.8714
755,0.8894,0.8831
755,0.8925,0.8715
755,0.8964,0.8772
756,0.8840,0.8741
756,0.8955,0.8801
756,0.8983,0.8709
756,0.8864,0.8705
757,0.8908,0.8709
757,0.8841,0.8759
757,0.9052,0.8767
757,0.9057,0.8556
758,0.8935,0.8810
758,0.8843,0.8721
758,0.8955,0.8776
758,0.8961,0.8750
759,0.8983,0.8630
759,0.8917,0.8665
759,0.9043,0.8745
759,0.8848,0.8701
759,0.8932,0.8758
760,0.8911,0.8804
760,0.8938,0.8782
760,0.8916,0.8726
760,0.8964,0.8678
761,0.8846,0.8826
761,0.8931,0.8692
761,0.8871,0.8754
761,0.9044,0.8783
762,0.8796,0.8695
762,0.8893,0.8748
762,0.8871,0.8609
762,0.8900,0.8693
763,0.8770,0.8737
763,0.9005,0.8775
763,0.8941,0.8722
763,0.8943,0.8796
763,0.8871,0.8649
764,0.8982,0.8775
764,0.8902,0.8776
764,0.8902,0.8758
764,0.8830,0.8756
765,0.8850,0.8715
765,0.8849,0.8725
765,0.8885,0.8785
765,0.8982,0.8823
766,0.8982,0.8716
766,0.8929,0.8698
766,0.8928,0.8801
766,0.8872,0.8776
767,0.9020,0.8810
767,0.8861,0.8736
767,0.9051,0.8817
767,0.8920,0.8856
768,0.8925,0.8798
768,0.8940,0.8697
768,0.8978,0.8824
768,0.8852,0.8728
768,0.9032,0.8837
769,0.8958,0.8723
769,0.9100,0.8921
769,0.9006,0.8861
769,0.8904,0.8831
770,0.8852,0.8875
770,0.8993,0.8900
770,0.8937,0.8823
770,0.9015,0.8879
771,0.9002,0.8832
771,0.8998,0.8948
771,0.8918,0.8778
771,0.9109,0.8864
772,0.9075,0.8853
772,0.9010,0.8937
772,0.9033,0.8864
772,0.8981,0.8876
772,0.8941,0.8980
773,0.9015,0.8933
773,0.8938,0.8886
773,0.9127,0.8892
773,0.8991,0.8838
774,0.9149,0.8952
774,0.9023,0.8879
774,0.9074,0.8892
774,0.8965,0.8871
775,0.9044,0.8915
775,0.8922,0.8927
775,0.9086,0.8880
775,0.8923,0.8867
776,0.8967,0.8897
776,0.8947,0.8801
776,0.9031,0.8887
776,0.9017,0.8780
777,0.8981,0.8977
777,0.8942,0.8834
777,0.9054,0.8839
777,0.9005,0.8816
777,0.9002,0.8853
778,0.8998,0.8862
778,0.9024,0.8810
778,0.8905,0.8938
778,0.9022,0.8730
779,0.8960,0.8770
779,0.9048,0.8880
779,0.8923,0.8737
779,0.8999,0.8891
780,0.8886,0.8850
780,0.9007,0.8916
780,0.8913,0.8761
780,0.8927,0.8827
781,0.8931,0.8882
781,0.9006,0.8822
781,0.8828,0.8859
781,0.8821,0.8770
781,0.8886,0.8626
782,0.9024,0.8746
782,0.8917,0.8716
782,0.9032,0.8819
782,0.8833,0.8770
783,0.8861,0.8674
783,0.8825,0.8721
783,0.8812,0.8697
783,0.8881,0.8692
784,0.8883,0.8692
784,0.8753,0.8651
784,0.8886,0.8631
784,0.8865,0.8699
785,0.8820,0.8665
785,0.8870,0.8749
785,0.8847,0.8686
785,0.8769,0.8661
786,0.8895,0.8688
786,0.8781,0.8609
786,0.8864,0.8662
786,0.8844,0.8668
786,0.8850,0.8746
787,0.8824,0.8645
787,0.8795,0.8817
787,0.8765,0.8593
787,0.8856,0.8636
788,0.8776,0.8509
788,0.8803,0.8654
788,0.8747,0.8532
788,0.8729,0.8659
789,0.8771,0.8507
789,0.8818,0.8597
789,0.8765,0.8564
789,0.8727,0.8616
790,0.8683,0.8626
790,0.8729,0.8515
790,0.8697,0.8594
790,0.8784,0.8574
790,0.8711,0.8588
791,0.8800,0.8503
791,0.8640,0.8592
791,0.8739,0.8549
791,0.8718,0.8544
792,0.8758,0.8575
792,0.8620,0.8490
792,0.8683,0.8544
792,0.8721,0.8532
793,0.8684,0.8457
793,0.8578,0.8509
793,0.8697,0.8504
793,0.8745,0.8533
794,0.8726,0.8604
794,0.8706,0.8488
794,0.8670,0.8539
794,0.8686,0.8424
795,0.8714,0.8486
795,0.8551,0.8564
795,0.8623,0.8553
795,0.8637,0.8547
795,0.8769,0.8560
796,0.8680,0.8506
796,0.8552,0.8577
796,0.8626,0.8500
796,0.8662,0.8570
797,0.8614,0.8497
797,0.8662,0.8580
797,0.8649,0.8542
797,0.8649,0.8487
798,0.8624,0.8475
798,0.8581,0.8545
798,0.8649,0.8443
798,0.8713,0.8561
799,0.8623,0.8495
799,0.8629,0.8536
799,0.8636,0.8438
799,0.8644,0.8586
800,0.8606,0.8523
800,0.8683,0.8579
800,0.8537,0.8423
800,0.8566,0.8505
800,0.8739,0.8577
801,0.8628,0.8559
801,0.8563,0.8443
801,0.8603,0.8521
801,0.8491,0.8440
802,0.8736,0.8574
802,0.8537,0.8425
802,0.8602,0.8480
802,0.8494,0.8523
803,0.8592,0.8538
803,0.8505,0.8476
803,0.8666,0.8403
803,0.8606,0.8458
804,0.8569,0.8476
804,0.8577,0.8366
804,0.8553,0.8418
804,0.8481,0.8365
805,0.8626,0.8483
805,0.8560,0.8297
805,0.8585,0.8466
805,0.8570,0.8457
805,0.8580,0.8452
806,0.8578,0.8475
806,0.8473,0.8388
806,0.8623,0.8447
806,0.8529,0.8497
807,0.8534,0.8344
807,0.8530,0.8440
807,0.8601,0.8428
807,0.8474,0.8328
808,0.8426,0.8293
808,0.8556,0.8417
808,0.8578,0.8361
808,0.8608,0.8387
809,0.8538,0.8437
809,0.8475,0.8496
809,0.8436,0.8348
809,0.8541,0.8257
810,0.8517,0.8403
810,0.8364,0.8399
810,0.8375,0.8364
810,0.8483,0.8279
810,0.8478,0.8169
811,0.8476,0.8392
811,0.8348,0.8296
811,0.8354,0.8248
811,0.8467,0.8159
812,0.8441,0.8214
812,0.8426,0.8234
812,0.8354,0.8268
812,0.8280,0.8283
813,0.8404,0.8212
813,0.8292,0.8153
813,0.8340,0.8262
813,0.8324,0.8248
814,0.8380,0.8195
814,0.8273,0.8140
814,0.8303,0.8138
814,0.8333,0.8104
815,0.8263,0.8122
815,0.8177,0.8070
815,0.8338,0.8226
815,0.8184,0.8154
815,0.8247,0.7987
816,0.8201,0.8015
816,0.8196,0.7998
816,0.8168,0.7980
816,0.8173,0.7983
817,0.8231,0.8007
817,0.8127,0.7948
817,0.8142,0.7976
817,0.8068,0.7982
818,0.8106,0.7958
818,0.8073,0.7949
818,0.8086,0.7916
818,0.8032,0.7958
819,0.8102,0.7930
819,0.8008,0.7950
819,0.7989,0.8010
819,0.7967,0.7931
820,0.8016,0.7810
820,0.7985,0.7784
820,0.8025,0.7812
820,0.8004,0.7895
820,0.8048,0.7814
821,0.7861,0.7728
821,0.7987,0.7787
821,0.7912,0.7868
821,0.7907,0.7750
822,0.7817,0.7785
822,0.7879,0.7812
822,0.7935,0.7693
822,0.7796,0.7776
823,0.7753,0.7647
823,0.7888,0.7794
823,0.7859,0.7723
823,0.7836,0.7864
824,0.7895,0.7634
824,0.7854,0.7757
824,0.7846,0.7684
824,0.7748,0.7631
825,0.7838,0.7709
825,0.7775,0.7646
825,0.7773,0.7630
825,0.7819,0.7690
826,0.7750,0.7673
826,0.7913,0.7664
826,0.7737,0.7725
826,0.7709,0.7655
826,0.7673,0.7584
827,0.7763,0.7635
827,0.7851,0.7689
827,0.7641,0.7682
827,0.7699,0.7631
828,0.7753,0.7566
828,0.7733,0.7568
828,0.7624,0.7545
828,0.7598,0.7533
829,0.7856,0.7636
829,0.7619,0.7466
829,0.7671,0.7560
829,0.7614,0.7449
830,0.7619,0.7501
830,0.7576,0.7469
830,0.7667,0.7638
830,0.7596,0.7603
831,0.7754,0.7568
831,0.7566,0.7536
831,0.7535,0.7616
831,0.7567,0.7380
831,0.7725,0.7506
832,0.7537,0.7527
832,0.7702,0.7532
832,0.7656,0.7529
832,0.7687,0.7541
833,0.7581,0.7527
833,0.7665,0.7538
833,0.7569,0.7438
833,0.7590,0.7507
834,0.7617,0.7435
834,0.7680,0.7503
834,0.7533,0.7485
834,0.7594,0.7503
835,0.7584,0.7480
835,0.7687,0.7508
835,0.7532,0.7488
835,0.7565,0.7533
836,0.7671,0.7558
836,0.7670,0.7512
836,0.7598,0.7429
836,0.7712,0.7569
837,0.7606,0.7542
837,0.7678,0.7404
837,0.7567,0.7458
837,0.7536,0.7504
837,0.7556,0.7482
838,0.7630,0.7518
838,0.7576,0.7514
838,0.7659,0.7534
838,0.7597,0.7532
839,0.7666,0.7489
839,0.7590,0.7503
839,0.7674,0.7494
839,0.7533,0.7502
840,0.7629,0.7627
840,0.7592,0.7476
840,0.7705,0.7455
840,0.7695,0.7529
841,0.7696,0.7614
841,0.7606,0.7502
841,0.7617,0.7500
841,0.7606,0.7425
842,0.7606,0.7417
842,0.7672,0.7518
842,0.7632,0.7557
842,0.7666,0.7533
842,0.7664,0.7598
843,0.7649,0.7549
843,0.7610,0.7610
843,0.7556,0.7528
843,0.7625,0.7583
844,0.7703,0.7563
844,0.7693,0.7526
844,0.7533,0.7636
844,0.7654,0.7536
845,0.7582,0.7464
845,0.7635,0.7569
845,0.7604,0.7539
845,0.7660,0.7577
846,0.7475,0.7444
846,0.7695,0.7518
846,0.7575,0.7545
846,0.7580,0.7511
847,0.7497,0.7474
847,0.7674,0.7539
847,0.7637,0.7368
847,0.7650,0.7536
848,0.7603,0.7500
848,0.7589,0.7453
848,0.7631,0.7537
848,0.7502,0.7467
848,0.7586,0.7462
849,0.7667,0.7495
849,0.7560,0.7431
849,0.7681,0.7546
849,0.7573,0.7392
850,0.7639,0.7462
850,0.7634,0.7468
850,0.7695,0.7490
850,0.7587,0.7396
851,0.7595,0.7504
851,0.7543,0.7389
851,0.7658,0.7506
851,0.7479,0.7512
852,0.7590,0.7437
852,0.7475,0.7384
852,0.7586,0.7488
852,0.7497,0.7409
853,0.7547,0.7468
853,0.7565,0.7390
853,0.7505,0.7394
853,0.7580,0.7462
854,0.7566,0.7406
854,0.7568,0.7291
854,0.7535,0.7311
854,0.7544,0.7409
854,0.7506,0.7480
855,0.7522,0.7328
855,0.7482,0.7399
855,0.7506,0.7441
855,0.7448,0.7370
856,0.7563,0.7324
856,0.7516,0.7412
856,0.7423,0.7329
856,0.7467,0.7278
857,0.7483,0.7387
857,0.7360,0.7335
857,0.7495,0.7349
857,0.7432,0.7457
858,0.7428,0.7384
858,0.7449,0.7307
858,0.7455,0.7332
858,0.7435,0.7419
859,0.7350,0.7276
859,0.7338,0.7323
859,0.7359,0.7330
859,0.7329,0.7384
860,0.7399,0.7305
860,0.7342,0.7121
860,0.7251,0.7217
860,0.7330,0.7195
860,0.7284,0.7145
861,0.7298,0.7223
861,0.7200,0.7116
861,0.7256,0.7165
861,0.7246,0.7019
862,0.7202,0.7189
862,0.7277,0.7006
862,0.7188,0.7121
862,0.7172,0.7065
863,0.7257,0.7076
863,0.7204,0.6998
863,0.7137,0.7042
863,0.7204,0.6944
864,0.7135,0.6903
864,0.7109,0.6885
864,0.7159,0.7004
864,0.7004,0.6901
865,0.7061,0.6943
865,0.7079,0.6926
865,0.7142,0.6922
865,0.7031,0.6862
866,0.7039,0.6904
866,0.7031,0.6798
866,0.7043,0.6829
866,0.6918,0.6863
866,0.6977,0.6844
867,0.6794,0.6702
867,0.6917,0.6837
867,0.6852,0.6827
867,0.6912,0.6768
868,0.6908,0.6737
868,0.6888,0.6808
868,0.6865,0.6687
868,0.6919,0.6761
869,0.6876,0.6699
869,0.6884,0.6770
869,0.6800,0.6643
869,0.6858,0.6654
870,0.6720,0.6645
870,0.6877,0.6686
870,0.6853,0.6677
870,0.6815,0.6618
871,0.6777,0.6631
871,0.6826,0.6610
871,0.6830,0.6628
871,0.6837,0.6608
872,0.6690,0.6517
872,0.6705,0.6635
872,0.6783,0.6562
872,0.6744,0.6594
872,0.6839,0.6561
873,0.6799,0.6583
873,0.6735,0.6503
873,0.6777,0.6578
873,0.6814,0.6615
874,0.6801,0.6586
874,0.6705,0.6560
874,0.6758,0.6543
874,0.6789,0.6549
875,0.6725,0.6546
875,0.6710,0.6542
875,0.6792,0.6499
875,0.6678,0.6448
876,0.6838,0.6486
876,0.6666,0.6387
876,0.6779,0.6509
876,0.6634,0.6468
877,0.6760,0.6539
877,0.6730,0.6437
877,0.6698,0.6460
877,0.6772,0.6519
878,0.6703,0.6488
878,0.6613,0.6423
878,0.6711,0.6522
878,0.6711,0.6499
878,0.6712,0.6448
879,0.6696,0.6526
879,0.6792,0.6540
879,0.6699,0.6514
879,0.6656,0.6412
880,0.6678,0.6519
880,0.6615,0.6472
880,0.6747,0.6435
880,0.6814,0.6397
881,0.6711,0.6482
881,0.6624,0.6382
881,0.6735,0.6450
881,0.6687,0.6491
882,0.6745,0.6428
882,0.6706,0.6485
882,0.6801,0.6483
882,0.6685,0.6321
883,0.6714,0.6465
883,0.6705,0.6482
883,0.6694,0.6493
883,0.6785,0.6522
884,0.6845,0.6520
884,0.6717,0.6400
884,0.6664,0.6616
884,0.6742,0.6516
885,0.6821,0.6473
885,0.6690,0.6499
885,0.6843,0.6607
885,0.6801,0.6466
885,0.6790,0.6448
886,0.6721,0.6509
886,0.6778,0.6527
886,0.6684,0.6531
886,0.6612,0.6564
887,0.6624,0.6575
887,0.6805,0.6635
887,0.6818,0.6542
887,0.6660,0.6551
888,0.6753,0.6525
888,0.6795,0.6612
888,0.6669,0.6548
888,0.6761,0.6667
889,0.6672,0.6481
889,0.6712,0.6597
889,0.6694,0.6519
889,0.6770,0.6556
890,0.6648,0.6584
890,0.6709,0.6595
890,0.6706,0.6509
890,0.6682,0.6595
891,0.6685,0.6502
891,0.6627,0.6705
891,0.6687,0.6630
891,0.6739,0.6555
891,0.6787,0.6524
892,0.6707,0.6585
892,0.6688,0.6512
892,0.6733,0.6726
892,0.6804,0.6493
893,0.6655,0.6681
893,0.6690,0.6587
893,0.6756,0.6628
893,0.6717,0.6614
894,0.6693,0.6521
894,0.6729,0.6523
894,0.6747,0.6629
894,0.6676,0.6588
895,0.6779,0.6589
895,0.6626,0.6498
895,0.6673,0.6562
895,0.6673,0.6569
896,0.6736,0.6608
896,0.6565,0.6433
896,0.6627,0.6435
896,0.6616,0.6508
897,0.6597,0.6548
897,0.6634,0.6554
897,0.6635,0.6472
897,0.6596,0.6573
898,0.6590,0.6455
898,0.6594,0.6559
898,0.6479,0.6540
898,0.6628,0.6409
898,0.6633,0.6556
899,0.6573,0.6475
899,0.6637,0.6505
899,0.6517,0.6412
899,0.6569,0.6473
900,0.6705,0.6480
900,0.6657,0.6486
900,0.6562,0.6404
900,0.6628,0.6453
901,0.6543,0.6443
901,0.6643,0.6449
901,0.6428,0.6457
901,0.6572,0.6385
902,0.6546,0.6438
902,0.6525,0.6394
902,0.6579,0.6372
902,0.6455,0.6317
903,0.6476,0.6323
903,0.6546,0.6393
903,0.6447,0.6376
903,0.6531,0.6420
904,0.6466,0.6339
904,0.6455,0.6357
904,0.6461,0.6398
904,0.6451,0.6358
905,0.6461,0.6327
905,0.6512,0.6387
905,0.6326,0.6354
905,0.6390,0.6298
905,0.6374,0.6237
906,0.6387,0.6388
906,0.6425,0.6284
906,0.6331,0.6341
906,0.6338,0.6282
907,0.6341,0.6341
907,0.6512,0.6257
907,0.6402,0.6319
907,0.6484,0.6261
908,0.6380,0.6316
908,0.6408,0.6245
908,0.6391,0.6302
908,0.6353,0.6196
909,0.6311,0.6175
909,0.6367,0.6133
909,0.6386,0.6184
909,0.6300,0.6220
910,0.6335,0.6151
910,0.6226,0.6135
910,0.6300,0.6244
910,0.6332,0.6263
911,0.6352,0.6250
911,0.6290,0.6168
911,0.6273,0.6156
911,0.6285,0.6178
912,0.6222,0.6136
912,0.6220,0.6131
912,0.6326,0.6202
912,0.6188,0.6064
912,0.6215,0.6091
913,0.6207,0.6073
913,0.6247,0.6067
913,0.6196,0.6104
913,0.6350,0.6123
914,0.6161,0.6074
914,0.6267,0.6077
914,0.6212,0.6088
914,0.6188,0.6081
915,0.6117,0.5975
915,0.6193,0.6068
915,0.6116,0.6092
915,0.6114,0.5924
916,0.6048,0.5957
916,0.6117,0.6024
916,0.6111,0.5937
916,0.6083,0.5916
917,0.6034,0.5935
917,0.6083,0.6033
917,0.6127,0.5922
917,0.6102,0.5935
918,0.5983,0.5852
918,0.6105,0.5984
918,0.5995,0.5918
918,0.6023,0.5869
919,0.5925,0.5832
919,0.6078,0.5925
919,0.6004,0.5902
919,0.5973,0.5800
920,0.5958,0.5850
920,0.5971,0.5818
920,0.5936,0.5811
920,0.5939,0.5815
920,0.5838,0.5780
921,0.5894,0.5833
921,0.5870,0.5694
921,0.5932,0.5714
921,0.5782,0.5641
922,0.5898,0.5691
922,0.5776,0.5672
922,0.5819,0.5676
922,0.5889,0.5668
923,0.5839,0.5674
923,0.5850,0.5702
923,0.5830,0.5675
923,0.5819,0.5644
924,0.5819,0.5693
924,0.5847,0.5750
924,0.5835,0.5768
924,0.5776,0.5579
925,0.5875,0.5671
925,0.5779,0.5640
925,0.5806,0.5653
925,0.5746,0.5577
926,0.5798,0.5600
926,0.5643,0.5607
926,0.5680,0.5674
926,0.5658,0.5521
927,0.5677,0.5603
927,0.5687,0.5532
927,0.5656,0.5623
927,0.5571,0.5504
927,0.5705,0.5386
928,0.5626,0.5504
928,0.5565,0.5461
928,0.5588,0.5345
928,0.5606,0.5502
929,0.5512,0.5407
929,0.5517,0.5377
929,0.5504,0.5401
929,0.5496,0.5413
930,0.5410,0.5329
930,0.5515,0.5363
930,0.5540,0.5401
930,0.5450,0.5326
931,0.5511,0.5293
931,0.5433,0.5372
931,0.5455,0.5305
931,0.5443,0.5352
932,0.5397,0.5325
932,0.5298,0.5259
932,0.5337,0.5235
932,0.5358,0.5228
933,0.5369,0.5255
933,0.5382,0.5185
933,0.5313,0.5204
933,0.5247,0.5229
934,0.5218,0.5177
934,0.5332,0.5168
934,0.5308,0.5128
934,0.5286,0.5078
935,0.5273,0.5151
935,0.5260,0.5161
935,0.5198,0.5019
935,0.5148,0.5092
935,0.5202,0.5030
936,0.5143,0.5000
936,0.5127,0.5050
936,0.5119,0.4955
936,0.5114,0.4976
937,0.5136,0.5004
937,0.5097,0.4914
937,0.4990,0.4892
937,0.4941,0.4810
938,0.4995,0.4870
938,0.4977,0.4845
938,0.4940,0.4855
938,0.4830,0.4762
939,0.4842,0.4773
939,0.4803,0.4735
939,0.4749,0.4661
939,0.4731,0.4602
940,0.4728,0.4575
940,0.4615,0.4574
940,0.4565,0.4498
940,0.4474,0.4527
941,0.4552,0.4424
941,0.4496,0.4349
941,0.4460,0.4313
941,0.4452,0.4341
942,0.4438,0.4312
942,0.4339,0.4310
942,0.4360,0.4224
942,0.4319,0.4215
943,0.4208,0.4143
943,0.4188,0.4203
943,0.4107,0.4039
943,0.4036,0.4000
943,0.4157,0.3966
944,0.4107,0.3957
944,0.4056,0.3970
944,0.4040,0.3905
944,0.3979,0.3925
945,0.3992,0.3934
945,0.3930,0.3925
945,0.3931,0.3872
945,0.3872,0.3831
946,0.3901,0.3818
946,0.3910,0.3684
946,0.3902,0.3827
946,0.3860,0.3774
947,0.3856,0.3819
947,0.3786,0.3654
947,0.3758,0.3754
947,0.3800,0.3741
948,0.3828,0.3734
948,0.3671,0.3741
948,0.3781,0.3752
948,0.3799,0.3670
949,0.3853,0.3762
949,0.3774,0.3667
949,0.3786,0.3731
949,0.3679,0.3677
950,0.3692,0.3719
950,0.3730,0.3666
950,0.3808,0.3693
950,0.3692,0.3656
951,0.3703,0.3728
951,0.3756,0.3661
951,0.3713,0.3658
951,0.3697,0.3637
951,0.3802,0.3653
952,0.3737,0.3708
952,0.3783,0.3659
952,0.3669,0.3638
952,0.3799,0.3746
953,0.3762,0.3679
953,0.3769,0.3694
953,0.3782,0.3642
953,0.3692,0.3669
954,0.3716,0.3720
954,0.3792,0.3698
954,0.3707,0.3657
954,0.3763,0.3677
955,0.3775,0.3762
955,0.3780,0.3781
955,0.3773,0.3688
955,0.3829,0.3695
956,0.3727,0.3689
956,0.3820,0.3778
956,0.3833,0.3686
956,0.3758,0.3749
957,0.3747,0.3740
957,0.3856,0.3653
957,0.3739,0.3696
957,0.3866,0.3710
958,0.3792,0.3820
958,0.3768,0.3798
958,0.3856,0.3707
958,0.3863,0.3797
959,0.3839,0.3738
959,0.3821,0.3772
959,0.3766,0.3749
959,0.3833,0.3786
960,0.3811,0.3796
960,0.3845,0.3814
960,0.3852,0.3784
960,0.3807,0.3778
960,0.3837,0.3788
961,0.3835,0.3790
961,0.3774,0.3732
961,0.3898,0.3832
961,0.3828,0.3722
962,0.3865,0.3787
962,0.3877,0.3799
962,0.3808,0.3748
962,0.3843,0.3761
963,0.3859,0.3749
963,0.3787,0.3693
963,0.3882,0.3784
963,0.3862,0.3776
964,0.3797,0.3740
964,0.3837,0.3787
964,0.3823,0.3782
964,0.3813,0.3744
965,0.3785,0.3621
965,0.3823,0.3687
965,0.3835,0.3786
965,0.3817,0.3710
966,0.3787,0.3664
966,0.3694,0.3661
966,0.3767,0.3719
966,0.3701,0.3665
967,0.3765,0.3729
967,0.3721,0.3677
967,0.3817,0.3684
967,0.3682,0.3598
968,0.3737,0.3702
968,0.3703,0.3597
968,0.3790,0.3700
968,0.3781,0.3641
969,0.3763,0.3669
969,0.3735,0.3648
969,0.3768,0.3665
969,0.3644,0.3584
969,0.3706,0.3630
970,0.3639,0.3589
970,0.3690,0.3692
970,0.3704,0.3561
970,0.3683,0.3616
971,0.3660,0.3606
971,0.3739,0.3690
971,0.3582,0.3570
971,0.3617,0.3594
972,0.3566,0.3588
972,0.3658,0.3548
972,0.3665,0.3552
972,0.3642,0.3505
973,0.3586,0.3529
973,0.3610,0.3537
973,0.3566,0.3463
973,0.3590,0.3511
974,0.3502,0.3490
974,0.3569,0.3529
974,0.3548,0.3502
974,0.3587,0.3480
975,0.3567,0.3423
975,0.3621,0.3492
975,0.3459,0.3449
975,0.3567,0.3469
976,0.3521,0.3387
976,0.3534,0.3437
976,0.3553,0.3364
976,0.3486,0.3429
977,0.3523,0.3422
977,0.3460,0.3426
977,0.3404,0.3330
977,0.3513,0.3340
978,0.3479,0.3352
978,0.3467,0.3408
978,0.3419,0.3376
978,0.3428,0.3416
978,0.3400,0.3417
979,0.3443,0.3349
979,0.3433,0.3336
979,0.3387,0.3330
979,0.3397,0.3332
980,0.3436,0.3305
980,0.3343,0.3330
980,0.3447,0.3303
980,0.3351,0.3284
981,0.3444,0.3309
981,0.3350,0.3310
981,0.3285,0.3213
981,0.3293,0.3286
982,0.3362,0.3248
982,0.3292,0.3224
982,0.3301,0.3179
982,0.3267,0.3255
