Wavelength,Tungsten Bulb Raw,Tungsten Bulb Covered
440,0.0213,0.0172
440,0.0244,0.0208
440,0.0234,0.0206
440,0.0218,0.0195
440,0.0253,0.0214
441,0.0212,0.0200
441,0.0255,0.0205
441,0.0222,0.0165
441,0.0248,0.0227
442,0.0218,0.0200
442,0.0218,0.0188
442,0.0241,0.0197
442,0.0215,0.0230
442,0.0250,0.0217
443,0.0270,0.0256
443,0.0226,0.0173
443,0.0245,0.0217
443,0.0230,0.0209
444,0.0245,0.0212
444,0.0235,0.0262
444,0.0252,0.0205
444,0.0232,0.0224
444,0.0242,0.0233
445,0.0227,0.0218
445,0.0238,0.0236
445,0.0271,0.0221
445,0.0268,0.0251
446,0.0245,0.0224
446,0.0238,0.0191
446,0.0269,0.0251
446,0.0271,0.0220
446,0.0222,0.0260
447,0.0262,0.0217
447,0.0292,0.0229
447,0.0263,0.0270
447,0.0281,0.0265
447,0.0241,0.0231
448,0.0241,0.0253
448,0.0250,0.0260
448,0.0268,0.0244
448,0.0248,0.0240
449,0.0241,0.0223
449,0.0276,0.0243
449,0.0287,0.0244
449,0.0288,0.0277
449,0.0272,0.0238
450,0.0305,0.0229
450,0.0297,0.0292
450,0.0301,0.0281
450,0.0302,0.0259
451,0.0338,0.0294
451,0.0286,0.0264
451,0.0301,0.0262
451,0.0310,0.0287
451,0.0310,0.0337
452,0.0280,0.0258
452,0.0314,0.0310
452,0.0300,0.0285
452,0.0267,0.0267
453,0.0322,0.0306
453,0.0304,0.0274
453,0.0327,0.0301
453,0.0328,0.0336
453,0.0317,0.0290
454,0.0305,0.0264
454,0.0318,0.0291
454,0.0328,0.0305
454,0.0338,0.0317
455,0.0326,0.0273
455,0.0351,0.0315
455,0.0376,0.0296
455,0.0324,0.0328
455,0.0359,0.0270
456,0.0343,0.0292
456,0.0358,0.0315
456,0.0362,0.0319
456,0.0379,0.0362
457,0.0336,0.0333
457,0.0370,0.0322
457,0.0366,0.0330
457,0.0364,0.0311
457,0.0354,0.0350
458,0.0367,0.0347
458,0.0358,0.0336
458,0.0377,0.0367
458,0.0376,0.0359
459,0.0423,0.0336
459,0.0387,0.0339
459,0.0330,0.0366
459,0.0381,0.0353
459,0.0386,0.0332
460,0.0382,0.0330
460,0.0370,0.0321
460,0.0379,0.0353
460,0.0361,0.0364
461,0.0385,0.0349
461,0.0391,0.0382
461,0.0413,0.0312
461,0.0350,0.0364
461,0.0391,0.0352
462,0.0444,0.0340
462,0.0376,0.0347
462,0.0426,0.0414
462,0.0429,0.0377
463,0.0401,0.0394
463,0.0427,0.0389
463,0.0392,0.0369
463,0.0441,0.0428
463,0.0438,0.0384
464,0.0432,0.0377
464,0.0415,0.0388
464,0.0463,0.0419
464,0.0401,0.0365
465,0.0455,0.0413
465,0.0416,0.0360
465,0.0456,0.0445
465,0.0438,0.0381
465,0.0473,0.0376
466,0.0439,0.0422
466,0.0432,0.0419
466,0.0447,0.0419
466,0.0498,0.0468
467,0.0479,0.0407
467,0.0488,0.0439
467,0.0425,0.0427
467,0.0475,0.0444
467,0.0443,0.0442
468,0.0473,0.0487
468,0.0509,0.0418
468,0.0533,0.0502
468,0.0500,0.0455
468,0.0505,0.0421
469,0.0483,0.0430
469,0.0516,0.0455
469,0.0539,0.0472
469,0.0556,0.0470
470,0.0511,0.0472
470,0.0497,0.0488
470,0.0540,0.0484
470,0.0497,0.0472
470,0.0533,0.0467
471,0.0529,0.0464
471,0.0507,0.0468
471,0.0530,0.0514
471,0.0520,0.0451
472,0.0542,0.0479
472,0.0548,0.0481
472,0.0550,0.0460
472,0.0534,0.0409
472,0.0522,0.0488
473,0.0543,0.0487
473,0.0585,0.0500
473,0.0560,0.0543
473,0.0549,0.0512
474,0.0602,0.0519
474,0.0587,0.0508
474,0.0578,0.0541
474,0.0585,0.0574
474,0.0551,0.0477
475,0.0600,0.0527
475,0.0573,0.0526
475,0.0591,0.0553
475,0.0554,0.0520
476,0.0619,0.0523
476,0.0612,0.0531
476,0.0590,0.0559
476,0.0601,0.0551
476,0.0601,0.0570
477,0.0613,0.0546
477,0.0613,0.0535
477,0.0622,0.0568
477,0.0591,0.0554
478,0.0641,0.0576
478,0.0592,0.0576
478,0.0627,0.0560
478,0.0628,0.0582
478,0.0627,0.0618
479,0.0670,0.0605
479,0.0630,0.0612
479,0.0646,0.0611
479,0.0630,0.0632
480,0.0646,0.0646
480,0.0680,0.0628
480,0.0646,0.0614
480,0.0661,0.0629
480,0.0672,0.0596
481,0.0648,0.0666
481,0.0677,0.0611
481,0.0715,0.0617
481,0.0698,0.0619
482,0.0654,0.0622
482,0.0738,0.0653
482,0.0684,0.0659
482,0.0698,0.0626
482,0.0705,0.0639
483,0.0737,0.0637
483,0.0731,0.0664
483,0.0704,0.0656
483,0.0727,0.0697
484,0.0759,0.0699
484,0.0766,0.0720
484,0.0746,0.0692
484,0.0750,0.0735
484,0.0796,0.0748
485,0.0725,0.0683
485,0.0764,0.0701
485,0.0774,0.0742
485,0.0774,0.0727
486,0.0773,0.0709
486,0.0810,0.0715
486,0.0797,0.0772
486,0.0778,0.0685
487,0.0804,0.0706
487,0.0828,0.0764
487,0.0824,0.0780
487,0.0808,0.0757
487,0.0855,0.0761
488,0.0814,0.0759
488,0.0855,0.0753
488,0.0851,0.0744
488,0.0864,0.0753
489,0.0851,0.0761
489,0.0793,0.0805
489,0.0848,0.0754
489,0.0832,0.0769
489,0.0876,0.0792
490,0.0887,0.0783
490,0.0887,0.0849
490,0.0917,0.0817
490,0.0853,0.0851
491,0.0902,0.0806
491,0.0889,0.0857
491,0.0904,0.0805
491,0.0905,0.0861
491,0.0874,0.0826
492,0.0879,0.0843
492,0.0917,0.0861
492,0.0914,0.0843
492,0.0941,0.0840
493,0.0944,0.0855
493,0.0928,0.0867
493,0.0926,0.0871
493,0.0922,0.0869
493,0.0963,0.0893
494,0.0951,0.0879
494,0.0978,0.0872
494,0.0929,0.0881
494,0.0924,0.0865
495,0.1038,0.0900
495,0.1011,0.0879
495,0.0979,0.0921
495,0.1011,0.0922
495,0.0917,0.0913
496,0.0964,0.0921
496,0.1002,0.0911
496,0.0969,0.0898
496,0.1004,0.0919
497,0.0991,0.0904
497,0.1020,0.0880
497,0.1016,0.0946
497,0.1068,0.0927
497,0.1034,0.0975
498,0.1031,0.0979
498,0.1086,0.0957
498,0.1010,0.0978
498,0.1019,0.0961
499,0.1074,0.0999
499,0.1034,0.0954
499,0.1075,0.1001
499,0.1095,0.1012
499,0.1007,0.1025
500,0.1067,0.1037
500,0.1092,0.1025
500,0.1086,0.1023
500,0.1085,0.1026
501,0.1097,0.1027
501,0.1090,0.0993
501,0.1177,0.0982
501,0.1112,0.0999
501,0.1091,0.1013
502,0.1072,0.1067
502,0.1156,0.1056
502,0.1120,0.1055
502,0.1131,0.1041
503,0.1182,0.1035
503,0.1168,0.1041
503,0.1158,0.1059
503,0.1193,0.1078
503,0.1179,0.1116
504,0.1151,0.1115
504,0.1145,0.1057
504,0.1182,0.1091
504,0.1168,0.1107
505,0.1190,0.1116
505,0.1224,0.1069
505,0.1203,0.1096
505,0.1221,0.1112
505,0.1227,0.1103
506,0.1259,0.1169
506,0.1242,0.1132
506,0.1212,0.1166
506,0.1273,0.1145
507,0.1223,0.1153
507,0.1232,0.1176
507,0.1262,0.1180
507,0.1272,0.1180
508,0.1251,0.1176
508,0.1256,0.1220
508,0.1267,0.1190
508,0.1282,0.1250
508,0.1313,0.1207
509,0.1282,0.1204
509,0.1297,0.1216
509,0.1316,0.1227
509,0.1310,0.1190
510,0.1334,0.1211
510,0.1356,0.1243
510,0.1367,0.1276
510,0.1329,0.1247
510,0.1334,0.1236
511,0.1350,0.1264
511,0.1400,0.1287
511,0.1335,0.1257
511,0.1370,0.1314
512,0.1374,0.1318
512,0.1386,0.1326
512,0.1401,0.1285
512,0.1418,0.1293
512,0.1386,0.1330
513,0.1482,0.1352
513,0.1497,0.1331
513,0.1432,0.1325
513,0.1462,0.1328
514,0.1435,0.1395
514,0.1480,0.1325
514,0.1471,0.1362
514,0.1538,0.1396
514,0.1527,0.1377
515,0.1554,0.1445
515,0.1513,0.1382
515,0.1509,0.1405
515,0.1566,0.1423
516,0.1549,0.1417
516,0.1548,0.1471
516,0.1591,0.1427
516,0.1615,0.1476
516,0.1598,0.1457
517,0.1622,0.1482
517,0.1600,0.1475
517,0.1608,0.1481
517,0.1604,0.1554
518,0.1613,0.1512
518,0.1606,0.1522
518,0.1653,0.1568
518,0.1655,0.1488
519,0.1621,0.1563
519,0.1654,0.1534
519,0.1694,0.1528
519,0.1633,0.1527
519,0.1628,0.1519
520,0.1691,0.1571
520,0.1645,0.1481
520,0.1692,0.1566
520,0.1719,0.1548
521,0.1714,0.1482
521,0.1703,0.1610
521,0.1706,0.1572
521,0.1735,0.1587
521,0.1697,0.1552
522,0.1677,0.1591
522,0.1674,0.1593
522,0.1723,0.1591
522,0.1675,0.1572
523,0.1707,0.1557
523,0.1765,0.1654
523,0.1711,0.1603
523,0.1715,0.1609
523,0.1733,0.1647
524,0.1727,0.1588
524,0.1750,0.1659
524,0.1773,0.1595
524,0.1773,0.1664
525,0.1725,0.1620
525,0.1768,0.1605
525,0.1798,0.1672
525,0.1765,0.1673
525,0.1752,0.1677
526,0.1783,0.1661
526,0.1844,0.1679
526,0.1789,0.1629
526,0.1833,0.1700
527,0.1810,0.1650
527,0.1786,0.1663
527,0.1775,0.1673
527,0.1803,0.1629
528,0.1787,0.1680
528,0.1837,0.1735
528,0.1873,0.1691
528,0.1813,0.1688
528,0.1813,0.1708
529,0.1848,0.1704
529,0.1825,0.1684
529,0.1834,0.1769
529,0.1888,0.1697
530,0.1866,0.1752
530,0.1828,0.1691
530,0.1839,0.1771
530,0.1873,0.1741
530,0.1935,0.1728
531,0.1813,0.1733
531,0.1902,0.1741
531,0.1875,0.1734
531,0.1878,0.1791
532,0.1864,0.1787
532,0.1959,0.1765
532,0.1875,0.1757
532,0.1946,0.1833
532,0.1934,0.1765
533,0.1894,0.1795
533,0.1917,0.1777
533,0.1957,0.1789
533,0.1999,0.1856
534,0.1916,0.1822
534,0.1968,0.1763
534,0.1975,0.1805
534,0.1966,0.1824
534,0.1992,0.1833
535,0.1932,0.1856
535,0.1937,0.1852
535,0.1993,0.1846
535,0.1992,0.1851
536,0.1991,0.1935
536,0.2011,0.1876
536,0.1973,0.1902
536,0.2069,0.1904
537,0.2052,0.1918
537,0.2040,0.1930
537,0.2105,0.1823
537,0.2116,0.1913
537,0.2096,0.1946
538,0.2082,0.1949
538,0.2091,0.1984
538,0.2055,0.2034
538,0.2046,0.1919
539,0.2072,0.1952
539,0.2160,0.1990
539,0.2097,0.2014
539,0.2188,0.2012
539,0.2165,0.2006
540,0.2176,0.2006
540,0.2182,0.1975
540,0.2193,0.2040
540,0.2183,0.2068
541,0.2226,0.2058
541,0.2185,0.2028
541,0.2235,0.2047
541,0.2181,0.2023
541,0.2241,0.2121
542,0.2247,0.2064
542,0.2237,0.2131
542,0.2242,0.2065
542,0.2312,0.2124
543,0.2270,0.2130
543,0.2292,0.2164
543,0.2313,0.2139
543,0.2260,0.2158
544,0.2306,0.2177
544,0.2271,0.2198
544,0.2329,0.2200
544,0.2356,0.2139
544,0.2370,0.2214
545,0.2343,0.2204
545,0.2345,0.2197
545,0.2422,0.2188
545,0.2384,0.2211
546,0.2360,0.2200
546,0.2419,0.2250
546,0.2374,0.2239
546,0.2457,0.2198
546,0.2395,0.2245
547,0.2420,0.2288
547,0.2437,0.2317
547,0.2476,0.2297
547,0.2443,0.2327
548,0.2562,0.2344
548,0.2538,0.2345
548,0.2538,0.2311
548,0.2547,0.2512
549,0.2530,0.2339
549,0.2560,0.2334
549,0.2574,0.2474
549,0.2539,0.2419
549,0.2621,0.2417
550,0.2660,0.2397
550,0.2559,0.2406
550,0.2619,0.2415
550,0.2664,0.2482
551,0.2701,0.2481
551,0.2667,0.2462
551,0.2718,0.2466
551,0.2648,0.2474
551,0.2759,0.2458
552,0.2722,0.2545
552,0.2727,0.2526
552,0.2724,0.2553
552,0.2750,0.2498
553,0.2743,0.2586
553,0.2801,0.2498
553,0.2787,0.2558
553,0.2768,0.2493
553,0.2811,0.2563
554,0.2786,0.2651
554,0.2834,0.2616
554,0.2745,0.2637
554,0.2844,0.2647
555,0.2853,0.2660
555,0.2861,0.2698
555,0.2881,0.2711
555,0.2902,0.2603
556,0.2837,0.2737
556,0.2930,0.2732
556,0.2932,0.2650
556,0.2901,0.2756
556,0.2981,0.2701
557,0.2956,0.2771
557,0.2940,0.2741
557,0.2984,0.2754
557,0.2914,0.2738
558,0.3045,0.2837
558,0.2977,0.2822
558,0.3013,0.2788
558,0.3039,0.2821
558,0.3061,0.2806
559,0.3037,0.2779
559,0.3004,0.2809
559,0.3084,0.2804
559,0.3131,0.2841
560,0.3109,0.2882
560,0.3095,0.2838
560,0.3092,0.2879
560,0.3119,0.2974
561,0.3110,0.2869
561,0.3168,0.2906
561,0.3132,0.2969
561,0.3142,0.2956
561,0.3084,0.2885
562,0.3158,0.2945
562,0.3220,0.2992
562,0.3172,0.2924
562,0.3213,0.3007
563,0.3211,0.2951
563,0.3166,0.2987
563,0.3232,0.2911
563,0.3270,0.2947
563,0.3245,0.3007
564,0.3272,0.3051
564,0.3293,0.2968
564,0.3234,0.2987
564,0.3292,0.3037
565,0.3264,0.3034
565,0.3259,0.3064
565,0.3306,0.3040
565,0.3296,0.3079
566,0.3315,0.3154
566,0.3317,0.3096
566,0.3314,0.3126
566,0.3336,0.3087
566,0.3394,0.3094
567,0.3361,0.3106
567,0.3317,0.3085
567,0.3417,0.3183
567,0.3390,0.3143
568,0.3392,0.3135
568,0.3383,0.3105
568,0.3417,0.3160
568,0.3374,0.3220
568,0.3468,0.3283
569,0.3509,0.3174
569,0.3457,0.3179
569,0.3483,0.3172
569,0.3484,0.3218
570,0.3456,0.3228
570,0.3489,0.3260
570,0.3495,0.3283
570,0.3500,0.3278
571,0.3518,0.3262
571,0.3502,0.3249
571,0.3527,0.3250
571,0.3486,0.3260
571,0.3504,0.3296
572,0.3571,0.3272
572,0.3552,0.3299
572,0.3571,0.3248
572,0.3604,0.3292
573,0.3545,0.3282
573,0.3607,0.3380
573,0.3617,0.3341
573,0.3636,0.3378
573,0.3640,0.3371
574,0.3610,0.3412
574,0.3668,0.3402
574,0.3697,0.3432
574,0.3662,0.3428
575,0.3659,0.3384
575,0.3691,0.3374
575,0.3647,0.3460
575,0.3702,0.3414
576,0.3654,0.3483
576,0.3711,0.3464
576,0.3736,0.3392
576,0.3753,0.3497
576,0.3736,0.3512
577,0.3712,0.3563
577,0.3774,0.3467
577,0.3764,0.3512
577,0.3720,0.3504
578,0.3821,0.3525
578,0.3794,0.3518
578,0.3795,0.3580
578,0.3782,0.3606
578,0.3843,0.3587
579,0.3883,0.3551
579,0.3840,0.3574
579,0.3874,0.3573
579,0.3930,0.3569
580,0.3912,0.3618
580,0.3899,0.3660
580,0.3966,0.3678
580,0.4006,0.3671
581,0.3961,0.3727
581,0.3913,0.3643
581,0.3980,0.3758
581,0.4040,0.3702
581,0.3954,0.3740
582,0.4001,0.3724
582,0.3989,0.3681
582,0.4011,0.3757
582,0.4047,0.3779
583,0.4046,0.3744
583,0.4054,0.3793
583,0.4063,0.3773
583,0.4083,0.3807
584,0.4176,0.3740
584,0.4088,0.3813
584,0.4150,0.3829
584,0.4131,0.3832
584,0.4146,0.3864
585,0.4211,0.3874
585,0.4138,0.3936
585,0.4126,0.3891
585,0.4161,0.3937
586,0.4118,0.3926
586,0.4182,0.3832
586,0.4179,0.3899
586,0.4280,0.3954
586,0.4278,0.3981
587,0.4227,0.3968
587,0.4250,0.3980
587,0.4289,0.4013
587,0.4326,0.4019
588,0.4274,0.4028
588,0.4265,0.3990
588,0.4335,0.4082
588,0.4369,0.4014
589,0.4373,0.4107
589,0.4349,0.4122
589,0.4406,0.4145
589,0.4456,0.4195
589,0.4405,0.4175
590,0.4375,0.4129
590,0.4473,0.4148
590,0.4452,0.4151
590,0.4470,0.4208
591,0.4486,0.4185
591,0.4549,0.4277
591,0.4476,0.4164
591,0.4549,0.4194
592,0.4480,0.4248
592,0.4606,0.4232
592,0.4626,0.4233
592,0.4591,0.4316
592,0.4579,0.4278
593,0.4548,0.4286
593,0.4641,0.4337
593,0.4627,0.4357
593,0.4585,0.4362
594,0.4675,0.4344
594,0.4682,0.4239
594,0.4726,0.4347
594,0.4615,0.4370
594,0.4703,0.4413
595,0.4716,0.4369
595,0.4738,0.4402
595,0.4711,0.4456
595,0.4769,0.4500
596,0.4786,0.4481
596,0.4785,0.4489
596,0.4758,0.4537
596,0.4770,0.4534
597,0.4823,0.4501
597,0.4844,0.4570
597,0.4848,0.4593
597,0.4868,0.4544
597,0.4925,0.4549
598,0.4993,0.4599
598,0.4911,0.4558
598,0.4863,0.4572
598,0.4896,0.4664
599,0.4985,0.4597
599,0.5003,0.4679
599,0.4923,0.4665
599,0.4970,0.4660
600,0.5003,0.4692
600,0.4987,0.4719
600,0.5055,0.4636
600,0.4996,0.4709
600,0.5096,0.4760
601,0.5069,0.4772
601,0.5104,0.4760
601,0.5078,0.4719
601,0.5045,0.4686
602,0.5078,0.4731
602,0.4986,0.4740
602,0.5077,0.4727
602,0.4992,0.4743
602,0.4934,0.4668
603,0.4881,0.4582
603,0.4862,0.4570
603,0.4687,0.4542
603,0.4735,0.4478
604,0.4695,0.4443
604,0.4715,0.4445
604,0.4735,0.4342
604,0.4600,0.4363
605,0.4568,0.4404
605,0.4563,0.4287
605,0.4487,0.4141
605,0.4438,0.4225
605,0.4373,0.4203
606,0.4350,0.4160
606,0.4397,0.4183
606,0.4399,0.4160
606,0.4387,0.4131
607,0.4326,0.4110
607,0.4292,0.4160
607,0.4397,0.4165
607,0.4442,0.4226
608,0.4444,0.4243
608,0.4498,0.4248
608,0.4567,0.4364
608,0.4663,0.4357
608,0.4718,0.4429
609,0.4806,0.4464
609,0.4800,0.4584
609,0.4895,0.4582
609,0.4907,0.4713
610,0.5097,0.4847
610,0.5032,0.4819
610,0.5149,0.4871
610,0.5145,0.4805
611,0.5257,0.4934
611,0.5223,0.5019
611,0.5332,0.5062
611,0.5428,0.5088
611,0.5379,0.5081
612,0.5407,0.5027
612,0.5467,0.5220
612,0.5514,0.5164
612,0.5455,0.5133
613,0.5549,0.5210
613,0.5456,0.5279
613,0.5537,0.5237
613,0.5508,0.5196
614,0.5561,0.5190
614,0.5490,0.5336
614,0.5511,0.5280
614,0.5506,0.5270
614,0.5495,0.5118
615,0.5504,0.5209
615,0.5470,0.5264
615,0.5447,0.5243
615,0.5407,0.5180
616,0.5543,0.5203
616,0.5416,0.5199
616,0.5434,0.5286
616,0.5419,0.5238
617,0.5489,0.5137
617,0.5560,0.5156
617,0.5578,0.5328
617,0.5541,0.5327
617,0.5576,0.5239
618,0.5610,0.5241
618,0.5629,0.5319
618,0.5571,0.5365
618,0.5549,0.5220
619,0.5622,0.5402
619,0.5679,0.5313
619,0.5610,0.5252
619,0.5689,0.5322
619,0.5596,0.5391
620,0.5638,0.5324
620,0.5584,0.5441
620,0.5661,0.5405
620,0.5687,0.5341
621,0.5635,0.5386
621,0.5720,0.5406
621,0.5693,0.5430
621,0.5714,0.5445
622,0.5714,0.5526
622,0.5823,0.5561
622,0.5823,0.5437
622,0.5819,0.5507
622,0.5818,0.5540
623,0.5797,0.5564
623,0.5915,0.5560
623,0.5706,0.5491
623,0.5853,0.5571
624,0.5894,0.5485
624,0.5879,0.5625
624,0.5916,0.5622
624,0.5987,0.5654
625,0.5905,0.5609
625,0.5899,0.5646
625,0.5911,0.5593
625,0.5916,0.5706
625,0.5922,0.5622
626,0.5993,0.5687
626,0.5970,0.5607
626,0.5973,0.5652
626,0.6031,0.5769
627,0.5998,0.5708
627,0.6001,0.5736
627,0.5989,0.5671
627,0.6026,0.5778
628,0.5977,0.5730
628,0.5998,0.5732
628,0.6068,0.5777
628,0.6073,0.5848
628,0.6121,0.5752
629,0.6083,0.5885
629,0.6173,0.5758
629,0.6112,0.5769
629,0.6016,0.5749
630,0.6132,0.5855
630,0.6191,0.5890
630,0.6173,0.5831
630,0.6109,0.5901
631,0.6213,0.5958
631,0.6237,0.5888
631,0.6163,0.5890
631,0.6180,0.5968
631,0.6206,0.5901
632,0.6287,0.5907
632,0.6264,0.5990
632,0.6268,0.6024
632,0.6317,0.5844
633,0.6293,0.5997
633,0.6292,0.5964
633,0.6302,0.6078
633,0.6345,0.6017
634,0.6291,0.6014
634,0.6382,0.6035
634,0.6370,0.6002
634,0.6340,0.6018
634,0.6358,0.6073
635,0.6391,0.6164
635,0.6437,0.5974
635,0.6357,0.6130
635,0.6453,0.6124
636,0.6540,0.6203
636,0.6503,0.6200
636,0.6352,0.6147
636,0.6479,0.6169
637,0.6517,0.6165
637,0.6520,0.6144
637,0.6455,0.6219
637,0.6497,0.6322
637,0.6543,0.6179
638,0.6517,0.6201
638,0.6541,0.6262
638,0.6491,0.6330
638,0.6540,0.6350
639,0.6553,0.6338
639,0.6619,0.6266
639,0.6607,0.6283
639,0.6605,0.6377
640,0.6688,0.6332
640,0.6682,0.6380
640,0.6747,0.6329
640,0.6745,0.6335
640,0.6722,0.6451
641,0.6775,0.6464
641,0.6657,0.6334
641,0.6750,0.6411
641,0.6782,0.6484
642,0.6712,0.6460
642,0.6792,0.6393
642,0.6772,0.6465
642,0.6824,0.6495
643,0.6863,0.6635
643,0.6772,0.6463
643,0.6944,0.6645
643,0.6925,0.6576
643,0.6797,0.6528
644,0.6939,0.6578
644,0.6936,0.6748
644,0.7128,0.6817
644,0.7114,0.6705
645,0.7018,0.6758
645,0.7010,0.6762
645,0.6961,0.6620
645,0.6834,0.6536
646,0.6975,0.6696
646,0.7038,0.6732
646,0.6886,0.6585
646,0.7062,0.6677
646,0.7076,0.6709
647,0.6971,0.6704
647,0.7025,0.6746
647,0.6958,0.6746
647,0.6943,0.6645
648,0.7154,0.6756
648,0.7015,0.6736
648,0.6936,0.6792
648,0.7033,0.6729
649,0.6979,0.6621
649,0.6925,0.6682
649,0.6974,0.6696
649,0.6989,0.6810
649,0.7013,0.6744
650,0.6965,0.6622
650,0.7104,0.6775
650,0.7012,0.6698
650,0.6883,0.6649
651,0.7098,0.6767
651,0.7062,0.6772
651,0.6941,0.6672
651,0.7020,0.6731
652,0.6794,0.6606
652,0.6940,0.6596
652,0.6909,0.6602
652,0.6868,0.6578
653,0.6948,0.6803
653,0.6872,0.6628
653,0.6792,0.6498
653,0.6780,0.6660
653,0.6812,0.6683
654,0.6937,0.6639
654,0.6918,0.6666
654,0.6930,0.6673
654,0.6866,0.6598
655,0.6873,0.6605
655,0.6776,0.6445
655,0.6912,0.6769
655,0.6868,0.6594
656,0.6763,0.6493
656,0.6743,0.6626
656,0.6874,0.6544
656,0.6830,0.6534
656,0.6766,0.6456
657,0.6763,0.6539
657,0.6772,0.6579
657,0.6790,0.6521
657,0.6891,0.6573
658,0.6867,0.6510
658,0.6784,0.6570
658,0.6838,0.6497
658,0.6837,0.6601
659,0.6861,0.6608
659,0.6882,0.6633
659,0.6797,0.6546
659,0.6769,0.6514
659,0.6855,0.6576
660,0.6895,0.6608
660,0.6812,0.6580
660,0.6755,0.6573
660,0.6832,0.6490
661,0.6849,0.6614
661,0.7020,0.6724
661,0.6875,0.6546
661,0.6769,0.6511
662,0.6871,0.6658
662,0.6880,0.6637
662,0.6909,0.6630
662,0.6836,0.6648
662,0.6846,0.6649
663,0.6977,0.6832
663,0.7007,0.6721
663,0.6845,0.6595
663,0.6953,0.6741
664,0.6838,0.6661
664,0.6798,0.6679
664,0.6881,0.6773
664,0.6932,0.6721
665,0.6877,0.6678
665,0.6876,0.6765
665,0.6973,0.6630
665,0.6896,0.6656
665,0.6925,0.6643
666,0.6898,0.6626
666,0.6896,0.6666
666,0.6964,0.6698
666,0.6964,0.6764
667,0.7029,0.6729
667,0.6909,0.6692
667,0.7043,0.6843
667,0.7061,0.6777
668,0.7046,0.6813
668,0.7035,0.6730
668,0.7000,0.6850
668,0.7000,0.6860
669,0.6972,0.6769
669,0.6916,0.6837
669,0.7060,0.6724
669,0.7137,0.6892
669,0.7047,0.6887
670,0.7130,0.6803
670,0.7078,0.6829
670,0.7056,0.6826
670,0.7165,0.6982
671,0.7174,0.6924
671,0.7166,0.6841
671,0.7115,0.6846
671,0.7153,0.6828
672,0.7169,0.6900
672,0.7154,0.6872
672,0.7067,0.6900
672,0.7272,0.7018
672,0.7174,0.6961
673,0.7130,0.6902
673,0.7180,0.6916
673,0.7230,0.6935
673,0.7291,0.6884
674,0.7333,0.7022
674,0.7177,0.7022
674,0.7292,0.7002
674,0.7282,0.7028
675,0.7257,0.7067
675,0.7327,0.7059
675,0.7340,0.7033
675,0.7314,0.7129
675,0.7416,0.7239
676,0.7426,0.7224
676,0.7371,0.7082
676,0.7373,0.7073
676,0.7478,0.7174
677,0.7419,0.7277
677,0.7371,0.7209
677,0.7413,0.7202
677,0.7472,0.7193
678,0.7469,0.7145
678,0.7605,0.7249
678,0.7555,0.7237
678,0.7550,0.7179
679,0.7467,0.7204
679,0.7509,0.7325
679,0.7532,0.7303
679,0.7552,0.7395
679,0.7493,0.7345
680,0.7578,0.7357
680,0.7500,0.7334
680,0.7607,0.7368
680,0.7657,0.7367
681,0.7552,0.7392
681,0.7649,0.7423
681,0.7688,0.7433
681,0.7618,0.7437
682,0.7660,0.7391
682,0.7655,0.7389
682,0.7753,0.7485
682,0.7611,0.7408
682,0.7730,0.7505
683,0.7623,0.7454
683,0.7739,0.7489
683,0.7679,0.7518
683,0.7729,0.7518
684,0.7817,0.7489
684,0.7786,0.7485
684,0.7743,0.7495
684,0.7862,0.7621
685,0.7731,0.7493
685,0.7830,0.7563
685,0.7747,0.7600
685,0.7768,0.7598
686,0.7791,0.7590
686,0.7797,0.7676
686,0.7829,0.7604
686,0.7754,0.7685
686,0.7824,0.7609
687,0.7877,0.7685
687,0.7861,0.7653
687,0.7905,0.7675
687,0.7944,0.7713
688,0.7965,0.7754
688,0.7847,0.7752
688,0.7920,0.7661
688,0.7882,0.7680
689,0.7930,0.7786
689,0.7832,0.7679
689,0.7956,0.7724
689,0.8023,0.7623
689,0.8080,0.7804
690,0.7968,0.7704
690,0.8039,0.7756
690,0.7920,0.7705
690,0.8052,0.7807
691,0.7950,0.7714
691,0.7976,0.7809
691,0.7968,0.7882
691,0.8124,0.7771
692,0.8002,0.7721
692,0.8049,0.7835
692,0.8085,0.7865
692,0.8080,0.7892
693,0.8001,0.7793
693,0.8064,0.7821
693,0.7968,0.7828
693,0.8073,0.7826
693,0.8152,0.7848
694,0.8119,0.7777
694,0.8095,0.7868
694,0.8137,0.7809
694,0.8081,0.7820
695,0.8118,0.7782
695,0.8157,0.7890
695,0.8081,0.7979
695,0.8116,0.7945
696,0.8094,0.7966
696,0.8078,0.7789
696,0.8088,0.8028
696,0.8069,0.7941
696,0.8154,0.7922
697,0.8085,0.7888
697,0.8103,0.7872
697,0.8140,0.7910
697,0.8071,0.7895
698,0.8115,0.7901
698,0.8157,0.7833
698,0.8180,0.7990
698,0.8085,0.7870
699,0.8262,0.8021
699,0.8152,0.7891
699,0.8201,0.7973
699,0.8266,0.7975
700,0.8206,0.7912
700,0.8200,0.7905
700,0.8292,0.8028
700,0.8098,0.7988
700,0.8195,0.8057
701,0.8197,0.7928
701,0.8207,0.8041
701,0.8190,0.8080
701,0.8341,0.8111
702,0.8228,0.8099
702,0.8467,0.8113
702,0.8370,0.8131
702,0.8375,0.8164
703,0.8355,0.8066
703,0.8304,0.8167
703,0.8279,0.8138
703,0.8390,0.8248
703,0.8448,0.8212
704,0.8503,0.8218
704,0.8443,0.8271
