#Thorlabs FTS
[SpectrumHeader]
#Date,20170702
#Time,22242309
#GMTTime,2242309
#XAxisUnit,nm_air
#YAxisUnit,intensity
#Average,1
#RollingAverage,0
#SpectrumSmooth,0
#SSmoothParam1,0
#SSmoothParam2,0
#SSmoothParam3,0
#SSmoothParam4,0
#IntegrationTime,100.000000
#TriggerMode,0
#InterferometerSerial,M00435949
#Source,
#AirMeasureOpt,0
#WnrMin,9750.110352
#WnrMax,50513.527344
#Length,3648
#Resolution,0.0000000000e+000
#ADC,0
#Instrument,0
#InstrModel,CCS200
#Type,emission
#AirTemp,0.00
#AirPressure,0.00
#AirRelHum,0.00
#Name,
#Comment,""
[Data]
1.979667664e+002,6.031878758e-003
1.981688232e+002,1.279298915e-003
1.983708954e+002,3.316118848e-003
1.985729980e+002,3.089805599e-003
1.987751007e+002,8.643911569e-004
1.989772339e+002,2.335427795e-003
1.991793823e+002,4.824874457e-003
1.993815460e+002,4.975750111e-003
1.995837250e+002,3.316118848e-003
1.997859344e+002,1.430174452e-003
1.999881439e+002,3.806464374e-003
2.001903839e+002,4.372247495e-003
2.003926392e+002,3.052086569e-003
2.005949097e+002,2.712616697e-003
2.007971954e+002,4.108215682e-003
2.009994965e+002,2.788054524e-003
2.012018280e+002,-7.858101890e-005
2.014041595e+002,4.824874457e-003
2.016065216e+002,4.334528930e-003
2.018088989e+002,4.494833993e-004
2.020112915e+002,7.889533881e-004
2.022136993e+002,2.259989968e-003
2.024161224e+002,4.145934246e-003
2.026185608e+002,3.089805599e-003
2.028210297e+002,7.955541834e-003
2.030235138e+002,3.995059058e-003
2.032259979e+002,4.673998803e-003
2.034285126e+002,2.109114546e-003
2.036310425e+002,1.807363355e-003
2.038336029e+002,2.561741043e-003
2.040361633e+002,4.334528930e-003
2.042387543e+002,1.052985550e-003
2.044413452e+002,2.863492118e-003
2.046439667e+002,9.803767316e-003
2.048466034e+002,3.014367772e-003
2.050492554e+002,4.523123149e-003
2.052519226e+002,1.015266753e-003
2.054546204e+002,1.203861204e-003
2.056573181e+002,4.938031081e-003
2.058600464e+002,1.128423377e-003
2.060627899e+002,2.788054524e-003
2.062655487e+002,3.768745577e-003
2.064683228e+002,1.040726993e-002
2.066711121e+002,5.692408886e-003
2.068739166e+002,7.616071962e-003
2.070767517e+002,3.504713299e-003
2.072795868e+002,7.276602089e-003
2.074824524e+002,8.266723016e-004
2.076853333e+002,6.182754412e-003
2.078882294e+002,2.524022246e-003
2.080911407e+002,6.182754412e-003
2.082940826e+002,9.398289258e-004
2.084970245e+002,5.088906735e-003
2.086999969e+002,4.221372306e-003
2.089029694e+002,9.021100705e-004
2.091059723e+002,1.166142290e-003
2.093089905e+002,5.126625299e-003
2.095120239e+002,4.938031081e-003
2.097150879e+002,2.750335494e-003
2.099181519e+002,3.127524396e-003
2.101212463e+002,5.164344329e-003
2.103243408e+002,2.863492118e-003
2.105274658e+002,3.316118848e-003
2.107306061e+002,3.316118848e-003
2.109337616e+002,3.429275472e-003
2.111369324e+002,8.936232887e-003
2.113401337e+002,4.409966525e-003
2.115433350e+002,2.788054524e-003
2.117465668e+002,2.938929945e-003
2.119497986e+002,4.447685555e-003
2.121530609e+002,3.014367772e-003
2.123563385e+002,-2.671754628e-004
2.125596466e+002,1.263268385e-002
2.127629547e+002,2.033676719e-003
2.129662781e+002,6.899413187e-003
2.131696320e+002,4.824874457e-003
2.133729858e+002,6.182754412e-003
2.135763702e+002,9.021100705e-004
2.137797699e+002,4.070496652e-003
2.139831848e+002,2.184552141e-003
2.141866150e+002,1.769644441e-003
2.143900757e+002,2.863492118e-003
2.145935364e+002,2.109114546e-003
2.147970276e+002,3.617869923e-003
2.150005341e+002,5.088906735e-003
2.152040405e+002,3.278400050e-003
2.154075775e+002,7.465196308e-003
2.156111450e+002,1.354736742e-003
2.158147125e+002,3.165243194e-003
2.160182953e+002,8.332731202e-003
2.162219086e+002,3.655588953e-003
2.164255219e+002,4.787155427e-003
2.166291656e+002,2.712616697e-003
2.168328247e+002,2.561741043e-003
2.170364990e+002,8.144136518e-003
2.172401886e+002,4.447685555e-003
2.174438934e+002,2.976648975e-003
2.176476288e+002,3.919620998e-003
2.178513641e+002,7.238883059e-003
2.180551300e+002,6.937132217e-003
2.182589111e+002,7.012569811e-003
2.184627075e+002,4.636279773e-003
2.186665192e+002,3.014367772e-003
2.188703461e+002,1.128423377e-003
2.190741882e+002,5.428376608e-003
2.192780457e+002,4.824874457e-003
2.194819336e+002,1.015266753e-003
2.196858368e+002,1.958238892e-003
2.198897400e+002,4.824874457e-003
2.200936737e+002,6.823975593e-003
2.202976227e+002,3.731026547e-003
2.205016022e+002,5.956441164e-003
2.207055817e+002,8.295011707e-003
2.209095764e+002,3.731026547e-003
2.211136017e+002,2.410865622e-003
2.213176270e+002,3.127524396e-003
2.215216827e+002,4.221372306e-003
2.217257538e+002,1.392455539e-003
2.219298401e+002,5.088906735e-003
2.221339417e+002,1.618768903e-003
2.223380737e+002,1.807363355e-003
2.225422058e+002,3.089805599e-003
2.227463684e+002,8.559044451e-003
2.229505310e+002,4.673998803e-003
2.231547241e+002,4.221372306e-003
2.233589325e+002,6.635380909e-003
2.235631561e+002,2.146833343e-003
2.237673950e+002,1.882801182e-003
