Wavelength,Daylight Window,Daylight Direct
626.9,0.6466,0.8387
627.1,0.6365,0.8245
627.3,0.6428,0.8356
627.6,0.6435,0.8348
627.8,0.6600,0.8334
628.0,0.6686,0.8571
628.2,0.6491,0.8646
628.5,0.6435,0.8616
628.7,0.6437,0.8404
628.9,0.6340,0.8443
629.2,0.6170,0.8332
629.4,0.5959,0.8198
629.6,0.6000,0.7922
629.9,0.5838,0.7879
630.1,0.5798,0.7894
630.3,0.5827,0.8057
630.5,0.6097,0.8186
630.8,0.6049,0.8150
631.0,0.5870,0.8078
631.2,0.5676,0.8107
631.5,0.5735,0.8089
631.7,0.5736,0.8033
631.9,0.5843,0.8019
632.2,0.5976,0.8135
632.4,0.6022,0.8168
632.6,0.5927,0.8196
632.9,0.5838,0.8325
633.1,0.5984,0.8311
633.3,0.6076,0.8307
633.5,0.5942,0.8140
633.8,0.6072,0.8102
634.0,0.6110,0.8318
634.2,0.6179,0.8260
634.5,0.6201,0.8238
634.7,0.6265,0.8406
634.9,0.6119,0.8409
635.2,0.6161,0.8274
635.4,0.5963,0.8406
635.6,0.6086,0.8525
635.9,0.6012,0.8606
636.1,0.6121,0.8501
636.3,0.6164,0.8533
636.5,0.5952,0.8684
636.8,0.6151,0.8591
637.0,0.6184,0.8677
637.2,0.6179,0.8728
637.5,0.6180,0.8636
637.7,0.6149,0.8457
637.9,0.6219,0.8509
638.2,0.6335,0.8626
638.4,0.6383,0.8755
638.6,0.6228,0.8660
638.9,0.6298,0.8588
639.1,0.6172,0.8761
639.3,0.6228,0.8804
639.6,0.6125,0.8862
639.8,0.6171,0.8944
640.0,0.6092,0.8857
640.2,0.5998,0.8850
640.5,0.5923,0.8775
640.7,0.5967,0.8973
640.9,0.6158,0.8666
641.2,0.6144,0.8816
641.4,0.6069,0.8767
641.6,0.6140,0.8736
641.9,0.6091,0.8777
642.1,0.6033,0.8862
642.3,0.6173,0.8787
642.6,0.6283,0.8794
642.8,0.6291,0.8748
643.0,0.6292,0.8843
643.2,0.6250,0.8716
643.5,0.6135,0.8692
643.7,0.6265,0.8665
643.9,0.6317,0.8773
644.2,0.6204,0.9026
644.4,0.6190,0.9102
644.6,0.6431,0.9056
644.9,0.6476,0.9018
645.1,0.6467,0.8844
645.3,0.6458,0.8791
645.6,0.6497,0.8991
645.8,0.6630,0.9152
646.0,0.6706,0.9305
646.3,0.6772,0.9220
646.5,0.6601,0.9016
646.7,0.6191,0.8984
647.0,0.6121,0.8794
647.2,0.5944,0.8755
647.4,0.5737,0.8592
647.6,0.5705,0.8711
647.9,0.5725,0.8410
648.1,0.5654,0.8361
648.3,0.5659,0.8270
648.6,0.5601,0.8118
648.8,0.5308,0.7763
649.0,0.5215,0.7832
649.3,0.5285,0.7849
649.5,0.5339,0.7864
649.7,0.5321,0.7738
650.0,0.5331,0.7665
650.2,0.5163,0.7664
650.4,0.5081,0.7901
650.7,0.5187,0.7919
650.9,0.5104,0.7709
651.1,0.5021,0.7593
651.3,0.4957,0.7519
651.6,0.4893,0.7498
651.8,0.5044,0.7836
652.0,0.5317,0.8073
652.3,0.5380,0.7996
652.5,0.5539,0.8103
652.7,0.5496,0.8063
653.0,0.5263,0.7795
653.2,0.5278,0.7712
653.4,0.5284,0.7455
653.7,0.5177,0.7591
653.9,0.4889,0.7742
654.1,0.5001,0.7806
654.4,0.5161,0.7818
654.6,0.5164,0.7889
654.8,0.5143,0.7954
655.1,0.5084,0.7962
655.3,0.4963,0.7965
655.5,0.4877,0.7741
655.8,0.4906,0.7812
656.0,0.4868,0.7863
656.2,0.4852,0.7684
656.4,0.4862,0.7495
656.7,0.4779,0.7604
656.9,0.4732,0.7554
657.1,0.4836,0.7432
657.4,0.4756,0.7286
657.6,0.4608,0.7084
657.8,0.4552,0.6696
658.1,0.4307,0.6341
658.3,0.4203,0.6554
658.5,0.4183,0.6892
658.8,0.4353,0.7075
659.0,0.4332,0.7118
659.2,0.4217,0.7064
659.5,0.4305,0.7230
659.7,0.4459,0.7530
659.9,0.4365,0.7401
660.2,0.4481,0.7356
660.4,0.4460,0.7433
660.6,0.4570,0.7548
660.9,0.4740,0.7692
661.1,0.4735,0.7674
661.3,0.4694,0.7684
661.6,0.4673,0.7810
661.8,0.4671,0.7915
662.0,0.4700,0.7808
662.2,0.4537,0.7832
662.5,0.4740,0.7974
662.7,0.4753,0.8058
662.9,0.4799,0.8031
663.2,0.4725,0.7938
663.4,0.4722,0.8087
663.6,0.4807,0.7956
663.9,0.4859,0.7949
664.1,0.4948,0.7953
664.3,0.4880,0.8097
664.6,0.4743,0.7839
664.8,0.4970,0.7973
665.0,0.4951,0.7884
665.3,0.4884,0.7969
665.5,0.4862,0.8062
665.7,0.4821,0.7941
666.0,0.4802,0.7782
666.2,0.4855,0.7907
666.4,0.4652,0.7863
666.7,0.4551,0.8155
666.9,0.4632,0.7965
667.1,0.4628,0.8125
667.4,0.4583,0.8149
667.6,0.4586,0.7948
667.8,0.4600,0.8001
668.1,0.4694,0.8056
668.3,0.4669,0.7940
668.5,0.4581,0.8000
668.8,0.4548,0.7993
669.0,0.4474,0.8149
669.2,0.4499,0.7939
669.4,0.4632,0.7973
669.7,0.4640,0.7916
669.9,0.4678,0.8007
670.1,0.4563,0.7992
670.4,0.4581,0.8031
670.6,0.4554,0.8064
670.8,0.4399,0.8011
671.1,0.4367,0.7948
671.3,0.4481,0.7907
671.5,0.4559,0.8030
671.8,0.4497,0.8098
672.0,0.4400,0.7941
672.2,0.4441,0.8065
672.5,0.4523,0.8057
672.7,0.4527,0.8068
672.9,0.4523,0.8026
673.2,0.4495,0.7854
673.4,0.4322,0.7947
673.6,0.4330,0.7955
673.9,0.4496,0.7861
674.1,0.4554,0.7945
674.3,0.4591,0.7923
674.6,0.4470,0.7903
674.8,0.4415,0.8026
675.0,0.4365,0.7986
675.3,0.4385,0.7902
675.5,0.4461,0.7984
675.7,0.4523,0.8010
676.0,0.4483,0.7995
676.2,0.4447,0.8057
676.4,0.4420,0.8006
676.7,0.4376,0.8126
676.9,0.4395,0.8056
677.1,0.4340,0.8126
677.4,0.4337,0.8141
677.6,0.4482,0.7917
677.8,0.4527,0.7979
678.1,0.4407,0.8034
678.3,0.4452,0.7951
678.5,0.4461,0.7891
678.8,0.4536,0.7884
679.0,0.4457,0.7911
679.2,0.4510,0.8094
679.5,0.4600,0.8012
679.7,0.4534,0.8226
679.9,0.4456,0.8111
680.2,0.4492,0.8062
680.4,0.4319,0.7950
680.6,0.4298,0.8009
680.9,0.4209,0.7920
681.1,0.4205,0.8100
681.3,0.4293,0.8034
681.5,0.4269,0.8021
681.8,0.4207,0.8030
682.0,0.4246,0.8105
682.2,0.4219,0.8100
682.5,0.4252,0.8178
682.7,0.4312,0.8109
682.9,0.4194,0.8130
683.2,0.4176,0.8173
683.4,0.4152,0.8047
683.6,0.4155,0.8056
683.9,0.4123,0.8031
684.1,0.4121,0.8077
684.3,0.4164,0.7989
684.6,0.4166,0.7987
684.8,0.4160,0.8005
685.0,0.4334,0.8028
685.3,0.4275,0.7967
685.5,0.4299,0.7957
685.7,0.4385,0.7945
686.0,0.4237,0.7872
686.2,0.4228,0.7917
686.4,0.4219,0.7816
686.7,0.4378,0.7965
686.9,0.4343,0.7758
687.1,0.4164,0.7940
687.4,0.4166,0.7980
687.6,0.4162,0.7927
687.8,0.4043,0.7870
688.1,0.3891,0.7607
688.3,0.3812,0.7343
688.5,0.3740,0.6901
688.8,0.3631,0.6437
689.0,0.3500,0.6105
689.2,0.3333,0.5845
689.5,0.3087,0.5772
689.7,0.3095,0.5894
689.9,0.3071,0.6090
690.2,0.3112,0.6072
690.4,0.3069,0.6065
690.6,0.3034,0.6019
690.9,0.2987,0.5844
691.1,0.2898,0.5817
691.3,0.2822,0.5770
691.6,0.2700,0.5693
691.8,0.2719,0.5769
692.0,0.2764,0.5948
692.3,0.2862,0.6057
692.5,0.2825,0.6032
692.7,0.2906,0.6253
693.0,0.2951,0.6282
693.2,0.2944,0.6387
693.4,0.3019,0.6395
693.7,0.3079,0.6558
693.9,0.3031,0.6367
694.1,0.2949,0.6332
694.4,0.2920,0.6266
694.6,0.2958,0.6391
694.8,0.3015,0.6294
695.1,0.2969,0.6281
695.3,0.2945,0.6218
695.5,0.2944,0.6275
695.8,0.2865,0.6198
696.0,0.2870,0.6157
696.2,0.2774,0.6117
696.5,0.2877,0.6175
696.7,0.2824,0.6145
696.9,0.2807,0.6158
697.2,0.2843,0.6167
697.4,0.2785,0.6320
697.7,0.2842,0.6415
697.9,0.2756,0.6343
698.1,0.2916,0.6486
698.4,0.2890,0.6506
698.6,0.2954,0.6569
698.8,0.2948,0.6645
699.1,0.2974,0.6701
699.3,0.2935,0.6746
699.5,0.3010,0.6703
699.8,0.3106,0.6641
700.0,0.3145,0.6688
700.2,0.3108,0.6692
700.5,0.3236,0.6625
700.7,0.3139,0.6524
700.9,0.2993,0.6393
701.2,0.3010,0.6480
701.4,0.2984,0.6466
701.6,0.2929,0.6363
701.9,0.2958,0.6298
702.1,0.2953,0.6262
702.3,0.2985,0.6332
702.6,0.2931,0.6321
702.8,0.2821,0.6188
703.0,0.2768,0.6246
703.3,0.2773,0.6184
703.5,0.2770,0.6262
703.7,0.2723,0.6298
704.0,0.2683,0.6281
704.2,0.2622,0.6262
704.4,0.2645,0.6298
704.7,0.2711,0.6341
704.9,0.2662,0.6374
705.1,0.2626,0.6329
705.4,0.2707,0.6548
705.6,0.2728,0.6535
705.8,0.2784,0.6571
706.1,0.2734,0.6632
706.3,0.2764,0.6486
706.5,0.2817,0.6595
706.8,0.2785,0.6701
707.0,0.2833,0.6735
707.2,0.2801,0.6765
707.5,0.2769,0.6769
707.7,0.2754,0.6646
707.9,0.2790,0.6716
708.2,0.2828,0.6678
708.4,0.2766,0.6786
708.6,0.2838,0.6792
708.9,0.2862,0.6774
709.1,0.2760,0.6949
709.3,0.2762,0.6982
709.6,0.2755,0.7005
709.8,0.2649,0.7021
710.1,0.2591,0.6911
710.3,0.2652,0.6917
710.5,0.2749,0.6923
710.8,0.2856,0.6904
711.0,0.2872,0.6837
711.2,0.2804,0.6799
711.5,0.2718,0.6798
711.7,0.2781,0.6911
711.9,0.2763,0.6890
712.2,0.2822,0.7076
712.4,0.2834,0.6941
712.6,0.2931,0.7085
712.9,0.2841,0.7031
713.1,0.2996,0.6999
713.3,0.2894,0.6893
713.6,0.2938,0.6915
713.8,0.2822,0.6915
714.0,0.2745,0.6891
714.3,0.2685,0.6812
714.5,0.2774,0.6892
714.7,0.2701,0.6889
715.0,0.2706,0.6828
715.2,0.2653,0.6846
715.4,0.2492,0.6837
715.7,0.2514,0.6764
715.9,0.2669,0.6971
716.1,0.2529,0.6775
716.4,0.2549,0.6709
716.6,0.2519,0.6724
716.8,0.2536,0.6726
717.1,0.2515,0.6627
717.3,0.2528,0.6481
717.6,0.2501,0.6420
717.8,0.2452,0.6214
718.0,0.2420,0.5965
718.3,0.2276,0.5849
718.5,0.2144,0.5582
718.7,0.2129,0.5329
719.0,0.2075,0.5184
719.2,0.2015,0.5077
719.4,0.1944,0.4833
719.7,0.1874,0.4631
719.9,0.1836,0.4486
720.1,0.1799,0.4349
720.4,0.1760,0.4179
720.6,0.1642,0.4133
720.8,0.1563,0.3951
721.1,0.1558,0.3856
721.3,0.1441,0.3728
721.5,0.1389,0.3657
721.8,0.1361,0.3676
722.0,0.1391,0.3703
722.2,0.1315,0.3767
722.5,0.1267,0.3909
722.7,0.1303,0.3944
723.0,0.1318,0.4132
723.2,0.1431,0.4213
723.4,0.1476,0.4410
723.7,0.1563,0.4433
723.9,0.1521,0.4521
724.1,0.1632,0.4577
724.4,0.1584,0.4596
724.6,0.1588,0.4530
724.8,0.1630,0.4499
725.1,0.1706,0.4387
725.3,0.1660,0.4454
725.5,0.1579,0.4295
725.8,0.1539,0.4264
726.0,0.1568,0.4216
726.2,0.1588,0.4190
726.5,0.1579,0.4229
726.7,0.1487,0.4243
726.9,0.1527,0.4133
727.2,0.1540,0.4154
727.4,0.1487,0.4076
727.6,0.1502,0.4151
727.9,0.1450,0.4044
728.1,0.1507,0.4043
728.4,0.1446,0.4084
728.6,0.1433,0.3971
728.8,0.1388,0.3918
729.1,0.1392,0.3857
729.3,0.1363,0.3864
729.5,0.1331,0.3915
729.8,0.1309,0.4054
730.0,0.1316,0.3922
730.2,0.1312,0.3902
730.5,0.1268,0.3835
730.7,0.1324,0.3877
730.9,0.1309,0.4029
731.2,0.1360,0.3906
731.4,0.1331,0.3971
731.6,0.1342,0.3891
731.9,0.1350,0.4019
732.1,0.1358,0.4003
732.4,0.1343,0.4069
732.6,0.1323,0.4007
732.8,0.1326,0.4014
733.1,0.1358,0.4044
733.3,0.1363,0.4100
733.5,0.1400,0.4265
733.8,0.1406,0.4342
734.0,0.1384,0.4400
734.2,0.1368,0.4358
734.5,0.1318,0.4443
734.7,0.1384,0.4537
734.9,0.1456,0.4656
735.2,0.1499,0.4723
735.4,0.1514,0.4904
735.6,0.1589,0.4937
735.9,0.1600,0.4968
736.1,0.1602,0.4958
736.4,0.1573,0.5012
736.6,0.1615,0.5068
736.8,0.1618,0.5117
737.1,0.1568,0.5140
737.3,0.1576,0.5097
737.5,0.1706,0.5135
737.8,0.1671,0.5165
738.0,0.1693,0.5276
738.2,0.1687,0.5285
738.5,0.1604,0.5351
738.7,0.1601,0.5374
738.9,0.1657,0.5423
739.2,0.1646,0.5315
739.4,0.1634,0.5383
739.6,0.1630,0.5248
739.9,0.1578,0.5289
740.1,0.1603,0.5356
740.4,0.1608,0.5416
740.6,0.1632,0.5366
740.8,0.1682,0.5473
741.1,0.1632,0.5491
741.3,0.1629,0.5453
741.5,0.1642,0.5480
741.8,0.1631,0.5445
742.0,0.1610,0.5542
742.2,0.1595,0.5563
742.5,0.1617,0.5546
742.7,0.1625,0.5682
742.9,0.1617,0.5555
743.2,0.1608,0.5545
743.4,0.1611,0.5649
743.7,0.1596,0.5656
743.9,0.1566,0.5560
744.1,0.1597,0.5639
744.4,0.1510,0.5686
744.6,0.1548,0.5766
744.8,0.1539,0.5656
745.1,0.1552,0.5743
745.3,0.1594,0.5700
745.5,0.1553,0.5693
745.8,0.1587,0.5663
746.0,0.1616,0.5667
746.2,0.1664,0.5780
746.5,0.1633,0.5715
746.7,0.1615,0.5768
747.0,0.1579,0.5740
747.2,0.1578,0.5813
747.4,0.1579,0.5783
747.7,0.1658,0.5751
747.9,0.1646,0.5701
748.1,0.1612,0.5730
748.4,0.1635,0.5728
748.6,0.1556,0.5577
748.8,0.1579,0.5664
749.1,0.1574,0.5731
749.3,0.1529,0.5705
749.5,0.1522,0.5673
749.8,0.1549,0.5684
750.0,0.1557,0.5667
750.3,0.1569,0.5627
750.5,0.1585,0.5631
750.7,0.1569,0.5635
751.0,0.1532,0.5587
751.2,0.1497,0.5619
751.4,0.1505,0.5622
751.7,0.1522,0.5481
751.9,0.1502,0.5549
752.1,0.1430,0.5583
752.4,0.1403,0.5578
752.6,0.1540,0.5571
752.8,0.1461,0.5520
753.1,0.1478,0.5542
753.3,0.1408,0.5600
753.6,0.1413,0.5588
753.8,0.1435,0.5582
754.0,0.1390,0.5530
754.3,0.1408,0.5511
754.5,0.1376,0.5525
754.7,0.1410,0.5384
755.0,0.1453,0.5395
755.2,0.1441,0.5394
755.4,0.1365,0.5531
755.7,0.1398,0.5266
755.9,0.1386,0.5383
756.2,0.1357,0.5453
756.4,0.1368,0.5420
756.6,0.1395,0.5337
756.9,0.1357,0.5416
757.1,0.1309,0.5350
757.3,0.1322,0.5457
757.6,0.1346,0.5447
757.8,0.1356,0.5395
758.0,0.1284,0.5317
758.3,0.1281,0.5284
758.5,0.1267,0.5266
758.8,0.1313,0.5321
759.0,0.1235,0.5336
759.2,0.1257,0.5359
759.5,0.1291,0.5218
759.7,0.1230,0.5246
759.9,0.1218,0.5164
760.2,0.1232,0.5119
760.4,0.1206,0.4999
760.6,0.1191,0.4612
760.9,0.1193,0.4282
761.1,0.1139,0.3969
761.4,0.1132,0.3724
761.6,0.1058,0.3375
761.8,0.0996,0.3194
762.1,0.0900,0.2994
762.3,0.0851,0.2810
762.5,0.0840,0.2671
762.8,0.0777,0.2664
763.0,0.0723,0.2582
763.2,0.0658,0.2527
763.5,0.0632,0.2277
763.7,0.0620,0.2185
764.0,0.0580,0.1986
764.2,0.0528,0.1875
764.4,0.0510,0.1744
764.7,0.0495,0.1696
764.9,0.0437,0.1694
765.1,0.0430,0.1594
765.4,0.0398,0.1624
765.6,0.0306,0.1608
765.8,0.0306,0.1579
766.1,0.0322,0.1528
766.3,0.0318,0.1639
766.6,0.0324,0.1731
766.8,0.0331,0.1811
767.0,0.0358,0.1893
767.3,0.0369,0.2019
767.5,0.0410,0.2142
767.7,0.0446,0.2267
768.0,0.0431,0.2451
768.2,0.0468,0.2560
768.4,0.0520,0.2725
768.7,0.0528,0.2866
768.9,0.0546,0.2948
769.2,0.0575,0.3126
769.4,0.0610,0.3262
769.6,0.0651,0.3317
769.9,0.0635,0.3457
770.1,0.0674,0.3615
770.3,0.0727,0.3755
770.6,0.0747,0.3798
770.8,0.0835,0.3939
771.1,0.0822,0.4016
771.3,0.0841,0.4115
771.5,0.0817,0.4239
771.8,0.0865,0.4330
772.0,0.0827,0.4319
772.2,0.0865,0.4383
772.5,0.0843,0.4424
772.7,0.0875,0.4497
772.9,0.0915,0.4474
773.2,0.0881,0.4531
773.4,0.0942,0.4581
773.7,0.0898,0.4607
773.9,0.0950,0.4647
774.1,0.0956,0.4647
774.4,0.0955,0.4605
774.6,0.0964,0.4702
774.8,0.0910,0.4767
775.1,0.0936,0.4677
775.3,0.0897,0.4685
775.6,0.0931,0.4697
775.8,0.0934,0.4691
776.0,0.0968,0.4643
776.3,0.0978,0.4623
776.5,0.0924,0.4697
776.7,0.0933,0.4750
777.0,0.0913,0.4659
777.2,0.0956,0.4665
777.4,0.0916,0.4704
777.7,0.0902,0.4532
777.9,0.0912,0.4531
778.2,0.0922,0.4568
778.4,0.0922,0.4614
778.6,0.0904,0.4545
778.9,0.0915,0.4597
779.1,0.0904,0.4634
779.3,0.0901,0.4533
779.6,0.0875,0.4556
779.8,0.0881,0.4561
780.1,0.0888,0.4431
780.3,0.0863,0.4522
780.5,0.0893,0.4555
780.8,0.0864,0.4526
781.0,0.0864,0.4433
781.2,0.0868,0.4489
781.5,0.0888,0.4601
781.7,0.0881,0.4576
782.0,0.0817,0.4491
782.2,0.0811,0.4487
782.4,0.0792,0.4450
782.7,0.0851,0.4454
782.9,0.0858,0.4511
783.1,0.0831,0.4485
783.4,0.0809,0.4440
783.6,0.0784,0.4468
783.9,0.0788,0.4458
784.1,0.0816,0.4538
784.3,0.0827,0.4420
784.6,0.0789,0.4497
784.8,0.0825,0.4406
785.0,0.0838,0.4437
785.3,0.0790,0.4410
785.5,0.0818,0.4436
785.7,0.0860,0.4304
786.0,0.0794,0.4326
786.2,0.0763,0.4278
786.5,0.0818,0.4376
786.7,0.0802,0.4237
786.9,0.0784,0.4382
787.2,0.0799,0.4293
787.4,0.0760,0.4324
787.6,0.0782,0.4281
787.9,0.0790,0.4221
788.1,0.0767,0.4213
788.4,0.0773,0.4194
788.6,0.0803,0.4025
788.8,0.0744,0.4128
789.1,0.0785,0.4078
789.3,0.0766,0.4092
789.5,0.0738,0.4071
789.8,0.0716,0.4169
790.0,0.0703,0.4053
790.3,0.0725,0.3963
790.5,0.0705,0.3963
790.7,0.0697,0.3940
791.0,0.0714,0.3885
791.2,0.0666,0.3916
791.4,0.0692,0.3932
791.7,0.0679,0.3796
791.9,0.0654,0.3834
792.2,0.0591,0.3745
792.4,0.0641,0.3708
792.6,0.0611,0.3722
792.9,0.0580,0.3682
793.1,0.0581,0.3675
793.3,0.0578,0.3716
793.6,0.0617,0.3737
793.8,0.0570,0.3718
794.1,0.0596,0.3670
794.3,0.0612,0.3651
794.5,0.0627,0.3660
794.8,0.0611,0.3640
795.0,0.0605,0.3662
795.3,0.0655,0.3651
795.5,0.0575,0.3733
795.7,0.0618,0.3667
796.0,0.0591,0.3645
796.2,0.0593,0.3660
796.4,0.0620,0.3609
796.7,0.0599,0.3611
796.9,0.0625,0.3643
797.2,0.0611,0.3564
797.4,0.0596,0.3570
797.6,0.0577,0.3533
797.9,0.0591,0.3505
798.1,0.0568,0.3514
798.3,0.0551,0.3503
798.6,0.0549,0.3494
798.8,0.0586,0.3555
799.1,0.0577,0.3564
799.3,0.0586,0.3572
799.5,0.0581,0.3523
799.8,0.0571,0.3576
800.0,0.0616,0.3538
800.2,0.0604,0.3556
800.5,0.0573,0.3640
800.7,0.0568,0.3520
801.0,0.0562,0.3560
801.2,0.0564,0.3549
801.4,0.0570,0.3405
801.7,0.0534,0.3452
801.9,0.0583,0.3449
802.1,0.0533,0.3415
802.4,0.0542,0.3380
802.6,0.0519,0.3347
802.9,0.0544,0.3347
803.1,0.0541,0.3384
803.3,0.0504,0.3405
803.6,0.0489,0.3394
803.8,0.0516,0.3296
804.1,0.0493,0.3285
804.3,0.0474,0.3287
804.5,0.0491,0.3353
804.8,0.0480,0.3347
805.0,0.0512,0.3268
805.2,0.0498,0.3266
805.5,0.0472,0.3257
805.7,0.0517,0.3335
806.0,0.0491,0.3321
806.2,0.0455,0.3296
806.4,0.0474,0.3324
806.7,0.0449,0.3293
806.9,0.0499,0.3338
807.1,0.0516,0.3303
807.4,0.0504,0.3267
807.6,0.0445,0.3351
807.9,0.0471,0.3335
808.1,0.0468,0.3344
808.3,0.0433,0.3349
808.6,0.0488,0.3255
808.8,0.0528,0.3306
809.1,0.0474,0.3294
809.3,0.0439,0.3237
809.5,0.0507,0.3196
809.8,0.0459,0.3258
810.0,0.0471,0.3258
810.2,0.0436,0.3205
810.5,0.0465,0.3193
810.7,0.0452,0.3179
811.0,0.0421,0.3114
811.2,0.0473,0.3145
811.4,0.0449,0.3067
811.7,0.0431,0.3139
811.9,0.0423,0.3079
812.1,0.0419,0.3101
812.4,0.0440,0.3077
812.6,0.0375,0.3010
812.9,0.0463,0.2941
813.1,0.0424,0.3025
813.3,0.0415,0.2967
813.6,0.0415,0.2946
813.8,0.0451,0.2863
814.1,0.0405,0.2870
814.3,0.0401,0.2793
814.5,0.0414,0.2799
814.8,0.0404,0.2562
815.0,0.0371,0.2615
815.2,0.0397,0.2572
815.5,0.0365,0.2494
815.7,0.0345,0.2488
816.0,0.0334,0.2438
816.2,0.0340,0.2379
816.4,0.0378,0.2428
816.7,0.0325,0.2292
816.9,0.0340,0.2219
817.2,0.0303,0.2195
817.4,0.0306,0.2103
817.6,0.0301,0.2036
817.9,0.0331,0.2036
818.1,0.0308,0.2032
818.3,0.0282,0.2041
818.6,0.0257,0.1997
818.8,0.0278,0.1900
819.1,0.0239,0.1859
819.3,0.0258,0.1890
819.5,0.0231,0.1835
819.8,0.0228,0.1852
820.0,0.0254,0.1843
820.3,0.0261,0.1785
820.5,0.0211,0.1869
820.7,0.0247,0.1794
821.0,0.0221,0.1733
821.2,0.0222,0.1754
821.5,0.0240,0.1849
821.7,0.0227,0.1833
821.9,0.0223,0.1905
822.2,0.0235,0.1917
822.4,0.0224,0.1963
822.6,0.0233,0.1913
822.9,0.0210,0.1942
823.1,0.0240,0.1963
823.4,0.0227,0.1939
823.6,0.0231,0.1857
823.8,0.0203,0.1745
824.1,0.0220,0.1688
824.3,0.0211,0.1680
824.6,0.0234,0.1682
824.8,0.0183,0.1713
825.0,0.0220,0.1767
825.3,0.0208,0.1824
825.5,0.0243,0.1890
825.7,0.0234,0.1862
826.0,0.0247,0.1974
826.2,0.0213,0.1947
826.5,0.0223,0.2012
826.7,0.0219,0.2009
826.9,0.0238,0.1983
827.2,0.0248,0.1933
827.4,0.0222,0.1901
827.7,0.0243,0.1997
827.9,0.0247,0.1926
828.1,0.0186,0.1985
828.4,0.0198,0.1990
828.6,0.0222,0.1933
828.9,0.0211,0.1846
829.1,0.0226,0.1882
829.3,0.0235,0.1898
829.6,0.0201,0.1884
829.8,0.0244,0.1904
830.0,0.0230,0.1890
830.3,0.0207,0.1888
830.5,0.0206,0.1836
830.8,0.0235,0.1900
831.0,0.0233,0.1954
831.2,0.0258,0.1968
831.5,0.0236,0.1937
831.7,0.0232,0.1944
832.0,0.0221,0.1962
832.2,0.0242,0.1976
832.4,0.0235,0.2023
832.7,0.0224,0.1944
832.9,0.0205,0.2016
833.2,0.0207,0.1959
833.4,0.0187,0.1913
833.6,0.0219,0.1939
833.9,0.0179,0.1972
834.1,0.0210,0.1969
834.4,0.0218,0.1968
834.6,0.0227,0.1933
834.8,0.0175,0.1962
835.1,0.0207,0.1952
835.3,0.0237,0.1989
835.5,0.0209,0.1971
835.8,0.0223,0.2003
836.0,0.0245,0.2022
836.3,0.0216,0.2012
836.5,0.0222,0.2031
836.7,0.0221,0.2108
837.0,0.0222,0.2050
837.2,0.0201,0.2069
837.5,0.0222,0.2025
837.7,0.0231,0.2014
837.9,0.0217,0.2070
838.2,0.0227,0.2088
838.4,0.0235,0.2105
838.7,0.0225,0.2080
838.9,0.0218,0.2108
839.1,0.0212,0.2131
839.4,0.0235,0.2156
839.6,0.0214,0.2145
839.9,0.0227,0.2081
840.1,0.0256,0.2169
840.3,0.0231,0.2159
840.6,0.0241,0.2247
840.8,0.0235,0.2243
841.0,0.0217,0.2268
841.3,0.0226,0.2185
841.5,0.0201,0.2289
841.8,0.0223,0.2253
842.0,0.0242,0.2303
842.2,0.0254,0.2277
842.5,0.0217,0.2272
842.7,0.0199,0.2312
843.0,0.0214,0.2295
843.2,0.0235,0.2249
843.4,0.0243,0.2334
843.7,0.0206,0.2340
843.9,0.0193,0.2296
844.2,0.0224,0.2309
844.4,0.0221,0.2325
844.6,0.0209,0.2353
844.9,0.0226,0.2317
845.1,0.0242,0.2285
845.4,0.0233,0.2271
845.6,0.0224,0.2285
845.8,0.0223,0.2305
846.1,0.0231,0.2269
846.3,0.0237,0.2332
846.6,0.0215,0.2281
846.8,0.0209,0.2377
847.0,0.0232,0.2356
847.3,0.0253,0.2324
847.5,0.0209,0.2346
847.8,0.0245,0.2295
848.0,0.0231,0.2332
848.2,0.0192,0.2368
848.5,0.0207,0.2353
848.7,0.0212,0.2352
849.0,0.0199,0.2309
849.2,0.0204,0.2369
849.4,0.0226,0.2364
849.7,0.0217,0.2333
849.9,0.0214,0.2368
850.2,0.0230,0.2441
850.4,0.0210,0.2378
850.6,0.0213,0.2356
850.9,0.0235,0.2306
851.1,0.0224,0.2264
851.3,0.0204,0.2251
851.6,0.0219,0.2297
851.8,0.0214,0.2277
852.1,0.0204,0.2271
852.3,0.0193,0.2275
852.5,0.0179,0.2270
852.8,0.0194,0.2266
853.0,0.0195,0.2261
853.3,0.0217,0.2274
853.5,0.0166,0.2270
853.7,0.0208,0.2237
854.0,0.0197,0.2222
854.2,0.0205,0.2252
854.5,0.0184,0.2220
854.7,0.0188,0.2221
854.9,0.0192,0.2211
855.2,0.0172,0.2109
855.4,0.0156,0.2065
855.7,0.0209,0.2091
855.9,0.0191,0.2065
856.1,0.0193,0.2070
856.4,0.0174,0.2109
856.6,0.0189,0.2030
856.9,0.0160,0.2081
857.1,0.0187,0.2050
857.3,0.0179,0.2089
857.6,0.0197,0.2153
857.8,0.0173,0.2117
858.1,0.0168,0.2140
858.3,0.0161,0.2134
858.5,0.0178,0.2133
858.8,0.0162,0.2122
859.0,0.0165,0.2126
859.3,0.0169,0.2112
859.5,0.0162,0.2132
859.7,0.0159,0.2132
860.0,0.0168,0.2079
860.2,0.0178,0.2099
860.5,0.0191,0.2117
860.7,0.0142,0.2105
860.9,0.0156,0.2150
861.2,0.0179,0.2106
861.4,0.0186,0.2078
861.7,0.0172,0.2105
