Wavelength,Daylight Window,Daylight Direct
403.0,0.0426,0.0536
403.2,0.0374,0.0569
403.5,0.0393,0.0544
403.7,0.0355,0.0558
403.9,0.0369,0.0567
404.1,0.0384,0.0505
404.3,0.0354,0.0529
404.5,0.0383,0.0575
404.8,0.0408,0.0617
405.0,0.0395,0.0564
405.2,0.0385,0.0563
405.4,0.0340,0.0599
405.6,0.0408,0.0590
405.8,0.0412,0.0560
406.1,0.0446,0.0597
406.3,0.0380,0.0570
406.5,0.0384,0.0594
406.7,0.0402,0.0579
406.9,0.0398,0.0570
407.2,0.0404,0.0593
407.4,0.0391,0.0592
407.6,0.0465,0.0634
407.8,0.0422,0.0568
408.0,0.0432,0.0630
408.2,0.0430,0.0635
408.5,0.0403,0.0672
408.7,0.0438,0.0670
408.9,0.0422,0.0647
409.1,0.0471,0.0647
409.3,0.0509,0.0704
409.6,0.0496,0.0676
409.8,0.0480,0.0708
410.0,0.0469,0.0661
410.2,0.0450,0.0683
410.4,0.0440,0.0667
410.6,0.0464,0.0669
410.9,0.0454,0.0666
411.1,0.0490,0.0642
411.3,0.0502,0.0663
411.5,0.0482,0.0710
411.7,0.0517,0.0672
412.0,0.0556,0.0715
412.2,0.0545,0.0756
412.4,0.0555,0.0753
412.6,0.0554,0.0764
412.8,0.0554,0.0731
413.0,0.0524,0.0765
413.3,0.0543,0.0816
413.5,0.0523,0.0748
413.7,0.0551,0.0766
413.9,0.0527,0.0774
414.1,0.0555,0.0772
414.4,0.0580,0.0792
414.6,0.0574,0.0768
414.8,0.0575,0.0743
415.0,0.0567,0.0778
415.2,0.0562,0.0805
415.4,0.0573,0.0794
415.7,0.0573,0.0822
415.9,0.0575,0.0816
416.1,0.0567,0.0772
416.3,0.0609,0.0862
416.5,0.0577,0.0804
416.8,0.0651,0.0838
417.0,0.0616,0.0837
417.2,0.0609,0.0838
417.4,0.0605,0.0841
417.6,0.0627,0.0861
417.8,0.0570,0.0791
418.1,0.0590,0.0845
418.3,0.0602,0.0804
418.5,0.0573,0.0828
418.7,0.0635,0.0863
418.9,0.0561,0.0847
419.2,0.0626,0.0854
419.4,0.0622,0.0825
419.6,0.0595,0.0832
419.8,0.0622,0.0885
420.0,0.0610,0.0838
420.3,0.0628,0.0853
420.5,0.0598,0.0866
420.7,0.0654,0.0879
420.9,0.0642,0.0866
421.1,0.0673,0.0923
421.3,0.0655,0.0857
421.6,0.0668,0.0943
421.8,0.0761,0.0953
422.0,0.0720,0.0933
422.2,0.0710,0.0905
422.4,0.0693,0.0931
422.7,0.0704,0.0957
422.9,0.0698,0.0924
423.1,0.0673,0.0918
423.3,0.0629,0.0903
423.5,0.0644,0.0891
423.8,0.0693,0.0939
424.0,0.0660,0.0917
424.2,0.0707,0.0896
424.4,0.0711,0.0946
424.6,0.0743,0.0972
424.9,0.0761,0.0935
425.1,0.0753,0.0961
425.3,0.0715,0.0953
425.5,0.0699,0.1000
425.7,0.0686,0.0956
425.9,0.0717,0.0991
426.2,0.0782,0.0989
426.4,0.0742,0.0952
426.6,0.0746,0.0958
426.8,0.0800,0.0994
427.0,0.0779,0.1029
427.3,0.0796,0.1062
427.5,0.0778,0.1023
427.7,0.0777,0.1051
427.9,0.0775,0.0966
428.1,0.0800,0.1019
428.4,0.0805,0.1035
428.6,0.0815,0.1039
428.8,0.0814,0.0973
429.0,0.0797,0.1031
429.2,0.0769,0.1022
429.5,0.0780,0.0979
429.7,0.0781,0.1023
429.9,0.0786,0.1086
430.1,0.0734,0.1004
430.3,0.0719,0.0998
430.6,0.0648,0.0955
430.8,0.0684,0.0955
431.0,0.0659,0.0897
431.2,0.0702,0.0873
431.4,0.0653,0.0888
431.6,0.0625,0.0857
431.9,0.0724,0.0837
432.1,0.0817,0.0984
432.3,0.0898,0.1034
432.5,0.0956,0.1147
432.7,0.0926,0.1192
433.0,0.0910,0.1202
433.2,0.0901,0.1191
433.4,0.0952,0.1220
433.6,0.0982,0.1265
433.8,0.1035,0.1274
434.1,0.1040,0.1353
434.3,0.1042,0.1234
434.5,0.0974,0.1268
434.7,0.0911,0.1252
434.9,0.0979,0.1233
435.2,0.1005,0.1263
435.4,0.1001,0.1284
435.6,0.1017,0.1314
435.8,0.1005,0.1332
436.0,0.1079,0.1355
436.3,0.1064,0.1386
436.5,0.1101,0.1424
436.7,0.1083,0.1415
436.9,0.1175,0.1494
437.1,0.1198,0.1488
437.4,0.1190,0.1498
437.6,0.1158,0.1504
437.8,0.1186,0.1543
438.0,0.1160,0.1554
438.2,0.1174,0.1533
438.5,0.1170,0.1505
438.7,0.1144,0.1551
438.9,0.1096,0.1505
439.1,0.1080,0.1396
439.3,0.1097,0.1421
439.6,0.1077,0.1447
439.8,0.1140,0.1420
440.0,0.1174,0.1471
440.2,0.1157,0.1488
440.4,0.1221,0.1533
440.7,0.1237,0.1569
440.9,0.1214,0.1528
441.1,0.1180,0.1549
441.3,0.1260,0.1550
441.5,0.1235,0.1557
441.8,0.1284,0.1621
442.0,0.1310,0.1683
442.2,0.1402,0.1682
442.4,0.1405,0.1637
442.6,0.1453,0.1799
442.9,0.1375,0.1756
443.1,0.1373,0.1757
443.3,0.1440,0.1806
443.5,0.1441,0.1805
443.7,0.1468,0.1775
444.0,0.1443,0.1816
444.2,0.1437,0.1763
444.4,0.1453,0.1783
444.6,0.1428,0.1861
444.8,0.1474,0.1820
445.1,0.1501,0.1837
445.3,0.1443,0.1804
445.5,0.1484,0.1852
445.7,0.1515,0.1890
445.9,0.1479,0.1874
446.2,0.1467,0.1818
446.4,0.1449,0.1850
446.6,0.1422,0.1761
446.8,0.1412,0.1764
447.0,0.1438,0.1819
447.3,0.1438,0.1818
447.5,0.1502,0.1880
447.7,0.1490,0.1926
447.9,0.1571,0.1968
448.1,0.1642,0.1960
448.4,0.1699,0.2035
448.6,0.1711,0.2014
448.8,0.1647,0.1999
449.0,0.1636,0.2070
449.3,0.1645,0.2014
449.5,0.1760,0.2023
449.7,0.1742,0.2065
449.9,0.1745,0.2021
450.1,0.1732,0.2078
450.4,0.1691,0.2070
450.6,0.1822,0.2132
450.8,0.1848,0.2164
451.0,0.1838,0.2231
451.2,0.1895,0.2206
451.5,0.1921,0.2295
451.7,0.1844,0.2314
451.9,0.1998,0.2377
452.1,0.1993,0.2277
452.3,0.2049,0.2298
452.6,0.2003,0.2282
452.8,0.1982,0.2374
453.0,0.1979,0.2282
453.2,0.1990,0.2306
453.4,0.1939,0.2237
453.7,0.1874,0.2169
453.9,0.1849,0.2228
454.1,0.1869,0.2218
454.3,0.1852,0.2196
454.6,0.1893,0.2225
454.8,0.2051,0.2279
455.0,0.2036,0.2369
455.2,0.2052,0.2339
455.4,0.1988,0.2377
455.7,0.2030,0.2416
455.9,0.2063,0.2359
456.1,0.2084,0.2317
456.3,0.2021,0.2350
456.5,0.2076,0.2454
456.8,0.2213,0.2432
457.0,0.2221,0.2521
457.2,0.2176,0.2482
457.4,0.2146,0.2541
457.6,0.2252,0.2560
457.9,0.2296,0.2550
458.1,0.2371,0.2562
458.3,0.2382,0.2517
458.5,0.2342,0.2569
458.8,0.2325,0.2538
459.0,0.2301,0.2456
459.2,0.2176,0.2503
459.4,0.2203,0.2489
459.6,0.2242,0.2574
459.9,0.2262,0.2588
460.1,0.2270,0.2545
460.3,0.2253,0.2511
460.5,0.2338,0.2628
460.7,0.2333,0.2627
461.0,0.2413,0.2603
461.2,0.2453,0.2614
461.4,0.2495,0.2655
461.6,0.2522,0.2687
461.8,0.2494,0.2753
462.1,0.2518,0.2782
462.3,0.2503,0.2730
462.5,0.2531,0.2818
462.7,0.2571,0.2864
463.0,0.2697,0.2829
463.2,0.2682,0.2878
463.4,0.2653,0.2886
463.6,0.2668,0.2885
463.8,0.2648,0.2949
464.1,0.2712,0.2926
464.3,0.2584,0.2855
464.5,0.2580,0.2859
464.7,0.2658,0.2870
464.9,0.2659,0.2940
465.2,0.2642,0.2873
465.4,0.2656,0.2886
465.6,0.2582,0.2860
465.8,0.2604,0.2912
466.1,0.2597,0.2842
466.3,0.2749,0.2953
466.5,0.2718,0.3037
466.7,0.2745,0.3037
466.9,0.2791,0.3053
467.2,0.2785,0.2982
467.4,0.2707,0.2902
467.6,0.2648,0.2924
467.8,0.2801,0.2849
468.1,0.2825,0.2991
468.3,0.2758,0.2988
468.5,0.2873,0.3074
468.7,0.2825,0.3025
468.9,0.2854,0.3085
469.2,0.2788,0.3065
469.4,0.2968,0.3154
469.6,0.3018,0.3135
469.8,0.3003,0.3154
470.0,0.2922,0.3094
470.3,0.2912,0.3191
470.5,0.2946,0.3179
470.7,0.3037,0.3159
470.9,0.2944,0.3055
471.2,0.2919,0.3035
471.4,0.2891,0.3063
471.6,0.2808,0.3131
471.8,0.2897,0.3135
472.0,0.2999,0.3097
472.3,0.3002,0.3249
472.5,0.3105,0.3327
472.7,0.3118,0.3371
472.9,0.3195,0.3413
473.2,0.3215,0.3413
473.4,0.3267,0.3399
473.6,0.3220,0.3391
473.8,0.3232,0.3338
474.0,0.3100,0.3331
474.3,0.3081,0.3348
474.5,0.3163,0.3364
474.7,0.3329,0.3320
474.9,0.3319,0.3320
475.2,0.3249,0.3419
475.4,0.3339,0.3449
475.6,0.3302,0.3515
475.8,0.3353,0.3491
476.0,0.3284,0.3518
476.3,0.3272,0.3492
476.5,0.3360,0.3478
476.7,0.3376,0.3533
476.9,0.3342,0.3511
477.2,0.3343,0.3495
477.4,0.3297,0.3525
477.6,0.3284,0.3484
477.8,0.3364,0.3487
478.0,0.3368,0.3552
478.3,0.3465,0.3616
478.5,0.3513,0.3697
478.7,0.3534,0.3847
478.9,0.3628,0.3791
479.2,0.3599,0.3791
479.4,0.3631,0.3818
479.6,0.3663,0.3773
479.8,0.3710,0.3726
480.0,0.3818,0.3762
480.3,0.3808,0.3794
480.5,0.3876,0.3847
480.7,0.3892,0.3923
480.9,0.3911,0.3934
481.2,0.3950,0.3892
481.4,0.3749,0.3896
481.6,0.3650,0.3950
481.8,0.3715,0.3931
482.0,0.3757,0.3985
482.3,0.3863,0.4005
482.5,0.3838,0.4039
482.7,0.3837,0.4122
482.9,0.4075,0.4105
483.2,0.4069,0.4176
483.4,0.3957,0.4101
483.6,0.3918,0.4108
483.8,0.3933,0.4068
484.1,0.3943,0.4208
484.3,0.4038,0.4150
484.5,0.3942,0.4193
484.7,0.3974,0.4156
484.9,0.4011,0.4111
485.2,0.3986,0.4136
485.4,0.3985,0.4199
485.6,0.4149,0.4160
485.8,0.4100,0.4218
486.1,0.3983,0.4194
486.3,0.3818,0.4080
486.5,0.3825,0.4060
486.7,0.3654,0.3917
486.9,0.3362,0.3563
487.2,0.3306,0.3426
487.4,0.3410,0.3567
487.6,0.3673,0.3662
487.8,0.3937,0.3841
488.1,0.4001,0.3895
488.3,0.3809,0.3872
488.5,0.3907,0.4057
488.7,0.4126,0.4144
489.0,0.4268,0.4280
489.2,0.4377,0.4376
489.4,0.4346,0.4295
489.6,0.4230,0.4231
489.8,0.4054,0.4160
490.1,0.3955,0.4109
490.3,0.4120,0.4284
490.5,0.4402,0.4382
490.7,0.4417,0.4572
491.0,0.4415,0.4660
491.2,0.4442,0.4588
491.4,0.4498,0.4591
491.6,0.4535,0.4671
491.9,0.4405,0.4659
492.1,0.4374,0.4582
492.3,0.4415,0.4607
492.5,0.4417,0.4575
492.7,0.4341,0.4468
493.0,0.4105,0.4383
493.2,0.4136,0.4345
493.4,0.4438,0.4392
493.6,0.4587,0.4621
493.9,0.4643,0.4654
494.1,0.4655,0.4693
494.3,0.4806,0.4695
494.5,0.4725,0.4646
494.8,0.4761,0.4570
495.0,0.4700,0.4592
495.2,0.4582,0.4688
495.4,0.4814,0.4780
495.7,0.4875,0.4841
495.9,0.4762,0.4850
496.1,0.4891,0.4997
496.3,0.4849,0.5064
496.5,0.4759,0.4854
496.8,0.4798,0.4723
497.0,0.4717,0.4744
497.2,0.4936,0.4984
497.4,0.4993,0.4951
497.7,0.4963,0.4974
497.9,0.4889,0.4918
498.1,0.4743,0.4902
498.3,0.4862,0.5008
498.6,0.4894,0.5119
498.8,0.4843,0.5070
499.0,0.4856,0.5124
499.2,0.4746,0.4884
499.5,0.4625,0.4824
499.7,0.4707,0.4751
499.9,0.4812,0.4845
500.1,0.4947,0.4990
500.3,0.4994,0.5143
500.6,0.4970,0.5208
500.8,0.4957,0.5143
501.0,0.5051,0.5079
501.2,0.4797,0.4971
501.5,0.4742,0.4889
501.7,0.4698,0.4847
501.9,0.4740,0.4890
502.1,0.4969,0.4863
502.4,0.4951,0.4854
502.6,0.4872,0.4792
502.8,0.4954,0.4783
503.0,0.4960,0.4903
503.3,0.4995,0.4821
503.5,0.5112,0.4960
503.7,0.4973,0.5044
503.9,0.4925,0.5033
504.2,0.4882,0.5115
504.4,0.5059,0.5139
504.6,0.5023,0.5065
504.8,0.4904,0.5011
505.0,0.4620,0.4801
505.3,0.4673,0.4782
505.5,0.4762,0.4861
505.7,0.5012,0.5103
505.9,0.5137,0.5155
506.2,0.5114,0.5134
506.4,0.5114,0.5289
506.6,0.5300,0.5248
506.8,0.5407,0.5466
507.1,0.5595,0.5504
507.3,0.5710,0.5557
507.5,0.5577,0.5438
507.7,0.5618,0.5365
508.0,0.5558,0.5287
508.2,0.5553,0.5333
508.4,0.5489,0.5433
508.6,0.5556,0.5434
508.9,0.5469,0.5404
509.1,0.5166,0.5382
509.3,0.5079,0.5198
509.5,0.5340,0.5222
509.8,0.5556,0.5457
510.0,0.5557,0.5600
510.2,0.5681,0.5603
510.4,0.5713,0.5593
510.6,0.5780,0.5745
510.9,0.5826,0.5626
511.1,0.5617,0.5569
511.3,0.5780,0.5680
511.5,0.5761,0.5658
511.8,0.5667,0.5626
512.0,0.5596,0.5758
512.2,0.5735,0.5693
512.4,0.5850,0.5777
512.7,0.5938,0.5938
512.9,0.5918,0.6001
513.1,0.6034,0.6089
513.3,0.5902,0.5972
513.6,0.5626,0.5953
513.8,0.5701,0.5822
514.0,0.5767,0.5787
514.2,0.5927,0.5768
514.5,0.6078,0.5835
514.7,0.5878,0.5938
514.9,0.5986,0.5929
515.1,0.6081,0.5838
515.4,0.6048,0.5903
515.6,0.5933,0.5913
515.8,0.6029,0.5996
516.0,0.6045,0.6031
516.3,0.6003,0.6081
516.5,0.5891,0.6035
516.7,0.5951,0.6107
516.9,0.6090,0.6214
517.2,0.6220,0.6255
517.4,0.5977,0.6318
517.6,0.5847,0.6102
517.8,0.5748,0.5699
518.1,0.5426,0.5409
518.3,0.5150,0.5094
518.5,0.5054,0.5100
518.7,0.5212,0.5202
519.0,0.5645,0.5698
519.2,0.6040,0.6090
519.4,0.5814,0.5944
519.6,0.5377,0.5489
519.9,0.5625,0.5723
520.1,0.6046,0.5965
520.3,0.5936,0.6011
520.5,0.5652,0.5937
520.8,0.5765,0.5941
521.0,0.6126,0.6187
521.2,0.6333,0.6331
521.4,0.6315,0.6226
521.7,0.6350,0.6093
521.9,0.6031,0.5931
522.1,0.6122,0.6044
522.3,0.6293,0.6378
522.6,0.6332,0.6263
522.8,0.6339,0.6370
523.0,0.6270,0.6335
523.2,0.6217,0.6431
523.5,0.6051,0.6486
523.7,0.5992,0.6171
523.9,0.6006,0.5986
524.1,0.6053,0.5924
524.4,0.6312,0.6092
524.6,0.6246,0.6154
524.8,0.6325,0.6292
525.0,0.6378,0.6411
525.3,0.6439,0.6565
525.5,0.6368,0.6455
525.7,0.6490,0.6458
525.9,0.6587,0.6418
526.2,0.6423,0.6418
526.4,0.6387,0.6326
526.6,0.6428,0.6376
526.8,0.6364,0.6477
527.1,0.6328,0.6469
527.3,0.6224,0.6385
527.5,0.5923,0.6039
527.7,0.5772,0.5644
528.0,0.5779,0.5573
528.2,0.5619,0.5576
528.4,0.5547,0.5660
528.6,0.5709,0.5843
528.9,0.5981,0.6063
529.1,0.6181,0.6145
529.3,0.6105,0.6320
529.5,0.6119,0.6228
529.8,0.6170,0.6232
530.0,0.6302,0.6395
530.2,0.6423,0.6562
530.4,0.6608,0.6704
530.7,0.6560,0.6605
530.9,0.6403,0.6434
531.1,0.6192,0.6285
531.3,0.6218,0.6284
531.6,0.6317,0.6431
531.8,0.6491,0.6555
532.0,0.6596,0.6516
532.2,0.6756,0.6655
532.5,0.6591,0.6789
532.7,0.6573,0.6602
532.9,0.6545,0.6586
533.1,0.6472,0.6585
533.4,0.6440,0.6448
533.6,0.6213,0.6403
533.8,0.5922,0.6197
534.0,0.5897,0.6028
534.3,0.5995,0.6093
534.5,0.6242,0.6239
534.7,0.6433,0.6536
534.9,0.6552,0.6609
535.2,0.6420,0.6408
535.4,0.6142,0.6441
535.6,0.6311,0.6444
535.8,0.6593,0.6607
536.1,0.6597,0.6479
536.3,0.6657,0.6605
536.5,0.6696,0.6700
536.8,0.6757,0.6968
537.0,0.6677,0.7007
537.2,0.6729,0.6996
537.4,0.6621,0.6904
537.7,0.6524,0.6885
537.9,0.6295,0.6703
538.1,0.6156,0.6528
538.3,0.5996,0.6573
538.6,0.6214,0.6474
538.8,0.6474,0.6684
539.0,0.6556,0.6919
539.2,0.6953,0.6837
539.5,0.6877,0.6775
539.7,0.6674,0.6783
539.9,0.6766,0.6881
540.1,0.6753,0.6869
540.4,0.6599,0.6781
540.6,0.6607,0.6793
540.8,0.6502,0.6622
541.0,0.6576,0.6717
541.3,0.6502,0.6627
541.5,0.6601,0.6627
541.7,0.6449,0.6543
541.9,0.6481,0.6467
542.2,0.6526,0.6543
542.4,0.6482,0.6618
542.6,0.6515,0.6756
542.9,0.6702,0.6824
543.1,0.7040,0.6872
543.3,0.7090,0.6924
543.5,0.7211,0.6864
543.8,0.7030,0.6822
544.0,0.6777,0.6943
544.2,0.6813,0.6934
544.4,0.6582,0.6892
544.7,0.6568,0.6675
544.9,0.6769,0.6782
545.1,0.6962,0.7010
545.3,0.6950,0.7252
545.6,0.7290,0.7350
545.8,0.7204,0.7161
546.0,0.6854,0.7044
546.2,0.6648,0.7113
546.5,0.6900,0.7308
546.7,0.7042,0.7240
546.9,0.7092,0.7281
547.1,0.7130,0.7235
547.4,0.7086,0.7227
547.6,0.7152,0.7279
547.8,0.6998,0.7070
548.1,0.6972,0.7393
548.3,0.7044,0.7299
548.5,0.7082,0.7391
548.7,0.7445,0.7282
549.0,0.7198,0.7231
549.2,0.6974,0.7137
549.4,0.6982,0.7200
549.6,0.7140,0.7249
549.9,0.7283,0.7473
550.1,0.7329,0.7510
550.3,0.7384,0.7610
550.5,0.7579,0.7495
550.8,0.7443,0.7476
551.0,0.7118,0.7615
551.2,0.7500,0.7519
551.5,0.7411,0.7591
551.7,0.7442,0.7601
551.9,0.7712,0.7528
552.1,0.7652,0.7606
552.4,0.7793,0.7703
552.6,0.7576,0.7547
552.8,0.7444,0.7613
553.0,0.7409,0.7675
553.3,0.7722,0.7723
553.5,0.7622,0.7769
553.7,0.7773,0.7786
553.9,0.7435,0.7703
554.2,0.7114,0.7608
554.4,0.6913,0.7535
554.6,0.6792,0.7635
554.8,0.7179,0.7882
555.1,0.7253,0.7862
555.3,0.7387,0.7875
555.5,0.7460,0.7922
555.8,0.7579,0.7879
556.0,0.7404,0.7959
556.2,0.7766,0.7947
556.4,0.8059,0.8116
556.7,0.7824,0.8019
556.9,0.7780,0.8049
557.1,0.7814,0.7880
557.3,0.7813,0.7947
557.6,0.7810,0.8052
557.8,0.7720,0.7787
558.0,0.7591,0.7845
558.3,0.7491,0.7793
558.5,0.7397,0.7777
558.7,0.7440,0.7734
558.9,0.7241,0.7837
559.2,0.7386,0.7848
559.4,0.7467,0.8063
559.6,0.7667,0.7928
559.8,0.7472,0.7992
560.1,0.7469,0.7776
560.3,0.7480,0.7642
560.5,0.7566,0.7568
560.7,0.7548,0.7554
561.0,0.7286,0.7775
561.2,0.7268,0.7745
561.4,0.7194,0.7724
561.7,0.7092,0.7588
561.9,0.7418,0.7749
562.1,0.7540,0.7871
562.3,0.7632,0.8247
562.6,0.7685,0.8126
562.8,0.7420,0.8035
563.0,0.7359,0.7895
563.2,0.7395,0.7758
563.5,0.7113,0.7846
563.7,0.7151,0.7918
563.9,0.7303,0.7905
564.2,0.7184,0.7938
564.4,0.7295,0.8040
564.6,0.7661,0.8215
564.8,0.7835,0.8113
565.1,0.7873,0.7952
565.3,0.7851,0.7843
565.5,0.7673,0.7887
565.7,0.7505,0.7876
566.0,0.7418,0.7866
566.2,0.7572,0.8071
566.4,0.7648,0.8052
566.7,0.7532,0.8110
566.9,0.7576,0.7928
567.1,0.7455,0.7870
567.3,0.7250,0.7509
567.6,0.7314,0.7574
567.8,0.7132,0.7732
568.0,0.7289,0.7866
568.2,0.7246,0.7899
568.5,0.7247,0.7968
568.7,0.7501,0.8004
568.9,0.7468,0.7967
569.2,0.7649,0.8102
569.4,0.7716,0.8068
569.6,0.7582,0.7983
569.8,0.7220,0.7739
570.1,0.7129,0.7685
570.3,0.7201,0.7611
570.5,0.7440,0.7652
570.8,0.7540,0.7738
571.0,0.7412,0.7733
571.2,0.7266,0.7712
571.4,0.7260,0.7779
571.7,0.7161,0.7720
571.9,0.7334,0.7639
572.1,0.7267,0.7570
572.3,0.7083,0.7677
572.6,0.6835,0.7589
572.8,0.6558,0.7494
573.0,0.6520,0.7515
573.3,0.6756,0.7672
573.5,0.6991,0.7783
573.7,0.7008,0.7840
573.9,0.7153,0.7936
574.2,0.7302,0.7937
574.4,0.7302,0.7873
574.6,0.7346,0.7785
574.8,0.7560,0.7914
575.1,0.7395,0.7869
575.3,0.7271,0.7865
575.5,0.7146,0.7967
575.8,0.7131,0.7857
576.0,0.6833,0.7769
576.2,0.6692,0.7838
576.4,0.6750,0.7911
576.7,0.6971,0.7795
576.9,0.6991,0.7729
577.1,0.7035,0.7649
577.4,0.6972,0.7769
577.6,0.7106,0.7709
577.8,0.7099,0.7843
578.0,0.7296,0.7957
578.3,0.7331,0.7909
578.5,0.7287,0.7946
578.7,0.7049,0.7909
579.0,0.7248,0.8013
579.2,0.7295,0.7825
579.4,0.7372,0.7809
579.6,0.7222,0.7685
579.9,0.7343,0.7744
580.1,0.7203,0.7683
580.3,0.7270,0.7591
580.5,0.7304,0.7781
580.8,0.7388,0.7957
581.0,0.7493,0.7977
581.2,0.7459,0.8129
581.5,0.7411,0.8202
581.7,0.7535,0.8273
581.9,0.7257,0.8104
582.1,0.7406,0.8143
582.4,0.7492,0.8169
582.6,0.7471,0.8294
582.8,0.7590,0.8175
583.1,0.7660,0.8374
583.3,0.7797,0.8374
583.5,0.7886,0.8477
583.7,0.7887,0.8539
584.0,0.7998,0.8570
584.2,0.7997,0.8564
584.4,0.7822,0.8501
584.7,0.7646,0.8603
584.9,0.7533,0.8472
585.1,0.7316,0.8582
585.3,0.7287,0.8669
585.6,0.7324,0.8763
585.8,0.7424,0.8721
586.0,0.7384,0.8587
586.3,0.7497,0.8733
586.5,0.7488,0.8719
586.7,0.7631,0.8597
586.9,0.7758,0.8517
587.2,0.7654,0.8524
587.4,0.7449,0.8302
587.6,0.7203,0.8507
587.9,0.7329,0.8517
588.1,0.7363,0.8679
588.3,0.7480,0.8585
588.5,0.7627,0.8700
588.8,0.7482,0.8715
589.0,0.7580,0.8587
589.2,0.7582,0.8451
589.5,0.7318,0.8317
589.7,0.7188,0.8104
589.9,0.7149,0.8030
590.1,0.7006,0.7746
590.4,0.6688,0.7218
590.6,0.6297,0.6982
590.8,0.6210,0.6918
591.1,0.6072,0.6947
591.3,0.6055,0.6794
591.5,0.5986,0.6980
591.7,0.6282,0.7391
592.0,0.6750,0.7560
592.2,0.6838,0.7761
592.4,0.7000,0.7825
592.7,0.6992,0.7931
592.9,0.6786,0.7772
593.1,0.6641,0.7859
593.3,0.6500,0.7725
593.6,0.6628,0.7747
593.8,0.6767,0.7736
594.0,0.7035,0.7895
594.3,0.6917,0.7915
594.5,0.6933,0.8040
594.7,0.6981,0.7903
594.9,0.6984,0.8137
595.2,0.6901,0.8475
595.4,0.7086,0.8239
595.6,0.7163,0.8093
595.9,0.7168,0.7808
596.1,0.6879,0.7830
596.3,0.6622,0.7667
596.5,0.6575,0.7832
596.8,0.6554,0.7812
597.0,0.6595,0.8004
597.2,0.6595,0.8052
597.5,0.6649,0.8098
597.7,0.6812,0.8297
597.9,0.6964,0.8574
598.1,0.6797,0.8402
598.4,0.6781,0.8334
598.6,0.6809,0.8390
598.8,0.7077,0.8520
599.1,0.7308,0.8313
599.3,0.7267,0.8292
599.5,0.7158,0.8454
599.7,0.7366,0.8426
600.0,0.7311,0.8292
600.2,0.7279,0.8427
600.4,0.7064,0.8573
600.7,0.6977,0.8551
600.9,0.7104,0.8563
601.1,0.7341,0.8628
601.4,0.7574,0.8719
601.6,0.7436,0.8665
601.8,0.7509,0.8640
602.0,0.7205,0.8447
602.3,0.7036,0.8511
602.5,0.7060,0.8528
602.7,0.7139,0.8537
603.0,0.7170,0.8285
603.2,0.7257,0.8190
603.4,0.7295,0.8272
603.6,0.7249,0.8259
603.9,0.7103,0.8244
604.1,0.6883,0.8157
604.3,0.6846,0.8028
604.6,0.6794,0.8035
604.8,0.6698,0.8095
605.0,0.6628,0.8118
605.3,0.6782,0.8082
605.5,0.6773,0.8105
605.7,0.6761,0.7946
605.9,0.6683,0.7943
606.2,0.6332,0.7875
606.4,0.6183,0.7849
606.6,0.6013,0.7754
606.9,0.5972,0.7599
607.1,0.5831,0.7517
607.3,0.5685,0.7501
607.5,0.5588,0.7690
607.8,0.5463,0.7769
608.0,0.5411,0.7749
608.2,0.5531,0.7886
608.5,0.5651,0.7909
608.7,0.5627,0.8050
608.9,0.5699,0.8066
609.2,0.5728,0.8116
609.4,0.5747,0.8156
609.6,0.5862,0.8237
609.8,0.6060,0.8287
610.1,0.6143,0.8304
610.3,0.6313,0.8344
610.5,0.6348,0.8424
610.8,0.6385,0.8480
611.0,0.6641,0.8549
611.2,0.6714,0.8649
611.4,0.7115,0.8790
611.7,0.7252,0.8781
611.9,0.7298,0.8832
612.1,0.7553,0.8806
612.4,0.7547,0.8872
612.6,0.7452,0.8851
612.8,0.7501,0.8945
613.1,0.7447,0.9004
613.3,0.7356,0.8996
613.5,0.7110,0.8948
613.7,0.6959,0.8902
614.0,0.6875,0.8724
614.2,0.6989,0.8747
614.4,0.6949,0.8816
614.7,0.6933,0.8719
614.9,0.7018,0.8709
615.1,0.6996,0.8541
615.4,0.6816,0.8546
615.6,0.6854,0.8348
615.8,0.6892,0.8531
616.0,0.6875,0.8592
616.3,0.6879,0.8543
616.5,0.7200,0.8538
616.7,0.7077,0.8746
617.0,0.7201,0.8817
617.2,0.7115,0.8664
617.4,0.7170,0.8735
617.7,0.7311,0.8497
617.9,0.7164,0.8400
618.1,0.6720,0.8230
618.3,0.6513,0.8290
618.6,0.6524,0.8233
618.8,0.6416,0.8320
619.0,0.6339,0.8311
619.3,0.6384,0.8454
619.5,0.6520,0.8586
619.7,0.6511,0.8685
620.0,0.6503,0.8609
620.2,0.6478,0.8586
620.4,0.6555,0.8700
620.6,0.6504,0.8698
620.9,0.6751,0.8552
621.1,0.6721,0.8613
621.3,0.6789,0.8685
621.6,0.6684,0.8781
621.8,0.6579,0.8743
622.0,0.6445,0.8684
622.3,0.6504,0.8821
622.5,0.6831,0.8824
622.7,0.6810,0.8951
622.9,0.6735,0.8773
623.2,0.6836,0.8829
623.4,0.6894,0.8910
623.6,0.6767,0.8637
623.9,0.6836,0.8837
624.1,0.6919,0.8788
624.3,0.6737,0.8743
624.6,0.6720,0.8526
624.8,0.6732,0.8606
625.0,0.6628,0.8587
625.2,0.6599,0.8566
625.5,0.6589,0.8553
625.7,0.6781,0.8505
625.9,0.6749,0.8472
626.2,0.6698,0.8411
626.4,0.6672,0.8510
626.6,0.6483,0.8470
